,Team1,1pts,Team2,2pts
0,Houston Rockets,120,Cleveland Cavaliers,128
1,Los Angeles Lakers,108,Indiana Pacers,115
2,Orlando Magic,103,Philadelphia 76ers,101
3,New York Knicks,89,Detroit Pistons,102
4,Sacramento Kings,96,Miami Heat,108
5,Memphis Grizzlies,80,Minnesota Timberwolves,116
6,Milwaukee Bucks,117,New Orleans Pelicans,113
7,Utah Jazz,106,San Antonio Spurs,91
8,Golden State Warriors,127,Portland Trail Blazers,104
9,Philadelphia 76ers,93,Charlotte Hornets,109
10,Toronto Raptors,113,Washington Wizards,103
11,Los Angeles Lakers,123,Atlanta Hawks,116
12,Detroit Pistons,101,Brooklyn Nets,109
13,Houston Rockets,118,New York Knicks,99
14,Chicago Bulls,100,Boston Celtics,107
15,New Orleans Pelicans,83,Memphis Grizzlies,89
16,Dallas Mavericks,81,Utah Jazz,97
17,Portland Trail Blazers,115,Phoenix Suns,118
18,Oklahoma City Thunder,85,Los Angeles Clippers,83
19,Sacramento Kings,94,Orlando Magic,102
20,Boston Celtics,122,Cleveland Cavaliers,128
21,Indiana Pacers,107,Milwaukee Bucks,125
22,Denver Nuggets,102,Minnesota Timberwolves,99
23,Oklahoma City Thunder,96,Golden State Warriors,122
24,Atlanta Hawks,92,Washington Wizards,95
25,Charlotte Hornets,99,Brooklyn Nets,95
26,Miami Heat,87,Toronto Raptors,96
27,New York Knicks,117,Chicago Bulls,104
28,Los Angeles Clippers,99,Memphis Grizzlies,88
29,Phoenix Suns,112,New Orleans Pelicans,111
30,Portland Trail Blazers,105,Dallas Mavericks,95
31,San Antonio Spurs,100,Utah Jazz,86
32,Golden State Warriors,97,Los Angeles Lakers,117
33,Minnesota Timberwolves,92,Oklahoma City Thunder,112
34,Denver Nuggets,86,Detroit Pistons,103
35,Chicago Bulls,94,Indiana Pacers,111
36,Washington Wizards,86,Orlando Magic,88
37,Cleveland Cavaliers,102,Philadelphia 76ers,101
38,Houston Rockets,97,Atlanta Hawks,112
39,Sacramento Kings,91,Milwaukee Bucks,117
40,Los Angeles Clippers,116,San Antonio Spurs,92
41,Utah Jazz,114,New York Knicks,109
42,Portland Trail Blazers,100,Memphis Grizzlies,94
43,Sacramento Kings,96,Toronto Raptors,91
44,Milwaukee Bucks,75,Dallas Mavericks,86
45,Denver Nuggets,123,Boston Celtics,107
46,Phoenix Suns,108,Los Angeles Lakers,119
47,Indiana Pacers,100,Charlotte Hornets,122
48,Utah Jazz,109,Philadelphia 76ers,84
49,Houston Rockets,114,Washington Wizards,106
50,Orlando Magic,80,Chicago Bulls,112
51,Miami Heat,85,Oklahoma City Thunder,97
52,New Orleans Pelicans,106,Golden State Warriors,116
53,Detroit Pistons,82,Los Angeles Clippers,114
54,Atlanta Hawks,110,Cleveland Cavaliers,106
55,Minnesota Timberwolves,110,Brooklyn Nets,119
56,Denver Nuggets,107,Memphis Grizzlies,108
57,Phoenix Suns,121,Portland Trail Blazers,124
58,Dallas Mavericks,109,Los Angeles Lakers,97
59,New Orleans Pelicans,94,Sacramento Kings,102
60,Utah Jazz,98,Charlotte Hornets,104
61,Philadelphia 76ers,115,Indiana Pacers,122
62,Brooklyn Nets,96,New York Knicks,110
63,Minnesota Timberwolves,123,Orlando Magic,107
64,Boston Celtics,93,Washington Wizards,118
65,Chicago Bulls,107,Atlanta Hawks,115
66,Toronto Raptors,112,Oklahoma City Thunder,102
67,Detroit Pistons,100,Phoenix Suns,107
68,Houston Rockets,101,San Antonio Spurs,99
69,Dallas Mavericks,95,Golden State Warriors,116
70,Portland Trail Blazers,80,Los Angeles Clippers,111
71,Chicago Bulls,98,Miami Heat,95
72,New Orleans Pelicans,112,Milwaukee Bucks,106
73,Golden State Warriors,125,Denver Nuggets,101
74,Los Angeles Lakers,101,Sacramento Kings,91
75,Toronto Raptors,113,Charlotte Hornets,111
76,Utah Jazz,87,Orlando Magic,74
77,Indiana Pacers,105,Philadelphia 76ers,109
78,Cleveland Cavaliers,105,Washington Wizards,94
79,New York Knicks,87,Boston Celtics,115
80,Los Angeles Clippers,110,Oklahoma City Thunder,108
81,Detroit Pistons,86,San Antonio Spurs,96
82,Sacramento Kings,120,Portland Trail Blazers,122
83,Boston Celtics,105,Indiana Pacers,99
84,Los Angeles Lakers,126,New Orleans Pelicans,99
85,Philadelphia 76ers,96,Atlanta Hawks,117
86,New York Knicks,107,Toronto Raptors,118
87,Washington Wizards,95,Chicago Bulls,106
88,San Antonio Spurs,106,Houston Rockets,100
89,Utah Jazz,102,Miami Heat,91
90,Los Angeles Clippers,119,Minnesota Timberwolves,105
91,Memphis Grizzlies,96,Milwaukee Bucks,106
92,Detroit Pistons,106,Denver Nuggets,95
93,Brooklyn Nets,122,Phoenix Suns,104
94,Charlotte Hornets,93,Cleveland Cavaliers,100
95,Los Angeles Lakers,99,Minnesota Timberwolves,125
96,Orlando Magic,119,Oklahoma City Thunder,117
97,Phoenix Suns,120,Golden State Warriors,133
98,Denver Nuggets,105,Portland Trail Blazers,112
99,Orlando Magic,69,Indiana Pacers,88
100,Oklahoma City Thunder,88,Detroit Pistons,104
101,Dallas Mavericks,77,New York Knicks,93
102,Philadelphia 76ers,88,Houston Rockets,115
103,Boston Celtics,105,New Orleans Pelicans,106
104,Miami Heat,90,San Antonio Spurs,94
105,Memphis Grizzlies,102,Utah Jazz,96
106,Brooklyn Nets,95,Los Angeles Clippers,127
107,Toronto Raptors,117,Cleveland Cavaliers,121
108,Atlanta Hawks,93,Miami Heat,90
109,Charlotte Hornets,115,Minnesota Timberwolves,108
110,Chicago Bulls,113,Portland Trail Blazers,88
111,Brooklyn Nets,118,Los Angeles Lakers,125
112,Cleveland Cavaliers,93,Indiana Pacers,103
113,New Orleans Pelicans,82,Orlando Magic,89
114,Washington Wizards,102,Philadelphia 76ers,109
115,Milwaukee Bucks,100,Atlanta Hawks,107
116,Dallas Mavericks,83,Boston Celtics,90
117,Detroit Pistons,102,New York Knicks,105
118,Houston Rockets,103,Oklahoma City Thunder,105
119,Golden State Warriors,127,Toronto Raptors,121
120,Phoenix Suns,104,Denver Nuggets,120
121,Memphis Grizzlies,111,Los Angeles Clippers,107
122,San Antonio Spurs,110,Sacramento Kings,105
123,New York Knicks,112,Washington Wizards,119
124,Milwaukee Bucks,73,Miami Heat,96
125,Portland Trail Blazers,109,Houston Rockets,126
126,Philadelphia 76ers,86,Minnesota Timberwolves,110
127,Chicago Bulls,85,Utah Jazz,77
128,Atlanta Hawks,96,Charlotte Hornets,100
129,Phoenix Suns,116,Indiana Pacers,96
130,Detroit Pistons,81,Cleveland Cavaliers,104
131,Golden State Warriors,104,Boston Celtics,88
132,Portland Trail Blazers,101,New Orleans Pelicans,113
133,Brooklyn Nets,105,Oklahoma City Thunder,124
134,Memphis Grizzlies,80,Dallas Mavericks,64
135,Toronto Raptors,113,Denver Nuggets,111
136,San Antonio Spurs,116,Los Angeles Lakers,107
137,Los Angeles Clippers,121,Sacramento Kings,115
138,Utah Jazz,102,Houston Rockets,111
139,Boston Celtics,94,Detroit Pistons,92
140,Charlotte Hornets,116,New Orleans Pelicans,121
141,Dallas Mavericks,87,Orlando Magic,95
142,Miami Heat,114,Washington Wizards,111
143,Phoenix Suns,105,Philadelphia 76ers,120
144,Minnesota Timberwolves,71,Memphis Grizzlies,93
145,Golden State Warriors,124,Milwaukee Bucks,121
146,Chicago Bulls,95,Los Angeles Clippers,102
147,Atlanta Hawks,94,New York Knicks,104
148,Portland Trail Blazers,129,Brooklyn Nets,109
149,Indiana Pacers,115,Oklahoma City Thunder,111
150,Utah Jazz,91,Denver Nuggets,105
151,Toronto Raptors,99,Sacramento Kings,102
152,Chicago Bulls,118,Los Angeles Lakers,110
153,Memphis Grizzlies,105,Charlotte Hornets,90
154,Golden State Warriors,120,Indiana Pacers,83
155,Miami Heat,94,Philadelphia 76ers,101
156,Phoenix Suns,101,Washington Wizards,106
157,Houston Rockets,99,Detroit Pistons,96
158,Orlando Magic,89,Milwaukee Bucks,93
159,Boston Celtics,99,Minnesota Timberwolves,93
160,Dallas Mavericks,91,San Antonio Spurs,96
161,Toronto Raptors,115,Los Angeles Clippers,123
162,New Orleans Pelicans,112,Atlanta Hawks,94
163,Portland Trail Blazers,103,New York Knicks,107
164,Chicago Bulls,107,Denver Nuggets,110
165,Oklahoma City Thunder,109,Los Angeles Lakers,111
166,San Antonio Spurs,119,Charlotte Hornets,114
167,Portland Trail Blazers,125,Cleveland Cavaliers,137
168,Atlanta Hawks,96,Indiana Pacers,85
169,Phoenix Suns,92,Orlando Magic,87
170,Memphis Grizzlies,104,Philadelphia 76ers,99
171,Boston Celtics,111,Brooklyn Nets,92
172,Miami Heat,84,Detroit Pistons,107
173,Toronto Raptors,115,Houston Rockets,102
174,Los Angeles Clippers,124,Dallas Mavericks,104
175,Denver Nuggets,83,Utah Jazz,108
176,Minnesota Timberwolves,96,New Orleans Pelicans,117
177,Los Angeles Lakers,106,Golden State Warriors,149
178,Oklahoma City Thunder,101,Sacramento Kings,116
179,San Antonio Spurs,109,Boston Celtics,103
180,Washington Wizards,94,Orlando Magic,91
181,Dallas Mavericks,90,Cleveland Cavaliers,128
182,Los Angeles Clippers,97,Detroit Pistons,108
183,Charlotte Hornets,111,New York Knicks,113
184,Chicago Bulls,105,Philadelphia 76ers,89
185,Brooklyn Nets,97,Indiana Pacers,118
186,Miami Heat,90,Memphis Grizzlies,81
187,Toronto Raptors,105,Milwaukee Bucks,99
188,Atlanta Hawks,68,Utah Jazz,95
189,Oklahoma City Thunder,132,Denver Nuggets,129
190,Minnesota Timberwolves,98,Phoenix Suns,85
191,New Orleans Pelicans,104,Portland Trail Blazers,119
192,Golden State Warriors,109,Los Angeles Lakers,85
193,Houston Rockets,117,Sacramento Kings,104
194,New York Knicks,102,Charlotte Hornets,107
195,San Antonio Spurs,112,Washington Wizards,100
196,Memphis Grizzlies,110,Miami Heat,107
197,Detroit Pistons,88,Oklahoma City Thunder,106
