,Team1,1pts,Team2,2pts
72,Indiana Pacers,91,Miami Heat,105
73,Philadelphia 76ers,91,Orlando Magic,99
74,Cleveland Cavaliers,96,Toronto Raptors,100
75,Dallas Mavericks,100,Minnesota Timberwolves,77
76,Portland Trail Blazers,96,New Orleans Hornets,98
77,Milwaukee Bucks,115,Sacramento Kings,113
78,Detroit Pistons,97,Los Angeles Clippers,129
79,Brooklyn Nets,97,Philadelphia 76ers,106
80,Oklahoma City Thunder,93,San Antonio Spurs,105
81,Detroit Pistons,90,Utah Jazz,103
82,Denver Nuggets,108,Phoenix Suns,93
83,New York Knicks,63,Golden State Warriors,92
84,Boston Celtics,74,Charlotte Bobcats,100
85,Washington Wizards,90,Cleveland Cavaliers,95
86,Los Angeles Lakers,106,Orlando Magic,97
87,New Orleans Hornets,98,Brooklyn Nets,108
88,Atlanta Hawks,81,Miami Heat,98
89,Dallas Mavericks,115,Milwaukee Bucks,108
90,San Antonio Spurs,83,Minnesota Timberwolves,107
91,Memphis Grizzlies,102,Portland Trail Blazers,97
92,Minnesota Timberwolves,91,Indiana Pacers,107
93,Miami Heat,98,Philadelphia 76ers,94
94,Milwaukee Bucks,93,Washington Wizards,106
95,Los Angeles Lakers,92,Atlanta Hawks,96
96,Toronto Raptors,88,Boston Celtics,112
97,Phoenix Suns,81,Houston Rockets,111
98,Utah Jazz,87,Oklahoma City Thunder,110
99,Chicago Bulls,79,Sacramento Kings,121
100,New York Knicks,94,Denver Nuggets,117
101,Detroit Pistons,97,Golden State Warriors,105
102,Memphis Grizzlies,96,Los Angeles Clippers,85
103,Dallas Mavericks,91,San Antonio Spurs,92
104,New York Knicks,90,Portland Trail Blazers,105
105,Los Angeles Lakers,99,Indiana Pacers,93
106,Charlotte Bobcats,78,Toronto Raptors,92
107,New Orleans Hornets,87,Washington Wizards,96
108,Phoenix Suns,94,Atlanta Hawks,107
109,Minnesota Timberwolves,100,Houston Rockets,108
110,Orlando Magic,104,Oklahoma City Thunder,117
111,Cleveland Cavaliers,86,Dallas Mavericks,96
112,Miami Heat,107,Milwaukee Bucks,94
113,Memphis Grizzlies,80,Denver Nuggets,87
114,Chicago Bulls,113,Golden State Warriors,95
115,Phoenix Suns,105,Washington Wizards,127
116,Charlotte Bobcats,88,Boston Celtics,105
117,Indiana Pacers,91,Philadelphia 76ers,98
118,Cleveland Cavaliers,113,San Antonio Spurs,119
119,Detroit Pistons,101,Portland Trail Blazers,112
120,Memphis Grizzlies,84,Utah Jazz,90
121,Orlando Magic,109,Milwaukee Bucks,115
122,Miami Heat,108,Toronto Raptors,91
123,New York Knicks,80,Los Angeles Clippers,93
124,Golden State Warriors,108,Houston Rockets,78
125,New Orleans Hornets,95,Minnesota Timberwolves,97
126,Oklahoma City Thunder,107,Dallas Mavericks,101
127,Atlanta Hawks,105,Brooklyn Nets,93
128,Sacramento Kings,102,Los Angeles Lakers,113
129,Washington Wizards,114,Charlotte Bobcats,119
130,Indiana Pacers,111,Cleveland Cavaliers,90
131,Portland Trail Blazers,100,Philadelphia 76ers,101
132,Dallas Mavericks,127,Atlanta Hawks,113
133,Brooklyn Nets,119,Detroit Pistons,82
134,Miami Heat,105,Boston Celtics,103
135,Denver Nuggets,119,Chicago Bulls,118
136,Minnesota Timberwolves,77,Memphis Grizzlies,92
137,Golden State Warriors,93,New Orleans Hornets,72
138,Los Angeles Lakers,76,Phoenix Suns,99
139,New York Knicks,90,Utah Jazz,83
140,Orlando Magic,73,Indiana Pacers,95
141,Portland Trail Blazers,95,Milwaukee Bucks,102
142,Denver Nuggets,114,Oklahoma City Thunder,104
143,Los Angeles Clippers,101,Sacramento Kings,116
144,Toronto Raptors,101,Charlotte Bobcats,107
145,Miami Heat,98,Cleveland Cavaliers,95
146,Milwaukee Bucks,90,Atlanta Hawks,98
147,Orlando Magic,94,New York Knicks,106
148,Brooklyn Nets,113,Dallas Mavericks,96
149,Utah Jazz,93,Houston Rockets,100
150,Oklahoma City Thunder,89,Memphis Grizzlies,90
151,Boston Celtics,86,New Orleans Hornets,87
152,Golden State Warriors,93,San Antonio Spurs,104
153,Washington Wizards,88,Phoenix Suns,79
154,Philadelphia 76ers,72,Los Angeles Clippers,101
155,Portland Trail Blazers,99,Chicago Bulls,89
156,Philadelphia 76ers,100,Denver Nuggets,101
157,Minnesota Timberwolves,98,Sacramento Kings,101
158,Milwaukee Bucks,78,Indiana Pacers,102
159,Oklahoma City Thunder,97,Orlando Magic,89
160,New York Knicks,99,Toronto Raptors,94
161,Portland Trail Blazers,104,Atlanta Hawks,93
162,Detroit Pistons,89,Miami Heat,103
163,Cleveland Cavaliers,78,Houston Rockets,116
164,Memphis Grizzlies,83,New Orleans Hornets,90
165,Boston Celtics,94,Dallas Mavericks,104
166,Utah Jazz,97,San Antonio Spurs,104
167,Minnesota Timberwolves,117,Phoenix Suns,86
168,Washington Wizards,103,Los Angeles Lakers,100
169,Detroit Pistons,92,Charlotte Bobcats,91
170,Toronto Raptors,84,New York Knicks,110
171,Indiana Pacers,84,Chicago Bulls,87
172,Boston Celtics,106,Memphis Grizzlies,110
173,Sacramento Kings,95,Denver Nuggets,101
174,Washington Wizards,92,Golden State Warriors,101
175,Brooklyn Nets,95,Los Angeles Clippers,101
176,Atlanta Hawks,104,Milwaukee Bucks,99
177,Charlotte Bobcats,77,Miami Heat,109
178,San Antonio Spurs,95,Houston Rockets,96
179,Chicago Bulls,104,Minnesota Timberwolves,97
180,Portland Trail Blazers,83,Oklahoma City Thunder,103
181,Utah Jazz,108,Dallas Mavericks,113
182,Brooklyn Nets,102,Phoenix Suns,100
183,Philadelphia 76ers,117,Sacramento Kings,103
184,Atlanta Hawks,94,Indiana Pacers,100
185,Miami Heat,108,Orlando Magic,94
186,Memphis Grizzlies,94,Washington Wizards,107
187,Denver Nuggets,86,New Orleans Hornets,110
188,Philadelphia 76ers,91,Utah Jazz,107
189,Los Angeles Lakers,103,Golden State Warriors,109
190,New York Knicks,100,Boston Celtics,85
191,Minnesota Timberwolves,105,Detroit Pistons,82
192,Los Angeles Clippers,102,Dallas Mavericks,109
193,Orlando Magic,108,Charlotte Bobcats,114
194,Boston Celtics,93,Cleveland Cavaliers,92
195,Milwaukee Bucks,92,Philadelphia 76ers,100
196,Atlanta Hawks,107,Toronto Raptors,88
197,Memphis Grizzlies,101,New York Knicks,108
198,Miami Heat,97,Chicago Bulls,101
199,Indiana Pacers,100,Houston Rockets,91
200,Los Angeles Lakers,120,Minnesota Timberwolves,117
201,Los Angeles Clippers,105,New Orleans Hornets,91
202,Washington Wizards,80,Oklahoma City Thunder,103
203,Denver Nuggets,99,San Antonio Spurs,100
204,Phoenix Suns,88,Utah Jazz,103
205,Sacramento Kings,105,Golden State Warriors,98
206,Brooklyn Nets,111,Portland Trail Blazers,93
207,Los Angeles Lakers,103,Milwaukee Bucks,113
208,Indiana Pacers,103,Dallas Mavericks,78
209,Sacramento Kings,117,Phoenix Suns,103
210,Washington Wizards,92,Orlando Magic,97
211,Atlanta Hawks,107,Boston Celtics,118
212,Philadelphia 76ers,97,Cleveland Cavaliers,87
213,Toronto Raptors,99,Detroit Pistons,82
214,Charlotte Bobcats,102,New York Knicks,111
215,Houston Rockets,94,Memphis Grizzlies,103
216,Oklahoma City Thunder,93,Minnesota Timberwolves,101
217,Miami Heat,108,New Orleans Hornets,89
218,Los Angeles Clippers,102,San Antonio Spurs,104
219,Brooklyn Nets,87,Denver Nuggets,109
220,Utah Jazz,105,Portland Trail Blazers,95
221,Chicago Bulls,98,Dallas Mavericks,100
222,Orlando Magic,88,Atlanta Hawks,97
223,Los Angeles Clippers,81,Houston Rockets,98
224,Memphis Grizzlies,99,Minnesota Timberwolves,86
225,Charlotte Bobcats,92,Philadelphia 76ers,100
226,Oklahoma City Thunder,109,Milwaukee Bucks,99
227,Brooklyn Nets,107,Utah Jazz,116
228,Indiana Pacers,112,Phoenix Suns,104
229,Los Angeles Lakers,103,Sacramento Kings,98
230,Portland Trail Blazers,98,Golden State Warriors,125
231,Cleveland Cavaliers,92,New Orleans Hornets,112
232,Toronto Raptors,92,Washington Wizards,109
233,Detroit Pistons,94,Chicago Bulls,95
234,Miami Heat,88,San Antonio Spurs,86
235,Boston Celtics,89,New York Knicks,108
