,Team1,1pts,Team2,2pts
157,Atlanta Hawks,114,Detroit Pistons,103
158,Los Angeles Lakers,108,Denver Nuggets,119
159,Boston Celtics,110,Utah Jazz,107
160,Golden State Warriors,97,Indiana Pacers,108
161,Orlando Magic,98,Philadelphia 76ers,84
162,Sacramento Kings,129,Miami Heat,141
163,Cleveland Cavaliers,101,Chicago Bulls,98
164,Brooklyn Nets,101,New Orleans Hornets,97
165,Milwaukee Bucks,95,Dallas Mavericks,90
166,Minnesota Timberwolves,83,Phoenix Suns,84
167,Charlotte Bobcats,84,Los Angeles Clippers,106
168,Toronto Raptors,92,Cleveland Cavaliers,103
169,Sacramento Kings,125,Orlando Magic,101
170,Detroit Pistons,96,Washington Wizards,95
171,Milwaukee Bucks,110,Houston Rockets,107
172,Dallas Mavericks,84,Memphis Grizzlies,90
173,Golden State Warriors,105,New York Knicks,109
174,New Orleans Hornets,74,Oklahoma City Thunder,119
175,Phoenix Suns,105,San Antonio Spurs,101
176,Atlanta Hawks,102,Utah Jazz,91
177,Denver Nuggets,111,Portland Trail Blazers,109
178,Los Angeles Clippers,99,Indiana Pacers,91
179,Philadelphia 76ers,82,Chicago Bulls,93
180,Minnesota Timberwolves,94,Los Angeles Lakers,116
