,Team1,1pts,Team2,2pts
0,Denver Nuggets,101,Chicago Bulls,106
1,Sacramento Kings,110,Minnesota Timberwolves,107
2,Cleveland Cavaliers,91,Charlotte Hornets,87
3,Brooklyn Nets,100,Orlando Magic,98
4,Dallas Mavericks,119,Boston Celtics,101
5,Detroit Pistons,97,New York Knicks,81
6,Houston Rockets,83,New Orleans Pelicans,111
7,Washington Wizards,102,Oklahoma City Thunder,109
8,Indiana Pacers,94,Milwaukee Bucks,91
9,Philadelphia 76ers,96,Phoenix Suns,112
10,Atlanta Hawks,98,Utah Jazz,92
11,Toronto Raptors,105,Golden State Warriors,126
12,Memphis Grizzlies,109,Los Angeles Lakers,106
13,Charlotte Hornets,98,Orlando Magic,90
14,Boston Celtics,104,Chicago Bulls,109
15,Miami Heat,79,Houston Rockets,115
16,Utah Jazz,101,Minnesota Timberwolves,89
17,Washington Wizards,92,San Antonio Spurs,101
18,Memphis Grizzlies,85,Denver Nuggets,114
19,Atlanta Hawks,115,Portland Trail Blazers,107
20,Philadelphia 76ers,91,Los Angeles Clippers,127
21,Dallas Mavericks,109,Cleveland Cavaliers,90
22,Sacramento Kings,95,Detroit Pistons,114
23,Brooklyn Nets,84,Miami Heat,88
24,Milwaukee Bucks,95,New York Knicks,82
25,Toronto Raptors,109,Phoenix Suns,125
26,Indiana Pacers,87,Los Angeles Lakers,88
27,Cleveland Cavaliers,92,Philadelphia 76ers,95
28,Charlotte Hornets,104,Boston Celtics,95
29,Dallas Mavericks,96,Brooklyn Nets,88
30,Houston Rockets,105,Chicago Bulls,114
31,New York Knicks,83,Memphis Grizzlies,105
32,Denver Nuggets,110,Minnesota Timberwolves,101
33,Washington Wizards,92,New Orleans Pelicans,85
34,Indiana Pacers,105,Utah Jazz,101
35,Los Angeles Lakers,94,Portland Trail Blazers,98
36,Oklahoma City Thunder,91,Golden State Warriors,117
37,Atlanta Hawks,107,Los Angeles Clippers,98
38,Phoenix Suns,102,Milwaukee Bucks,96
39,Detroit Pistons,105,San Antonio Spurs,104
40,New Orleans Pelicans,94,Charlotte Hornets,98
41,Houston Rockets,105,Cleveland Cavaliers,93
42,Milwaukee Bucks,97,Philadelphia 76ers,77
43,New York Knicks,91,Washington Wizards,101
44,Memphis Grizzlies,86,Atlanta Hawks,96
45,Boston Celtics,89,Brooklyn Nets,81
46,Utah Jazz,97,Chicago Bulls,77
47,Detroit Pistons,108,Dallas Mavericks,95
48,Orlando Magic,90,Denver Nuggets,93
49,Phoenix Suns,113,Minnesota Timberwolves,111
50,Oklahoma City Thunder,83,Sacramento Kings,104
51,Indiana Pacers,102,Golden State Warriors,117
52,Los Angeles Lakers,89,Los Angeles Clippers,114
53,Charlotte Hornets,103,Toronto Raptors,95
54,Houston Rockets,120,New York Knicks,96
55,Miami Heat,83,Portland Trail Blazers,99
56,Boston Celtics,103,Indiana Pacers,107
57,Philadelphia 76ers,90,Brooklyn Nets,88
58,Atlanta Hawks,106,Detroit Pistons,103
59,Memphis Grizzlies,95,New Orleans Pelicans,106
60,Utah Jazz,94,Oklahoma City Thunder,99
61,Chicago Bulls,86,Washington Wizards,102
62,Minnesota Timberwolves,84,Milwaukee Bucks,98
63,Phoenix Suns,95,San Antonio Spurs,100
64,Denver Nuggets,118,Sacramento Kings,108
65,Cleveland Cavaliers,94,Golden State Warriors,112
66,Orlando Magic,84,Los Angeles Lakers,101
67,Charlotte Hornets,110,New York Knicks,82
68,Dallas Mavericks,100,Los Angeles Clippers,120
69,Brooklyn Nets,93,Detroit Pistons,98
70,Indiana Pacers,92,Philadelphia 76ers,93
71,Boston Celtics,96,Toronto Raptors,109
