,Team1,1pts,Team2,2pts
72,Milwaukee Bucks,87,Chicago Bulls,95
73,Utah Jazz,82,Houston Rockets,97
74,San Antonio Spurs,108,Minnesota Timberwolves,93
75,Orlando Magic,92,Portland Trail Blazers,103
76,Washington Wizards,89,Atlanta Hawks,120
77,Miami Heat,104,Los Angeles Clippers,90
78,Phoenix Suns,110,Memphis Grizzlies,122
79,Cleveland Cavaliers,84,Sacramento Kings,103
80,Portland Trail Blazers,106,Los Angeles Lakers,94
81,New Orleans Pelicans,100,Boston Celtics,108
82,Houston Rockets,113,Brooklyn Nets,99
83,Detroit Pistons,114,Toronto Raptors,111
84,Orlando Magic,121,Chicago Bulls,114
85,Minnesota Timberwolves,110,Indiana Pacers,101
86,Atlanta Hawks,105,Philadelphia 76ers,87
87,San Antonio Spurs,93,Washington Wizards,101
88,Cleveland Cavaliers,100,Phoenix Suns,107
89,Golden State Warriors,116,Utah Jazz,105
90,Dallas Mavericks,108,Sacramento Kings,104
91,Miami Heat,78,Los Angeles Lakers,75
92,San Antonio Spurs,98,Charlotte Hornets,93
93,Houston Rockets,113,Orlando Magic,120
94,Memphis Grizzlies,103,Brooklyn Nets,92
95,New Orleans Pelicans,105,Detroit Pistons,94
96,Philadelphia 76ers,84,Toronto Raptors,100
97,Atlanta Hawks,105,Boston Celtics,91
98,Washington Wizards,105,Chicago Bulls,99
99,Dallas Mavericks,107,Denver Nuggets,114
100,Miami Heat,89,Golden State Warriors,104
101,Los Angeles Clippers,100,Portland Trail Blazers,94
102,New York Knicks,79,Milwaukee Bucks,95
103,Oklahoma City Thunder,101,Houston Rockets,112
104,Cleveland Cavaliers,109,Los Angeles Lakers,102
105,Detroit Pistons,98,Indiana Pacers,96
106,Memphis Grizzlies,106,Orlando Magic,96
107,New Orleans Pelicans,81,Philadelphia 76ers,96
108,Brooklyn Nets,102,Washington Wizards,80
109,Chicago Bulls,119,Boston Celtics,103
110,Atlanta Hawks,110,Toronto Raptors,89
111,Golden State Warriors,115,Oklahoma City Thunder,127
112,Denver Nuggets,89,Dallas Mavericks,97
113,Portland Trail Blazers,96,San Antonio Spurs,110
114,Minnesota Timberwolves,99,Phoenix Suns,110
115,Los Angeles Lakers,85,Utah Jazz,94
116,Miami Heat,95,Sacramento Kings,83
117,Cleveland Cavaliers,126,Los Angeles Clippers,121
118,Indiana Pacers,71,Charlotte Hornets,80
119,Philadelphia 76ers,89,Detroit Pistons,107
120,Washington Wizards,99,Brooklyn Nets,90
121,Atlanta Hawks,107,Chicago Bulls,99
122,Golden State Warriors,131,Houston Rockets,106
123,Minnesota Timberwolves,113,Denver Nuggets,105
124,Portland Trail Blazers,98,Memphis Grizzlies,102
125,Los Angeles Clippers,117,Sacramento Kings,108
126,New Orleans Pelicans,95,Toronto Raptors,93
127,Oklahoma City Thunder,127,Orlando Magic,99
128,Utah Jazz,69,San Antonio Spurs,89
129,Minnesota Timberwolves,80,Charlotte Hornets,105
130,Philadelphia 76ers,76,Washington Wizards,111
131,Detroit Pistons,82,Atlanta Hawks,93
132,Boston Celtics,93,Los Angeles Clippers,102
133,Denver Nuggets,79,Golden State Warriors,122
134,Dallas Mavericks,103,Memphis Grizzlies,95
135,Indiana Pacers,98,Houston Rockets,110
136,New Orleans Pelicans,92,New York Knicks,99
137,Chicago Bulls,94,Cleveland Cavaliers,108
138,Toronto Raptors,92,Milwaukee Bucks,89
139,Los Angeles Lakers,100,Phoenix Suns,115
140,Sacramento Kings,94,Portland Trail Blazers,98
141,Oklahoma City Thunder,94,Miami Heat,86
142,San Antonio Spurs,109,Denver Nuggets,99
143,Miami Heat,76,Charlotte Hornets,78
144,Utah Jazz,92,Cleveland Cavaliers,106
145,New York Knicks,98,Philadelphia 76ers,91
146,Indiana Pacers,91,Atlanta Hawks,110
147,Orlando Magic,118,Detroit Pistons,128
148,Toronto Raptors,86,Memphis Grizzlies,92
149,Dallas Mavericks,98,Minnesota Timberwolves,75
150,Los Angeles Lakers,80,New Orleans Pelicans,96
151,Oklahoma City Thunder,105,Washington Wizards,103
152,Portland Trail Blazers,113,Phoenix Suns,118
153,Brooklyn Nets,103,Sacramento Kings,100
154,Houston Rockets,113,Golden State Warriors,126
155,San Antonio Spurs,81,Chicago Bulls,104
156,Utah Jazz,101,Milwaukee Bucks,99
157,Boston Celtics,90,Portland Trail Blazers,89
158,Brooklyn Nets,84,Los Angeles Clippers,123
159,Toronto Raptors,91,Philadelphia 76ers,86
160,Oklahoma City Thunder,93,Atlanta Hawks,103
161,Charlotte Hornets,90,Cleveland Cavaliers,129
162,Indiana Pacers,87,Miami Heat,89
163,Orlando Magic,106,New York Knicks,113
164,Chicago Bulls,102,Dallas Mavericks,98
165,New Orleans Pelicans,92,Minnesota Timberwolves,84
166,Los Angeles Lakers,85,San Antonio Spurs,99
167,Boston Celtics,100,Denver Nuggets,99
168,Houston Rockets,113,Phoenix Suns,111
169,Sacramento Kings,101,Golden State Warriors,126
170,New York Knicks,71,Charlotte Hornets,76
171,Detroit Pistons,86,Milwaukee Bucks,101
172,Philadelphia 76ers,83,Memphis Grizzlies,101
173,Brooklyn Nets,73,Utah Jazz,108
174,Washington Wizards,96,Portland Trail Blazers,103
175,Miami Heat,96,Chicago Bulls,84
176,Oklahoma City Thunder,98,Cleveland Cavaliers,108
177,Minnesota Timberwolves,100,Atlanta Hawks,112
178,Dallas Mavericks,106,New Orleans Pelicans,109
179,Indiana Pacers,106,Orlando Magic,99
180,Los Angeles Clippers,120,Phoenix Suns,100
181,Milwaukee Bucks,95,San Antonio Spurs,101
182,Detroit Pistons,110,Toronto Raptors,114
183,Washington Wizards,117,Denver Nuggets,115
184,Boston Celtics,111,Golden State Warriors,114
185,Houston Rockets,99,Los Angeles Lakers,87
186,Orlando Magic,94,Memphis Grizzlies,103
187,Philadelphia 76ers,74,New Orleans Pelicans,99
188,Minnesota Timberwolves,84,Oklahoma City Thunder,92
189,Boston Celtics,99,Utah Jazz,90
190,Denver Nuggets,98,Los Angeles Clippers,102
191,Toronto Raptors,104,Indiana Pacers,91
192,Cleveland Cavaliers,103,Detroit Pistons,95
193,Milwaukee Bucks,109,Miami Heat,102
194,Memphis Grizzlies,109,Dallas Mavericks,90
195,Chicago Bulls,113,Golden State Warriors,111
196,Washington Wizards,98,Los Angeles Lakers,92
197,Portland Trail Blazers,94,Cleveland Cavaliers,99
198,Detroit Pistons,69,Philadelphia 76ers,89
199,Sacramento Kings,102,Toronto Raptors,119
200,Brooklyn Nets,102,Atlanta Hawks,113
201,Dallas Mavericks,94,Houston Rockets,99
202,Boston Celtics,98,Minnesota Timberwolves,110
203,Denver Nuggets,93,New Orleans Pelicans,85
204,Oklahoma City Thunder,92,New York Knicks,100
205,Charlotte Hornets,86,San Antonio Spurs,95
206,Los Angeles Clippers,94,Utah Jazz,89
207,Washington Wizards,98,Phoenix Suns,106
208,New York Knicks,82,Indiana Pacers,103
209,Milwaukee Bucks,115,Orlando Magic,100
210,Denver Nuggets,69,Memphis Grizzlies,99
211,Chicago Bulls,118,Los Angeles Lakers,123
212,Minnesota Timberwolves,94,Philadelphia 76ers,103
213,Portland Trail Blazers,99,Atlanta Hawks,105
214,Houston Rockets,93,Boston Celtics,87
215,Toronto Raptors,127,Brooklyn Nets,122
216,Sacramento Kings,90,Cleveland Cavaliers,101
217,Dallas Mavericks,93,Miami Heat,72
218,Los Angeles Clippers,103,New Orleans Pelicans,108
219,Golden State Warriors,100,Utah Jazz,110
220,Chicago Bulls,93,Phoenix Suns,99
221,Sacramento Kings,99,Indiana Pacers,94
222,Dallas Mavericks,108,Orlando Magic,93
223,Toronto Raptors,120,Washington Wizards,116
224,Philadelphia 76ers,85,Atlanta Hawks,91
225,Houston Rockets,101,Detroit Pistons,114
226,Oklahoma City Thunder,74,Memphis Grizzlies,85
227,Cleveland Cavaliers,106,Minnesota Timberwolves,90
228,Portland Trail Blazers,88,Milwaukee Bucks,95
229,Charlotte Hornets,104,Denver Nuggets,86
230,Los Angeles Clippers,105,San Antonio Spurs,85
231,Phoenix Suns,87,Golden State Warriors,106
