,Team1,1pts,Team2,2pts
62,Golden State Warriors,74,San Antonio Spurs,76
63,Denver Nuggets,103,Phoenix Suns,114
64,Sacramento Kings,91,Portland Trail Blazers,104
65,Utah Jazz,91,Toronto Raptors,115
66,Orlando Magic,94,Atlanta Hawks,104
67,Indiana Pacers,96,Brooklyn Nets,91
68,Philadelphia 76ers,125,Cleveland Cavaliers,127
69,Boston Celtics,111,Miami Heat,110
70,Los Angeles Clippers,107,Houston Rockets,94
71,Golden State Warriors,90,Memphis Grizzlies,108
72,Dallas Mavericks,91,Milwaukee Bucks,83
73,Portland Trail Blazers,96,Sacramento Kings,85
74,Washington Wizards,105,Oklahoma City Thunder,106
75,New Orleans Pelicans,94,Phoenix Suns,101
76,Minnesota Timberwolves,113,Los Angeles Lakers,90
77,San Antonio Spurs,120,New York Knicks,89
78,Atlanta Hawks,103,Charlotte Bobcats,94
79,Memphis Grizzlies,79,Indiana Pacers,95
80,San Antonio Spurs,109,Philadelphia 76ers,85
81,Orlando Magic,105,Boston Celtics,120
82,Cleveland Cavaliers,81,Chicago Bulls,96
83,Toronto Raptors,104,Houston Rockets,110
84,Denver Nuggets,100,Utah Jazz,81
85,Detroit Pistons,103,Portland Trail Blazers,109
86,Minnesota Timberwolves,107,Los Angeles Clippers,109
87,Milwaukee Bucks,95,Miami Heat,118
88,Washington Wizards,95,Dallas Mavericks,105
89,Detroit Pistons,95,Golden State Warriors,113
90,New Orleans Pelicans,95,Los Angeles Lakers,116
91,Milwaukee Bucks,91,Orlando Magic,94
92,Houston Rockets,117,Philadelphia 76ers,123
93,Charlotte Bobcats,89,Boston Celtics,83
94,New York Knicks,95,Atlanta Hawks,91
95,Toronto Raptors,103,Memphis Grizzlies,87
96,Cleveland Cavaliers,95,Minnesota Timberwolves,124
97,Washington Wizards,79,San Antonio Spurs,92
98,Los Angeles Lakers,99,Denver Nuggets,111
99,New Orleans Pelicans,105,Utah Jazz,111
100,Phoenix Suns,89,Portland Trail Blazers,90
101,Brooklyn Nets,86,Sacramento Kings,107
102,Oklahoma City Thunder,103,Los Angeles Clippers,111
103,Houston Rockets,109,New York Knicks,106
104,Oklahoma City Thunder,115,Golden State Warriors,116
105,Milwaukee Bucks,77,Indiana Pacers,104
106,Chicago Bulls,96,Toronto Raptors,80
107,Philadelphia 76ers,103,Atlanta Hawks,113
108,Portland Trail Blazers,109,Boston Celtics,96
109,Charlotte Bobcats,86,Cleveland Cavaliers,80
110,Dallas Mavericks,104,Miami Heat,110
111,Minnesota Timberwolves,113,Denver Nuggets,117
112,Brooklyn Nets,100,Phoenix Suns,98
113,San Antonio Spurs,91,Utah Jazz,82
114,Memphis Grizzlies,89,Los Angeles Lakers,86
115,Detroit Pistons,97,Sacramento Kings,90
116,Miami Heat,97,Charlotte Bobcats,81
117,Dallas Mavericks,108,Orlando Magic,100
118,Cleveland Cavaliers,103,Washington Wizards,96
119,Atlanta Hawks,110,New York Knicks,90
120,Indiana Pacers,94,Chicago Bulls,110
121,Denver Nuggets,111,Houston Rockets,122
122,Boston Celtics,88,Minnesota Timberwolves,106
123,Philadelphia 76ers,98,New Orleans Pelicans,135
124,Oklahoma City Thunder,92,Milwaukee Bucks,79
125,Utah Jazz,88,Golden State Warriors,102
126,Brooklyn Nets,103,Los Angeles Clippers,110
127,Portland Trail Blazers,118,Toronto Raptors,110
128,Memphis Grizzlies,97,Sacramento Kings,86
129,Detroit Pistons,99,Los Angeles Lakers,114
130,Portland Trail Blazers,108,Brooklyn Nets,98
131,Charlotte Bobcats,81,Chicago Bulls,86
132,Denver Nuggets,113,Oklahoma City Thunder,115
133,Philadelphia 76ers,94,Dallas Mavericks,97
134,Golden State Warriors,98,Utah Jazz,87
135,Memphis Grizzlies,106,Los Angeles Clippers,102
136,Minnesota Timberwolves,100,Washington Wizards,104
137,New York Knicks,86,Detroit Pistons,92
138,Atlanta Hawks,88,Miami Heat,104
139,Boston Celtics,85,Houston Rockets,109
140,Phoenix Suns,104,Sacramento Kings,107
141,Brooklyn Nets,91,Charlotte Bobcats,95
142,Washington Wizards,98,Cleveland Cavaliers,91
143,Indiana Pacers,103,New York Knicks,96
144,Miami Heat,120,Orlando Magic,92
145,Toronto Raptors,108,Philadelphia 76ers,98
146,Detroit Pistons,85,Atlanta Hawks,93
147,Portland Trail Blazers,91,Milwaukee Bucks,82
148,Los Angeles Clippers,102,Minnesota Timberwolves,98
149,Utah Jazz,98,New Orleans Pelicans,105
150,Boston Celtics,93,San Antonio Spurs,104
151,Sacramento Kings,113,Phoenix Suns,106
152,Houston Rockets,120,Dallas Mavericks,123
153,Memphis Grizzlies,88,Golden State Warriors,81
154,Los Angeles Clippers,91,Oklahoma City Thunder,105
155,Chicago Bulls,87,Denver Nuggets,97
156,Phoenix Suns,98,Charlotte Bobcats,91
157,Milwaukee Bucks,107,Philadelphia 76ers,115
158,Washington Wizards,88,Toronto Raptors,96
159,Indiana Pacers,97,Boston Celtics,82
160,Atlanta Hawks,96,Detroit Pistons,89
161,San Antonio Spurs,102,Memphis Grizzlies,86
162,Brooklyn Nets,81,Minnesota Timberwolves,111
163,Cleveland Cavaliers,100,New Orleans Pelicans,104
164,Utah Jazz,93,Dallas Mavericks,103
165,Chicago Bulls,95,Portland Trail Blazers,98
166,Golden State Warriors,95,Los Angeles Lakers,102
167,Sacramento Kings,102,Los Angeles Clippers,103
168,Philadelphia 76ers,98,Indiana Pacers,106
169,New York Knicks,89,Washington Wizards,98
170,Boston Celtics,94,Atlanta Hawks,87
171,Orlando Magic,99,Miami Heat,101
172,Minnesota Timberwolves,101,Houston Rockets,112
173,Charlotte Bobcats,96,Milwaukee Bucks,72
174,Cleveland Cavaliers,96,San Antonio Spurs,126
175,Dallas Mavericks,100,Denver Nuggets,102
176,Portland Trail Blazers,113,Golden State Warriors,101
177,Detroit Pistons,109,Brooklyn Nets,97
178,Chicago Bulls,82,Los Angeles Clippers,121
179,Phoenix Suns,104,Orlando Magic,96
180,Utah Jazz,73,Oklahoma City Thunder,95
181,Sacramento Kings,86,Los Angeles Lakers,100
182,Boston Celtics,96,Charlotte Bobcats,86
183,Minnesota Timberwolves,84,Indiana Pacers,98
184,Milwaukee Bucks,94,Detroit Pistons,113
185,Phoenix Suns,92,Miami Heat,107
186,Houston Rockets,93,Memphis Grizzlies,86
187,Denver Nuggets,110,Dallas Mavericks,96
188,New Orleans Pelicans,93,San Antonio Spurs,112
189,Chicago Bulls,83,Utah Jazz,89
190,New York Knicks,91,Portland Trail Blazers,102
191,Brooklyn Nets,102,Toronto Raptors,100
192,Los Angeles Lakers,111,Washington Wizards,116
193,Orlando Magic,109,Atlanta Hawks,92
194,Golden State Warriors,102,New Orleans Pelicans,101
195,Indiana Pacers,99,Charlotte Bobcats,74
196,Philadelphia 76ers,94,Orlando Magic,105
197,Memphis Grizzlies,100,Boston Celtics,93
198,Los Angeles Lakers,99,Brooklyn Nets,94
199,Miami Heat,95,Cleveland Cavaliers,84
200,Chicago Bulls,99,Detroit Pistons,79
201,Atlanta Hawks,84,Houston Rockets,113
202,Washington Wizards,100,Milwaukee Bucks,92
203,Denver Nuggets,117,Minnesota Timberwolves,110
204,San Antonio Spurs,88,Oklahoma City Thunder,94
205,Golden State Warriors,99,Dallas Mavericks,103
206,Portland Trail Blazers,106,Phoenix Suns,120
207,New York Knicks,80,Los Angeles Clippers,93
208,Milwaukee Bucks,76,Charlotte Bobcats,92
209,San Antonio Spurs,109,Orlando Magic,91
210,Miami Heat,90,Toronto Raptors,83
211,Dallas Mavericks,87,Atlanta Hawks,88
212,Cleveland Cavaliers,86,Boston Celtics,103
213,Los Angeles Lakers,106,Detroit Pistons,102
214,Brooklyn Nets,95,Houston Rockets,114
215,Washington Wizards,73,Indiana Pacers,93
216,Golden State Warriors,112,Oklahoma City Thunder,113
217,New Orleans Pelicans,121,Philadelphia 76ers,105
218,New York Knicks,95,Denver Nuggets,97
219,Phoenix Suns,112,Utah Jazz,101
220,Los Angeles Clippers,104,Sacramento Kings,98
221,Atlanta Hawks,101,Washington Wizards,108
222,Chicago Bulls,93,Cleveland Cavaliers,97
223,Brooklyn Nets,97,Memphis Grizzlies,88
224,Minnesota Timberwolves,112,Dallas Mavericks,106
225,Houston Rockets,112,San Antonio Spurs,106
226,Boston Celtics,85,Milwaukee Bucks,92
227,Utah Jazz,112,Phoenix Suns,104
