,Team1,1pts,Team2,2pts
195,Washington Wizards,92,Minnesota Timberwolves,89
196,Milwaukee Bucks,112,Sacramento Kings,87
197,Denver Nuggets,77,Utah Jazz,106
198,Phoenix Suns,107,Detroit Pistons,131
199,Oklahoma City Thunder,108,Orlando Magic,121
200,Washington Wizards,113,Philadelphia 76ers,118
201,Miami Heat,86,New York Knicks,115
202,Charlotte Hornets,113,Toronto Raptors,126
203,Indiana Pacers,97,Houston Rockets,118
204,Minnesota Timberwolves,120,New Orleans Pelicans,102
205,Brooklyn Nets,109,Dallas Mavericks,104
206,Memphis Grizzlies,95,San Antonio Spurs,104
207,Golden State Warriors,127,Los Angeles Lakers,123
208,Cleveland Cavaliers,121,Atlanta Hawks,114
209,Philadelphia 76ers,97,Boston Celtics,108
210,Chicago Bulls,110,Denver Nuggets,111
211,Milwaukee Bucks,103,Portland Trail Blazers,91
212,Utah Jazz,126,Los Angeles Clippers,107
