,Team1,1pts,Team2,2pts
0,Memphis Grizzlies,109,Atlanta Hawks,112
1,Oklahoma City Thunder,123,New Jersey Nets,120
2,Washington Wizards,108,Toronto Raptors,127
3,Portland Trail Blazers,95,Boston Celtics,99
4,Detroit Pistons,72,Miami Heat,97
5,Orlando Magic,107,Chicago Bulls,78
6,Charlotte Bobcats,73,New Orleans Hornets,89
7,Minnesota Timberwolves,86,Dallas Mavericks,100
8,Los Angeles Lakers,99,Houston Rockets,109
9,Milwaukee Bucks,94,Denver Nuggets,105
10,Indiana Pacers,88,Utah Jazz,110
11,San Antonio Spurs,85,Los Angeles Clippers,90
12,Miami Heat,118,Cleveland Cavaliers,90
13,Phoenix Suns,107,Golden State Warriors,101
14,New Jersey Nets,84,Charlotte Bobcats,91
15,Oklahoma City Thunder,99,Toronto Raptors,111
16,Portland Trail Blazers,79,Washington Wizards,83
17,Philadelphia 76ers,88,Atlanta Hawks,93
18,Orlando Magic,104,Detroit Pistons,91
19,Chicago Bulls,92,Boston Celtics,104
20,Houston Rockets,127,Memphis Grizzlies,111
21,New York Knicks,100,New Orleans Hornets,92
22,Minnesota Timberwolves,101,San Antonio Spurs,107
23,Los Angeles Clippers,104,Denver Nuggets,109
24,Indiana Pacers,97,Phoenix Suns,105
25,Sacramento Kings,80,Los Angeles Lakers,113
26,Dallas Mavericks,93,Utah Jazz,81
27,Atlanta Hawks,77,Miami Heat,89
28,Charlotte Bobcats,91,Philadelphia 76ers,109
29,Houston Rockets,116,Chicago Bulls,119
30,Cleveland Cavaliers,95,Minnesota Timberwolves,129
31,Orlando Magic,85,Milwaukee Bucks,96
32,Dallas Mavericks,105,Sacramento Kings,103
33,Boston Celtics,100,New Jersey Nets,75
34,New York Knicks,116,Toronto Raptors,99
35,Cleveland Cavaliers,92,Detroit Pistons,102
36,Golden State Warriors,109,Oklahoma City Thunder,114
37,New Orleans Hornets,84,San Antonio Spurs,109
38,Memphis Grizzlies,107,Denver Nuggets,108
39,Washington Wizards,108,Phoenix Suns,125
40,Los Angeles Clippers,91,Portland Trail Blazers,100
41,Toronto Raptors,100,Indiana Pacers,124
42,Atlanta Hawks,80,Orlando Magic,74
43,Minnesota Timberwolves,114,New York Knicks,121
44,Oklahoma City Thunder,90,Chicago Bulls,99
45,Miami Heat,88,Milwaukee Bucks,78
46,Memphis Grizzlies,85,Utah Jazz,94
47,Sacramento Kings,91,Los Angeles Clippers,98
48,New Jersey Nets,101,Atlanta Hawks,116
49,Denver Nuggets,98,Charlotte Bobcats,100
50,Cleveland Cavaliers,97,Philadelphia 76ers,117
51,Golden State Warriors,100,Dallas Mavericks,105
52,Detroit Pistons,83,Houston Rockets,97
53,Phoenix Suns,99,Portland Trail Blazers,106
54,Washington Wizards,108,Los Angeles Lakers,115
55,Denver Nuggets,89,Boston Celtics,105
56,Chicago Bulls,88,Cleveland Cavaliers,83
57,Toronto Raptors,110,New York Knicks,113
58,Indiana Pacers,95,Milwaukee Bucks,97
59,Oklahoma City Thunder,111,Minnesota Timberwolves,103
60,Detroit Pistons,74,New Orleans Hornets,93
61,Golden State Warriors,94,San Antonio Spurs,111
62,Memphis Grizzlies,104,Phoenix Suns,98
63,Miami Heat,111,Utah Jazz,98
64,Washington Wizards,91,Sacramento Kings,116
65,Los Angeles Lakers,87,Los Angeles Clippers,86
66,Boston Celtics,102,Philadelphia 76ers,101
67,New Jersey Nets,89,Dallas Mavericks,102
68,Orlando Magic,83,Portland Trail Blazers,97
69,Charlotte Bobcats,92,Indiana Pacers,100
70,Denver Nuggets,123,Toronto Raptors,116
71,New York Knicks,101,Washington Wizards,95
72,Los Angeles Lakers,84,Chicago Bulls,88
73,Detroit Pistons,99,Minnesota Timberwolves,109
74,Oklahoma City Thunder,97,New Orleans Hornets,92
75,Houston Rockets,91,Milwaukee Bucks,97
76,Atlanta Hawks,92,San Antonio Spurs,108
77,Portland Trail Blazers,101,Phoenix Suns,94
78,Orlando Magic,105,Utah Jazz,117
79,Miami Heat,106,Golden State Warriors,84
80,Memphis Grizzlies,84,Los Angeles Clippers,83
81,Indiana Pacers,83,Atlanta Hawks,97
82,Boston Celtics,93,Charlotte Bobcats,62
83,Toronto Raptors,120,Detroit Pistons,116
84,Minnesota Timberwolves,82,Chicago Bulls,113
85,Utah Jazz,97,Dallas Mavericks,103
86,Cleveland Cavaliers,95,Houston Rockets,110
87,Miami Heat,104,Sacramento Kings,83
88,Denver Nuggets,125,New York Knicks,129
89,New Orleans Hornets,70,Philadelphia 76ers,88
90,Los Angeles Lakers,99,New Jersey Nets,92
91,Portland Trail Blazers,78,San Antonio Spurs,95
92,Cleveland Cavaliers,77,Oklahoma City Thunder,106
93,Orlando Magic,94,Los Angeles Clippers,85
94,New Orleans Hornets,84,Miami Heat,96
95,Indiana Pacers,73,Chicago Bulls,92
96,Portland Trail Blazers,73,Memphis Grizzlies,86
97,Milwaukee Bucks,103,Dallas Mavericks,99
98,Golden State Warriors,95,Utah Jazz,108
99,Toronto Raptors,91,Charlotte Bobcats,97
100,Philadelphia 76ers,82,New Jersey Nets,77
101,Los Angeles Lakers,103,Washington Wizards,89
102,Atlanta Hawks,80,Detroit Pistons,103
103,Sacramento Kings,105,Houston Rockets,118
104,Orlando Magic,94,Denver Nuggets,111
105,Minnesota Timberwolves,99,Golden State Warriors,108
106,Los Angeles Lakers,109,Indiana Pacers,94
107,Boston Celtics,118,New York Knicks,116
108,Los Angeles Clippers,91,Philadelphia 76ers,105
109,Chicago Bulls,110,Toronto Raptors,93
110,Cleveland Cavaliers,95,Miami Heat,101
111,Charlotte Bobcats,80,Memphis Grizzlies,113
112,Sacramento Kings,91,New Orleans Hornets,94
113,Houston Rockets,105,Oklahoma City Thunder,117
114,Milwaukee Bucks,90,San Antonio Spurs,92
115,Minnesota Timberwolves,122,Phoenix Suns,128
116,Portland Trail Blazers,98,Dallas Mavericks,103
117,Washington Wizards,89,New Jersey Nets,97
118,Atlanta Hawks,90,Boston Celtics,102
119,San Antonio Spurs,113,Denver Nuggets,112
120,Cleveland Cavaliers,99,Indiana Pacers,108
121,Miami Heat,113,New York Knicks,91
122,Los Angeles Lakers,93,Philadelphia 76ers,81
123,New Jersey Nets,92,Toronto Raptors,98
124,Charlotte Bobcats,85,Atlanta Hawks,90
125,Los Angeles Clippers,109,Detroit Pistons,88
126,Utah Jazz,71,New Orleans Hornets,100
127,Sacramento Kings,87,Oklahoma City Thunder,102
128,Memphis Grizzlies,87,Houston Rockets,103
129,Phoenix Suns,91,Dallas Mavericks,106
130,Minnesota Timberwolves,102,Portland Trail Blazers,107
131,Philadelphia 76ers,97,Orlando Magic,89
132,Miami Heat,95,Washington Wizards,94
133,New York Knicks,102,Cleveland Cavaliers,109
134,Los Angeles Clippers,100,Chicago Bulls,99
135,Utah Jazz,95,Milwaukee Bucks,86
136,Memphis Grizzlies,106,San Antonio Spurs,112
137,Minnesota Timberwolves,113,Denver Nuggets,115
138,Golden State Warriors,95,Portland Trail Blazers,96
139,Indiana Pacers,88,Boston Celtics,99
140,Atlanta Hawks,82,New Jersey Nets,89
141,Los Angeles Lakers,120,Toronto Raptors,110
142,New Orleans Hornets,108,Detroit Pistons,111
143,Houston Rockets,102,Sacramento Kings,93
144,Phoenix Suns,113,Oklahoma City Thunder,110
145,Orlando Magic,81,Atlanta Hawks,91
146,Utah Jazz,101,Cleveland Cavaliers,90
147,New Orleans Hornets,93,Indiana Pacers,94
148,Charlotte Bobcats,75,Washington Wizards,108
149,Dallas Mavericks,98,Miami Heat,96
150,Phoenix Suns,110,San Antonio Spurs,118
151,Milwaukee Bucks,80,Portland Trail Blazers,106
152,Houston Rockets,121,Golden State Warriors,112
153,Minnesota Timberwolves,90,Los Angeles Clippers,113
154,Oklahoma City Thunder,99,Charlotte Bobcats,81
155,Dallas Mavericks,105,Orlando Magic,99
156,Philadelphia 76ers,76,Chicago Bulls,121
157,New Jersey Nets,101,Memphis Grizzlies,94
158,Golden State Warriors,117,Sacramento Kings,109
159,Milwaukee Bucks,98,Los Angeles Lakers,79
160,Cleveland Cavaliers,84,Atlanta Hawks,98
161,Detroit Pistons,115,Toronto Raptors,93
162,Chicago Bulls,87,Washington Wizards,80
163,Philadelphia 76ers,80,Boston Celtics,84
164,Oklahoma City Thunder,98,New York Knicks,112
165,Utah Jazz,112,Minnesota Timberwolves,107
166,New Jersey Nets,91,New Orleans Hornets,105
167,Denver Nuggets,103,San Antonio Spurs,109
168,Houston Rockets,97,Los Angeles Clippers,92
169,San Antonio Spurs,101,Orlando Magic,123
170,Milwaukee Bucks,84,Sacramento Kings,79
171,Miami Heat,95,Phoenix Suns,83
172,Chicago Bulls,95,New York Knicks,103
173,Boston Celtics,78,Orlando Magic,86
174,Miami Heat,96,Los Angeles Lakers,80
175,Denver Nuggets,106,Oklahoma City Thunder,114
176,Portland Trail Blazers,102,Golden State Warriors,109
177,Phoenix Suns,103,Los Angeles Clippers,108
178,Minnesota Timberwolves,98,Cleveland Cavaliers,97
179,Chicago Bulls,95,Detroit Pistons,92
180,Memphis Grizzlies,104,Indiana Pacers,90
181,Atlanta Hawks,86,New Orleans Hornets,93
182,Washington Wizards,80,San Antonio Spurs,94
183,Philadelphia 76ers,95,Denver Nuggets,89
184,Detroit Pistons,100,Charlotte Bobcats,105
185,Orlando Magic,104,New Jersey Nets,88
186,Toronto Raptors,85,Memphis Grizzlies,96
187,Atlanta Hawks,95,Milwaukee Bucks,80
188,New Orleans Hornets,98,Minnesota Timberwolves,113
189,Dallas Mavericks,103,Oklahoma City Thunder,93
190,Washington Wizards,93,Houston Rockets,100
191,Portland Trail Blazers,96,Utah Jazz,91
192,Los Angeles Clippers,100,Sacramento Kings,99
193,Philadelphia 76ers,95,Golden State Warriors,110
194,Orlando Magic,110,Cleveland Cavaliers,95
195,Boston Celtics,95,Indiana Pacers,83
196,New York Knicks,98,Miami Heat,106
197,Milwaukee Bucks,77,Chicago Bulls,90
198,Toronto Raptors,84,Dallas Mavericks,76
199,Los Angeles Lakers,82,San Antonio Spurs,97
200,Portland Trail Blazers,77,Denver Nuggets,95
201,Golden State Warriors,93,Atlanta Hawks,103
202,Cleveland Cavaliers,92,Charlotte Bobcats,101
203,Indiana Pacers,90,Washington Wizards,104
204,Boston Celtics,92,Detroit Pistons,104
205,Denver Nuggets,119,Minnesota Timberwolves,113
206,Los Angeles Lakers,103,New Orleans Hornets,88
207,New Jersey Nets,93,Oklahoma City Thunder,114
208,Miami Heat,125,Houston Rockets,119
209,Philadelphia 76ers,123,Phoenix Suns,110
210,Memphis Grizzlies,98,Sacramento Kings,100
211,Utah Jazz,103,Los Angeles Clippers,95
212,New York Knicks,103,Orlando Magic,112
213,San Antonio Spurs,99,Dallas Mavericks,93
214,Utah Jazz,89,Portland Trail Blazers,100
215,New Orleans Hornets,83,Boston Celtics,81
216,Golden State Warriors,96,Charlotte Bobcats,95
217,New Jersey Nets,81,Chicago Bulls,90
218,Washington Wizards,86,Indiana Pacers,95
219,Toronto Raptors,105,Houston Rockets,114
220,Atlanta Hawks,94,Oklahoma City Thunder,103
221,Detroit Pistons,75,Phoenix Suns,92
222,Philadelphia 76ers,98,Los Angeles Lakers,102
