,Team1,1pts,Team2,2pts
43,Utah Jazz,104,Indiana Pacers,84
44,Memphis Grizzlies,110,Chicago Bulls,119
45,Toronto Raptors,121,Detroit Pistons,119
46,Houston Rockets,110,Milwaukee Bucks,99
47,New Orleans Pelicans,114,Sacramento Kings,101
48,Cleveland Cavaliers,113,Denver Nuggets,108
49,Orlando Magic,107,Los Angeles Lakers,108
50,Brooklyn Nets,125,Charlotte Hornets,111
51,Philadelphia 76ers,99,Miami Heat,108
52,Boston Celtics,117,Minnesota Timberwolves,109
53,Phoenix Suns,87,Oklahoma City Thunder,115
54,San Antonio Spurs,107,Golden State Warriors,110
55,Chicago Bulls,83,Detroit Pistons,99
56,Atlanta Hawks,87,Indiana Pacers,112
57,Houston Rockets,105,Toronto Raptors,108
58,Utah Jazz,95,Memphis Grizzlies,78
59,New York Knicks,112,Milwaukee Bucks,120
60,Washington Wizards,116,New Orleans Pelicans,97
61,Los Angeles Lakers,116,Denver Nuggets,125
62,Golden State Warriors,108,Portland Trail Blazers,125
63,Orlando Magic,88,Sacramento Kings,94
64,Cleveland Cavaliers,102,Los Angeles Clippers,116
65,Phoenix Suns,115,Charlotte Hornets,122
66,Washington Wizards,102,Miami Heat,129
67,Memphis Grizzlies,80,Dallas Mavericks,114
68,San Antonio Spurs,94,Oklahoma City Thunder,104
69,Orlando Magic,105,Los Angeles Clippers,113
70,Toronto Raptors,132,New York Knicks,106
71,Chicago Bulls,129,Atlanta Hawks,122
72,Golden State Warriors,103,Minnesota Timberwolves,109
73,Utah Jazz,116,New Orleans Pelicans,99
74,Sacramento Kings,104,Denver Nuggets,130
75,Houston Rockets,105,Dallas Mavericks,82
76,Indiana Pacers,99,Boston Celtics,97
77,Philadelphia 76ers,120,Brooklyn Nets,97
78,Cleveland Cavaliers,113,Los Angeles Lakers,127
79,San Antonio Spurs,93,Houston Rockets,109
80,Milwaukee Bucks,121,Memphis Grizzlies,103
81,Sacramento Kings,101,Oklahoma City Thunder,106
82,Miami Heat,99,Portland Trail Blazers,115
83,Indiana Pacers,101,Philadelphia 76ers,98
84,Minnesota Timberwolves,116,Washington Wizards,111
85,Oklahoma City Thunder,119,Atlanta Hawks,107
86,Toronto Raptors,116,Brooklyn Nets,102
87,Dallas Mavericks,110,New York Knicks,97
88,Los Angeles Clippers,112,Chicago Bulls,106
89,Charlotte Hornets,115,New Orleans Pelicans,119
90,Orlando Magic,72,San Antonio Spurs,108
91,Detroit Pistons,79,Utah Jazz,110
92,Cleveland Cavaliers,129,Phoenix Suns,107
93,Denver Nuggets,103,Los Angeles Lakers,112
94,Milwaukee Bucks,117,Orlando Magic,126
95,Washington Wizards,125,Boston Celtics,124
96,Miami Heat,119,Sacramento Kings,123
97,Los Angeles Lakers,106,Golden State Warriors,117
98,Toronto Raptors,106,Indiana Pacers,99
99,Charlotte Hornets,129,Atlanta Hawks,117
100,Philadelphia 76ers,118,New York Knicks,110
101,Los Angeles Clippers,96,Houston Rockets,101
102,Chicago Bulls,111,Memphis Grizzlies,110
103,New Orleans Pelicans,93,San Antonio Spurs,98
104,Detroit Pistons,113,Denver Nuggets,120
105,Phoenix Suns,88,Utah Jazz,116
106,Cleveland Cavaliers,105,Portland Trail Blazers,113
107,Boston Celtics,92,Orlando Magic,83
108,Brooklyn Nets,116,Philadelphia 76ers,120
109,Dallas Mavericks,115,Toronto Raptors,122
110,Los Angeles Clippers,113,Oklahoma City Thunder,121
111,Sacramento Kings,98,Golden State Warriors,93
112,Miami Heat,92,Los Angeles Lakers,91
113,Atlanta Hawks,117,Milwaukee Bucks,122
114,Houston Rockets,107,New Orleans Pelicans,101
115,Indiana Pacers,102,Washington Wizards,109
116,Dallas Mavericks,106,Brooklyn Nets,114
117,Charlotte Hornets,101,New York Knicks,124
118,Cleveland Cavaliers,114,Chicago Bulls,109
119,Denver Nuggets,94,Memphis Grizzlies,101
120,Minnesota Timberwolves,101,San Antonio Spurs,117
121,Sacramento Kings,97,Utah Jazz,103
122,Golden State Warriors,124,Phoenix Suns,109
123,Detroit Pistons,87,Portland Trail Blazers,100
124,Oklahoma City Thunder,132,Toronto Raptors,125
125,Boston Celtics,89,New Orleans Pelicans,108
126,Houston Rockets,129,Minnesota Timberwolves,120
127,Portland Trail Blazers,122,Los Angeles Clippers,109
128,Milwaukee Bucks,117,Cleveland Cavaliers,124
129,Los Angeles Lakers,100,Indiana Pacers,110
130,Charlotte Hornets,94,Philadelphia 76ers,108
131,Memphis Grizzlies,115,Brooklyn Nets,118
132,Denver Nuggets,141,Miami Heat,149
133,Chicago Bulls,92,New York Knicks,110
134,Golden State Warriors,75,San Antonio Spurs,89
135,Detroit Pistons,106,Sacramento Kings,90
136,Toronto Raptors,93,Orlando Magic,86
137,Oklahoma City Thunder,99,Boston Celtics,100
138,Los Angeles Clippers,109,Minnesota Timberwolves,123
139,Dallas Mavericks,105,New Orleans Pelicans,115
140,Atlanta Hawks,99,Utah Jazz,94
141,Detroit Pistons,115,Phoenix Suns,88
142,Houston Rockets,115,Portland Trail Blazers,111
143,Toronto Raptors,129,Cleveland Cavaliers,132
144,Memphis Grizzlies,105,Philadelphia 76ers,119
145,Charlotte Hornets,111,Brooklyn Nets,105
146,New York Knicks,98,Miami Heat,119
147,Denver Nuggets,135,Chicago Bulls,102
148,Los Angeles Clippers,127,Milwaukee Bucks,120
149,Indiana Pacers,92,New Orleans Pelicans,96
150,Washington Wizards,90,San Antonio Spurs,98
151,Memphis Grizzlies,79,Charlotte Hornets,140
152,Philadelphia 76ers,118,Orlando Magic,98
153,Detroit Pistons,96,Houston Rockets,100
154,Los Angeles Lakers,125,New Orleans Pelicans,128
155,Utah Jazz,119,Dallas Mavericks,112
156,Atlanta Hawks,90,Sacramento Kings,105
157,Los Angeles Clippers,104,Indiana Pacers,109
158,Denver Nuggets,108,Washington Wizards,100
159,Phoenix Suns,95,Cleveland Cavaliers,120
160,Minnesota Timberwolves,108,New York Knicks,104
161,Brooklyn Nets,112,Toronto Raptors,116
162,Milwaukee Bucks,118,Chicago Bulls,105
163,Miami Heat,99,Oklahoma City Thunder,105
164,Utah Jazz,120,San Antonio Spurs,124
165,Boston Celtics,105,Portland Trail Blazers,100
166,Atlanta Hawks,94,Golden State Warriors,106
167,Minnesota Timberwolves,108,Philadelphia 76ers,120
168,Chicago Bulls,95,Detroit Pistons,117
169,Phoenix Suns,99,Orlando Magic,105
170,New Orleans Pelicans,91,Houston Rockets,114
171,Los Angeles Lakers,100,Memphis Grizzlies,93
172,Charlotte Hornets,102,Dallas Mavericks,98
173,Cleveland Cavaliers,121,Brooklyn Nets,114
174,San Antonio Spurs,103,Milwaukee Bucks,106
175,Miami Heat,107,Indiana Pacers,113
176,Boston Celtics,104,Sacramento Kings,93
177,Los Angeles Clippers,117,Toronto Raptors,106
178,New York Knicks,101,Washington Wizards,97
179,Portland Trail Blazers,108,Oklahoma City Thunder,105
180,Atlanta Hawks,99,Houston Rockets,118
181,Utah Jazz,110,Golden State Warriors,91
182,New York Knicks,128,Charlotte Hornets,137
183,Los Angeles Lakers,106,Detroit Pistons,112
184,Denver Nuggets,104,Philadelphia 76ers,123
185,Memphis Grizzlies,101,Minnesota Timberwolves,93
186,Boston Celtics,102,Phoenix Suns,94
187,San Antonio Spurs,106,Washington Wizards,116
188,Denver Nuggets,110,Toronto Raptors,114
189,Chicago Bulls,86,Houston Rockets,118
190,Cleveland Cavaliers,79,Miami Heat,98
191,Portland Trail Blazers,107,New Orleans Pelicans,103
192,Dallas Mavericks,103,Sacramento Kings,97
193,Indiana Pacers,92,Golden State Warriors,81
194,Milwaukee Bucks,98,Los Angeles Clippers,105
195,Cleveland Cavaliers,118,Charlotte Hornets,105
196,Brooklyn Nets,111,Orlando Magic,104
197,New York Knicks,101,Philadelphia 76ers,118
198,Portland Trail Blazers,103,Memphis Grizzlies,108
199,Atlanta Hawks,114,Minnesota Timberwolves,126
200,Boston Celtics,97,Utah Jazz,94
201,Los Angeles Clippers,111,Phoenix Suns,99
202,Dallas Mavericks,93,Los Angeles Lakers,103
203,Washington Wizards,92,Detroit Pistons,103
204,Chicago Bulls,92,Miami Heat,103
205,Oklahoma City Thunder,99,San Antonio Spurs,103
206,Indiana Pacers,106,Sacramento Kings,103
207,Milwaukee Bucks,116,Golden State Warriors,107
208,Chicago Bulls,90,Orlando Magic,82
209,Philadelphia 76ers,101,Atlanta Hawks,91
210,New Orleans Pelicans,102,Cleveland Cavaliers,107
211,Phoenix Suns,103,Houston Rockets,104
212,Denver Nuggets,126,Oklahoma City Thunder,125
213,Minnesota Timberwolves,93,Dallas Mavericks,92
214,Memphis Grizzlies,97,Utah Jazz,107
215,Milwaukee Bucks,124,Los Angeles Lakers,122
216,Los Angeles Clippers,96,Portland Trail Blazers,105
217,Charlotte Hornets,93,Washington Wizards,107
218,Detroit Pistons,115,New York Knicks,109
219,Toronto Raptors,99,Boston Celtics,110
220,Brooklyn Nets,110,Miami Heat,109
221,Golden State Warriors,112,Sacramento Kings,96
