,Team1,1pts,Team2,2pts
43,Boston Celtics,89,Charlotte Bobcats,94
44,Los Angeles Lakers,93,Memphis Grizzlies,84
45,Minnesota Timberwolves,104,New Orleans Hornets,92
46,Cleveland Cavaliers,96,Dallas Mavericks,99
47,Houston Rockets,108,Denver Nuggets,103
48,Chicago Bulls,103,Portland Trail Blazers,109
49,Utah Jazz,107,Sacramento Kings,104
50,Phoenix Suns,104,Golden State Warriors,92
51,Philadelphia 76ers,117,Atlanta Hawks,83
52,Los Angeles Clippers,85,Orlando Magic,101
53,San Antonio Spurs,100,Detroit Pistons,89
54,Indiana Pacers,112,Miami Heat,117
55,Toronto Raptors,74,Milwaukee Bucks,92
56,Memphis Grizzlies,105,Oklahoma City Thunder,101
57,Minnesota Timberwolves,112,Houston Rockets,108
58,Detroit Pistons,103,Cleveland Cavaliers,94
59,Charlotte Bobcats,103,Indiana Pacers,104
60,New Orleans Hornets,101,New Jersey Nets,103
61,Orlando Magic,99,Philadelphia 76ers,95
62,San Antonio Spurs,111,Toronto Raptors,100
63,Milwaukee Bucks,85,Washington Wizards,100
64,Los Angeles Clippers,116,New York Knicks,108
65,Chicago Bulls,91,Utah Jazz,86
66,Dallas Mavericks,102,Sacramento Kings,100
67,Denver Nuggets,114,Golden State Warriors,116
68,Los Angeles Lakers,92,Boston Celtics,86
69,Golden State Warriors,88,Phoenix Suns,112
70,Dallas Mavericks,120,Denver Nuggets,121
71,New Jersey Nets,94,Charlotte Bobcats,89
72,Minnesota Timberwolves,105,Indiana Pacers,116
73,New Orleans Hornets,99,Orlando Magic,93
74,San Antonio Spurs,71,Philadelphia 76ers,77
75,Portland Trail Blazers,102,Toronto Raptors,96
76,Los Angeles Clippers,119,Cleveland Cavaliers,126
77,Miami Heat,106,Detroit Pistons,92
78,Milwaukee Bucks,86,Memphis Grizzlies,89
79,Los Angeles Lakers,113,New York Knicks,96
80,Phoenix Suns,95,Utah Jazz,83
81,Charlotte Bobcats,88,Atlanta Hawks,86
82,New York Knicks,105,New Jersey Nets,95
83,Philadelphia 76ers,107,Minnesota Timberwolves,87
84,Chicago Bulls,97,New Orleans Hornets,88
85,San Antonio Spurs,118,Washington Wizards,94
86,Dallas Mavericks,106,Houston Rockets,102
87,Indiana Pacers,103,Milwaukee Bucks,97
88,Oklahoma City Thunder,99,Sacramento Kings,97
89,Miami Heat,82,Boston Celtics,85
90,Los Angeles Lakers,75,Orlando Magic,89
91,Washington Wizards,115,Cleveland Cavaliers,100
92,Portland Trail Blazers,105,Detroit Pistons,100
93,Denver Nuggets,108,Memphis Grizzlies,116
94,Los Angeles Clippers,93,Toronto Raptors,98
95,Oklahoma City Thunder,94,Golden State Warriors,100
96,Sacramento Kings,113,Phoenix Suns,108
97,Los Angeles Lakers,89,Charlotte Bobcats,109
98,San Antonio Spurs,102,New Jersey Nets,85
99,Atlanta Hawks,94,Detroit Pistons,79
100,Los Angeles Clippers,78,Milwaukee Bucks,102
101,Portland Trail Blazers,95,Minnesota Timberwolves,81
102,Denver Nuggets,102,Houston Rockets,121
103,Miami Heat,110,Indiana Pacers,103
104,Charlotte Bobcats,94,Chicago Bulls,106
105,Philadelphia 76ers,91,Memphis Grizzlies,102
106,Sacramento Kings,96,Oklahoma City Thunder,126
107,Utah Jazz,101,Phoenix Suns,102
108,New Orleans Hornets,89,Golden State Warriors,102
109,Washington Wizards,76,Orlando Magic,101
110,Miami Heat,103,Toronto Raptors,95
111,New Jersey Nets,80,Boston Celtics,94
112,Los Angeles Lakers,99,Cleveland Cavaliers,104
113,Indiana Pacers,109,Detroit Pistons,115
114,Atlanta Hawks,90,New York Knicks,102
115,Los Angeles Clippers,98,Minnesota Timberwolves,90
116,Sacramento Kings,100,Dallas Mavericks,116
117,Philadelphia 76ers,114,Houston Rockets,105
118,Denver Nuggets,94,Milwaukee Bucks,87
119,Golden State Warriors,107,Utah Jazz,100
120,New Orleans Hornets,96,Portland Trail Blazers,103
121,San Antonio Spurs,99,Chicago Bulls,109
122,Dallas Mavericks,112,Phoenix Suns,106
123,Toronto Raptors,101,Charlotte Bobcats,114
124,Indiana Pacers,113,Washington Wizards,96
125,Houston Rockets,108,Detroit Pistons,100
126,Sacramento Kings,97,Miami Heat,117
127,Minnesota Timberwolves,88,Milwaukee Bucks,94
128,Los Angeles Clippers,88,Oklahoma City Thunder,111
129,Memphis Grizzlies,107,Denver Nuggets,120
130,Boston Celtics,115,Golden State Warriors,93
131,Atlanta Hawks,80,Los Angeles Lakers,104
132,Houston Rockets,124,Cleveland Cavaliers,119
133,Detroit Pistons,101,Indiana Pacers,102
134,Sacramento Kings,111,Orlando Magic,105
135,Washington Wizards,94,Philadelphia 76ers,117
136,Oklahoma City Thunder,105,San Antonio Spurs,109
137,Chicago Bulls,113,Toronto Raptors,118
138,Milwaukee Bucks,108,New York Knicks,114
139,Memphis Grizzlies,104,Minnesota Timberwolves,95
140,Utah Jazz,99,Dallas Mavericks,118
141,Atlanta Hawks,97,Phoenix Suns,105
142,Los Angeles Clippers,87,New Orleans Hornets,98
143,Los Angeles Lakers,106,Portland Trail Blazers,101
144,Miami Heat,89,Chicago Bulls,93
145,Boston Celtics,75,Denver Nuggets,89
146,Sacramento Kings,98,Charlotte Bobcats,110
147,Utah Jazz,95,Indiana Pacers,84
148,Detroit Pistons,94,Philadelphia 76ers,110
149,Phoenix Suns,110,Toronto Raptors,92
150,New York Knicks,109,Cleveland Cavaliers,115
151,Washington Wizards,113,Miami Heat,121
152,New Orleans Hornets,95,Minnesota Timberwolves,81
153,Oklahoma City Thunder,88,Orlando Magic,111
154,New Jersey Nets,96,San Antonio Spurs,106
155,Atlanta Hawks,95,Golden State Warriors,79
156,Los Angeles Clippers,95,Los Angeles Lakers,108
157,Denver Nuggets,106,Portland Trail Blazers,107
158,Utah Jazz,116,Detroit Pistons,120
159,Sacramento Kings,92,Memphis Grizzlies,120
160,Dallas Mavericks,105,Washington Wizards,99
161,New Jersey Nets,108,Houston Rockets,123
162,Chicago Bulls,83,Milwaukee Bucks,75
163,Boston Celtics,99,Los Angeles Clippers,92
164,Phoenix Suns,110,Indiana Pacers,108
165,Los Angeles Lakers,90,Oklahoma City Thunder,87
166,Philadelphia 76ers,95,Cleveland Cavaliers,91
167,Golden State Warriors,123,Minnesota Timberwolves,126
168,Charlotte Bobcats,86,Orlando Magic,100
169,Dallas Mavericks,114,Toronto Raptors,96
170,Houston Rockets,91,New Orleans Hornets,89
171,Memphis Grizzlies,88,San Antonio Spurs,95
172,New York Knicks,91,Miami Heat,86
173,Atlanta Hawks,90,Portland Trail Blazers,83
174,Phoenix Suns,104,New Jersey Nets,103
175,Chicago Bulls,105,Washington Wizards,77
176,Atlanta Hawks,90,Denver Nuggets,100
177,Boston Celtics,107,Utah Jazz,102
178,Los Angeles Clippers,99,Sacramento Kings,105
