,Team1,1pts,Team2,2pts
0,Detroit Pistons,108,Toronto Raptors,98
1,Cleveland Cavaliers,94,Atlanta Hawks,102
2,Orlando Magic,103,Houston Rockets,111
3,San Antonio Spurs,90,Memphis Grizzlies,92
4,Charlotte Bobcats,102,Milwaukee Bucks,131
5,Boston Celtics,100,Minnesota Timberwolves,110
6,Portland Trail Blazers,102,Utah Jazz,112
7,Indiana Pacers,109,Los Angeles Clippers,106
8,Chicago Bulls,86,Washington Wizards,90
9,New York Knicks,102,Miami Heat,90
10,Dallas Mavericks,81,Los Angeles Lakers,101
11,New York Knicks,95,Atlanta Hawks,82
12,Philadelphia 76ers,83,Charlotte Bobcats,88
13,Brooklyn Nets,113,Cleveland Cavaliers,95
14,Washington Wizards,78,Toronto Raptors,88
15,Detroit Pistons,93,Boston Celtics,98
16,Minnesota Timberwolves,107,Milwaukee Bucks,98
17,Orlando Magic,84,San Antonio Spurs,98
18,Denver Nuggets,113,Utah Jazz,96
19,Memphis Grizzlies,94,Portland Trail Blazers,76
20,Houston Rockets,112,Sacramento Kings,102
21,New Orleans Hornets,88,Golden State Warriors,98
22,Phoenix Suns,101,Los Angeles Clippers,126
23,Chicago Bulls,92,Brooklyn Nets,90
24,Dallas Mavericks,94,Denver Nuggets,95
25,San Antonio Spurs,88,Oklahoma City Thunder,100
26,Philadelphia 76ers,101,Atlanta Hawks,90
27,Cleveland Cavaliers,97,Boston Celtics,91
28,Milwaukee Bucks,83,New York Knicks,101
29,Miami Heat,89,Charlotte Bobcats,79
30,Orlando Magic,86,Chicago Bulls,87
31,Oklahoma City Thunder,97,Indiana Pacers,75
32,Toronto Raptors,95,Minnesota Timberwolves,93
33,New Orleans Hornets,83,Utah Jazz,95
34,Golden State Warriors,111,Phoenix Suns,107
35,Dallas Mavericks,117,Sacramento Kings,108
36,Memphis Grizzlies,84,Los Angeles Lakers,86
37,Houston Rockets,116,Portland Trail Blazers,98
38,Indiana Pacers,85,Washington Wizards,104
39,Charlotte Bobcats,96,Brooklyn Nets,105
40,Philadelphia 76ers,87,Miami Heat,106
41,Detroit Pistons,101,Minnesota Timberwolves,107
42,Toronto Raptors,83,Milwaukee Bucks,100
43,Atlanta Hawks,97,San Antonio Spurs,99
44,Houston Rockets,114,Denver Nuggets,132
45,New York Knicks,125,Oklahoma City Thunder,120
46,Los Angeles Lakers,95,Los Angeles Clippers,109
47,Washington Wizards,96,Boston Celtics,107
48,Orlando Magic,85,Cleveland Cavaliers,91
49,Memphis Grizzlies,89,Sacramento Kings,87
50,Chicago Bulls,85,Detroit Pistons,99
51,Utah Jazz,97,Golden State Warriors,90
52,New Orleans Hornets,95,Phoenix Suns,92
53,Dallas Mavericks,96,Portland Trail Blazers,91
54,Cleveland Cavaliers,94,Indiana Pacers,99
55,Philadelphia 76ers,83,Brooklyn Nets,104
56,Milwaukee Bucks,83,Miami Heat,94
57,Washington Wizards,99,New York Knicks,120
58,Toronto Raptors,101,Chicago Bulls,98
59,Phoenix Suns,98,Houston Rockets,101
60,Charlotte Bobcats,75,Memphis Grizzlies,94
61,Oklahoma City Thunder,90,Utah Jazz,80
62,Minnesota Timberwolves,89,Golden State Warriors,105
63,New Orleans Hornets,96,Los Angeles Lakers,104
64,Detroit Pistons,111,Cleveland Cavaliers,104
65,Milwaukee Bucks,103,Orlando Magic,113
66,Atlanta Hawks,124,Philadelphia 76ers,101
67,Miami Heat,103,Washington Wizards,98
68,Brooklyn Nets,101,Boston Celtics,93
69,Phoenix Suns,102,Dallas Mavericks,91
70,Los Angeles Lakers,113,Portland Trail Blazers,106
71,New Orleans Hornets,110,Sacramento Kings,121
72,San Antonio Spurs,86,Denver Nuggets,96
73,Minnesota Timberwolves,95,Los Angeles Clippers,111
74,New York Knicks,111,Chicago Bulls,118
75,Oklahoma City Thunder,116,Golden State Warriors,97
76,Brooklyn Nets,117,Indiana Pacers,109
77,Chicago Bulls,88,Toronto Raptors,97
78,Philadelphia 76ers,97,Washington Wizards,86
79,Milwaukee Bucks,104,Atlanta Hawks,109
80,New York Knicks,101,Cleveland Cavaliers,91
81,Charlotte Bobcats,93,Detroit Pistons,113
82,Boston Celtics,101,Miami Heat,109
83,Memphis Grizzlies,82,Houston Rockets,78
84,Los Angeles Clippers,96,New Orleans Hornets,93
85,Denver Nuggets,105,Dallas Mavericks,108
86,Sacramento Kings,101,San Antonio Spurs,108
87,Minnesota Timberwolves,100,Utah Jazz,107
88,Oklahoma City Thunder,106,Portland Trail Blazers,90
89,Golden State Warriors,116,Los Angeles Lakers,118
90,Milwaukee Bucks,85,Charlotte Bobcats,95
91,Boston Celtics,120,Orlando Magic,88
92,Los Angeles Clippers,91,Memphis Grizzlies,87
93,Phoenix Suns,93,Minnesota Timberwolves,105
94,Chicago Bulls,93,Miami Heat,105
95,Indiana Pacers,80,New York Knicks,90
96,Cleveland Cavaliers,77,Philadelphia 76ers,91
97,Brooklyn Nets,87,Toronto Raptors,93
98,Portland Trail Blazers,109,Denver Nuggets,118
99,Dallas Mavericks,107,New Orleans Hornets,89
100,Sacramento Kings,100,Houston Rockets,121
101,San Antonio Spurs,86,Los Angeles Lakers,91
102,New York Knicks,95,Charlotte Bobcats,106
103,Miami Heat,96,Cleveland Cavaliers,95
104,Chicago Bulls,102,Orlando Magic,84
105,Washington Wizards,101,Brooklyn Nets,106
106,Philadelphia 76ers,101,Detroit Pistons,109
107,Memphis Grizzlies,103,Dallas Mavericks,97
108,Denver Nuggets,112,Milwaukee Bucks,111
109,Utah Jazz,96,Minnesota Timberwolves,80
110,Sacramento Kings,95,Oklahoma City Thunder,104
111,Houston Rockets,112,Phoenix Suns,119
112,San Antonio Spurs,106,Golden State Warriors,116
113,Toronto Raptors,113,Atlanta Hawks,96
114,Portland Trail Blazers,77,Los Angeles Clippers,93
115,Detroit Pistons,99,Brooklyn Nets,103
116,Cleveland Cavaliers,98,Charlotte Bobcats,105
117,Washington Wizards,92,Chicago Bulls,95
118,New Orleans Hornets,87,Dallas Mavericks,99
119,Phoenix Suns,98,Denver Nuggets,118
120,Philadelphia 76ers,105,Indiana Pacers,95
121,Utah Jazz,70,Memphis Grizzlies,86
122,Orlando Magic,93,Miami Heat,105
123,Atlanta Hawks,92,New York Knicks,98
124,Milwaukee Bucks,95,Oklahoma City Thunder,89
125,Minnesota Timberwolves,108,San Antonio Spurs,95
126,Boston Celtics,90,Toronto Raptors,114
127,Houston Rockets,95,Los Angeles Lakers,99
128,Golden State Warriors,99,Portland Trail Blazers,88
129,Los Angeles Clippers,112,Sacramento Kings,108

