,Team1,1pts,Team2,2pts
78,Toronto Raptors,91,Los Angeles Clippers,96
79,Atlanta Hawks,114,Cleveland Cavaliers,123
80,Denver Nuggets,103,Detroit Pistons,84
81,Los Angeles Lakers,109,New York Knicks,113
82,Washington Wizards,98,Brooklyn Nets,103
83,San Antonio Spurs,89,Dallas Mavericks,95
84,Philadelphia 76ers,118,Minnesota Timberwolves,112
85,Phoenix Suns,92,Sacramento Kings,99
86,Oklahoma City Thunder,100,Indiana Pacers,95
87,Los Angeles Clippers,106,Orlando Magic,95
88,Memphis Grizzlies,87,Washington Wizards,93
89,Denver Nuggets,118,Boston Celtics,124
90,Portland Trail Blazers,102,Miami Heat,95
91,Utah Jazz,100,Chicago Bulls,103
92,Milwaukee Bucks,108,New Orleans Pelicans,115
93,Toronto Raptors,115,Phoenix Suns,109
94,Charlotte Hornets,96,Houston Rockets,108
95,Detroit Pistons,105,Atlanta Hawks,91
96,New York Knicks,111,Brooklyn Nets,104
97,Los Angeles Lakers,112,Cleveland Cavaliers,121
98,Sacramento Kings,96,Minnesota Timberwolves,119
99,Dallas Mavericks,97,Golden State Warriors,112
100,Miami Heat,104,Charlotte Hornets,98
101,Detroit Pistons,104,Indiana Pacers,98
102,Portland Trail Blazers,95,Orlando Magic,88
103,Oklahoma City Thunder,119,Philadelphia 76ers,117
104,Los Angeles Clippers,91,Washington Wizards,100
105,Utah Jazz,107,Boston Celtics,95
106,Brooklyn Nets,87,Toronto Raptors,120
107,Atlanta Hawks,94,Memphis Grizzlies,96
108,Chicago Bulls,115,Milwaukee Bucks,109
109,New Orleans Pelicans,111,Denver Nuggets,117
110,San Antonio Spurs,109,Houston Rockets,124
111,Portland Trail Blazers,93,Charlotte Hornets,91
112,Utah Jazz,100,Cleveland Cavaliers,109
113,Oklahoma City Thunder,96,New York Knicks,111
114,Milwaukee Bucks,111,Houston Rockets,115
115,Los Angeles Clippers,85,Miami Heat,90
116,Phoenix Suns,108,Minnesota Timberwolves,106
117,Dallas Mavericks,96,San Antonio Spurs,98
118,Boston Celtics,102,Memphis Grizzlies,93
119,Sacramento Kings,93,Toronto Raptors,108
120,Orlando Magic,110,Detroit Pistons,114
121,Indiana Pacers,109,Brooklyn Nets,97
122,Cleveland Cavaliers,106,Washington Wizards,99
123,New York Knicks,91,Charlotte Hornets,109
124,Boston Celtics,112,Indiana Pacers,111
125,Miami Heat,104,Atlanta Hawks,110
126,Philadelphia 76ers,115,Chicago Bulls,117
127,Utah Jazz,99,Houston Rockets,120
128,Portland Trail Blazers,107,Minnesota Timberwolves,108
129,Denver Nuggets,94,Oklahoma City Thunder,95
130,Phoenix Suns,97,Dallas Mavericks,91
131,Los Angeles Clippers,91,San Antonio Spurs,109
132,Golden State Warriors,116,Los Angeles Lakers,114
133,Sacramento Kings,101,Philadelphia 76ers,95
134,New Orleans Pelicans,106,Washington Wizards,116
135,Cleveland Cavaliers,116,Milwaukee Bucks,119
136,Toronto Raptors,129,Charlotte Hornets,111
137,Indiana Pacers,105,Atlanta Hawks,95
138,Miami Heat,90,Boston Celtics,89
139,Sacramento Kings,104,Brooklyn Nets,99
140,Orlando Magic,94,Chicago Bulls,112
141,Los Angeles Lakers,122,Houston Rockets,116
142,Utah Jazz,79,Oklahoma City Thunder,107
143,Detroit Pistons,93,Dallas Mavericks,110
144,Minnesota Timberwolves,112,Denver Nuggets,104
145,San Antonio Spurs,93,Portland Trail Blazers,91
146,Memphis Grizzlies,84,Golden State Warriors,97
147,Phoenix Suns,95,Los Angeles Clippers,108
148,Chicago Bulls,112,Cleveland Cavaliers,115
149,Toronto Raptors,114,Philadelphia 76ers,109
150,Boston Celtics,93,New York Knicks,102
151,Memphis Grizzlies,95,Phoenix Suns,97
152,San Antonio Spurs,89,Utah Jazz,100
153,New York Knicks,101,Detroit Pistons,104
154,New Orleans Pelicans,111,Orlando Magic,97
155,Washington Wizards,84,Brooklyn Nets,119
156,Los Angeles Clippers,128,Houston Rockets,118
157,Dallas Mavericks,101,Miami Heat,113
158,Charlotte Hornets,104,Milwaukee Bucks,109
159,Atlanta Hawks,117,Oklahoma City Thunder,120
160,Denver Nuggets,102,Portland Trail Blazers,85
161,Los Angeles Lakers,106,Golden State Warriors,113
162,Philadelphia 76ers,86,Toronto Raptors,102
163,Milwaukee Bucks,106,Charlotte Hornets,111
164,Brooklyn Nets,119,Indiana Pacers,123
165,Orlando Magic,103,Washington Wizards,130
166,Dallas Mavericks,107,Atlanta Hawks,112
167,Chicago Bulls,92,Boston Celtics,117
168,Los Angeles Clippers,112,Memphis Grizzlies,115
169,New Orleans Pelicans,109,Miami Heat,94
170,Oklahoma City Thunder,103,Utah Jazz,89
171,Denver Nuggets,96,Golden State Warriors,81
172,Minnesota Timberwolves,115,Phoenix Suns,106
173,Portland Trail Blazers,95,Los Angeles Lakers,92
174,San Antonio Spurs,108,Sacramento Kings,99
175,Philadelphia 76ers,105,New York Knicks,98
176,Cleveland Cavaliers,92,Golden State Warriors,99
177,Washington Wizards,111,Boston Celtics,103
178,Houston Rockets,107,Oklahoma City Thunder,112
179,Minnesota Timberwolves,121,Los Angeles Lakers,104
180,Toronto Raptors,93,Dallas Mavericks,98
181,Indiana Pacers,83,Detroit Pistons,107
182,Orlando Magic,89,Miami Heat,107
183,Chicago Bulls,115,Milwaukee Bucks,106
184,Brooklyn Nets,97,San Antonio Spurs,109
185,Utah Jazz,83,Denver Nuggets,107
186,Memphis Grizzlies,97,Phoenix Suns,99
187,Sacramento Kings,95,Los Angeles Clippers,122
188,Boston Celtics,102,Charlotte Hornets,91
189,Dallas Mavericks,98,Indiana Pacers,94
190,Washington Wizards,99,Atlanta Hawks,113
191,New York Knicks,87,Chicago Bulls,92
192,Denver Nuggets,125,Minnesota Timberwolves,128
193,Brooklyn Nets,113,New Orleans Pelicans,128
194,Toronto Raptors,107,Oklahoma City Thunder,124
195,Cleveland Cavaliers,95,Sacramento Kings,109
196,Utah Jazz,101,Golden State Warriors,126
197,Memphis Grizzlies,109,Los Angeles Lakers,99
198,Detroit Pistons,89,Orlando Magic,102
199,Houston Rockets,98,Boston Celtics,99
200,Minnesota Timberwolves,96,Milwaukee Bucks,102
201,New York Knicks,107,San Antonio Spurs,119
202,Philadelphia 76ers,110,Portland Trail Blazers,114
203,Houston Rockets,103,Washington Wizards,121
204,Atlanta Hawks,98,Toronto Raptors,111
205,Indiana Pacers,107,Chicago Bulls,119
206,Brooklyn Nets,111,Miami Heat,87
207,Dallas Mavericks,128,New Orleans Pelicans,120
208,Milwaukee Bucks,97,Oklahoma City Thunder,95
209,Phoenix Suns,111,Sacramento Kings,101
210,Charlotte Hornets,111,Golden State Warriors,100
211,Los Angeles Clippers,121,Los Angeles Lakers,106
212,San Antonio Spurs,79,Detroit Pistons,93
213,New York Knicks,105,New Orleans Pelicans,103
214,Miami Heat,117,Orlando Magic,111
215,Portland Trail Blazers,89,Atlanta Hawks,104
216,Cleveland Cavaliers,101,Utah Jazz,104
217,Memphis Grizzlies,128,Golden State Warriors,141
218,Philadelphia 76ers,107,Denver Nuggets,102
219,Chicago Bulls,110,Washington Wizards,114
220,Minnesota Timberwolves,107,Indiana Pacers,90
221,Brooklyn Nets,105,Boston Celtics,108
222,Los Angeles Lakers,142,Houston Rockets,148
223,Charlotte Hornets,98,Los Angeles Clippers,106
224,Dallas Mavericks,116,Oklahoma City Thunder,113
225,Memphis Grizzlies,114,Sacramento Kings,96
226,Philadelphia 76ers,123,Phoenix Suns,110
