,Team1,1pts,Team2,2pts
0,Golden State Warriors,133,Orlando Magic,112
1,Detroit Pistons,91,Washington Wizards,109
2,Indiana Pacers,115,Toronto Raptors,120
3,Sacramento Kings,107,Chicago Bulls,106
4,San Antonio Spurs,95,Memphis Grizzlies,79
5,Charlotte Hornets,100,Miami Heat,105
6,Minnesota Timberwolves,107,Oklahoma City Thunder,111
7,New Orleans Pelicans,108,Utah Jazz,114
8,Phoenix Suns,111,Boston Celtics,116
9,Los Angeles Clippers,82,Dallas Mavericks,108
10,Atlanta Hawks,114,Brooklyn Nets,102
11,Memphis Grizzlies,111,Cleveland Cavaliers,116
12,Detroit Pistons,103,Philadelphia 76ers,108
13,Sacramento Kings,104,Milwaukee Bucks,109
14,Los Angeles Lakers,100,Denver Nuggets,115
15,New Orleans Pelicans,123,Portland Trail Blazers,116
16,Orlando Magic,105,New York Knicks,100
17,Golden State Warriors,123,Miami Heat,95
18,Los Angeles Clippers,106,Minnesota Timberwolves,112
19,San Antonio Spurs,87,Oklahoma City Thunder,90
20,Houston Rockets,118,Los Angeles Lakers,95
21,Orlando Magic,94,Charlotte Hornets,104
22,New York Knicks,97,Indiana Pacers,115
23,Phoenix Suns,115,Philadelphia 76ers,101
24,Brooklyn Nets,110,Atlanta Hawks,90
25,Milwaukee Bucks,100,Boston Celtics,111
26,Cleveland Cavaliers,113,Chicago Bulls,91
27,Minnesota Timberwolves,92,Memphis Grizzlies,95
28,Golden State Warriors,125,New Orleans Pelicans,115
29,Denver Nuggets,105,Dallas Mavericks,122
30,Detroit Pistons,93,San Antonio Spurs,96
31,Washington Wizards,69,Utah Jazz,116
32,Phoenix Suns,113,Toronto Raptors,126
33,Utah Jazz,94,Oklahoma City Thunder,100
34,Washington Wizards,106,Portland Trail Blazers,92
35,Sacramento Kings,95,Cleveland Cavaliers,101
36,Chicago Bulls,96,Indiana Pacers,98
37,Atlanta Hawks,106,Orlando Magic,110
38,Dallas Mavericks,90,Boston Celtics,97
39,Memphis Grizzlies,88,New York Knicks,99
40,Golden State Warriors,101,Charlotte Hornets,87
41,Detroit Pistons,100,Milwaukee Bucks,104
42,Denver Nuggets,114,New Orleans Pelicans,123
43,Miami Heat,105,San Antonio Spurs,117
44,Minnesota Timberwolves,113,Los Angeles Clippers,107
45,Los Angeles Lakers,107,Philadelphia 76ers,104
46,Washington Wizards,109,Phoenix Suns,99
47,Oklahoma City Thunder,95,Brooklyn Nets,100
48,Houston Rockets,112,Utah Jazz,101
49,Chicago Bulls,119,Charlotte Hornets,111
50,Golden State Warriors,102,Detroit Pistons,98
51,Cleveland Cavaliers,102,Indiana Pacers,106
52,Denver Nuggets,103,Orlando Magic,89
53,Toronto Raptors,116,Memphis Grizzlies,107
54,Dallas Mavericks,102,Milwaukee Bucks,109
55,Sacramento Kings,116,New Orleans Pelicans,109
56,Boston Celtics,102,San Antonio Spurs,105
57,Washington Wizards,112,Los Angeles Clippers,113
58,Miami Heat,101,Brooklyn Nets,89
59,Los Angeles Lakers,110,Charlotte Hornets,99
60,Orlando Magic,110,Atlanta Hawks,117
61,New York Knicks,102,Chicago Bulls,104
62,Philadelphia 76ers,98,Cleveland Cavaliers,105
63,Utah Jazz,100,Milwaukee Bucks,117
64,Oklahoma City Thunder,102,Memphis Grizzlies,101
65,San Antonio Spurs,104,Phoenix Suns,101
66,Houston Rockets,124,Portland Trail Blazers,117
67,Toronto Raptors,102,Sacramento Kings,87
68,Boston Celtics,91,Detroit Pistons,81
69,Denver Nuggets,116,Indiana Pacers,126
70,Dallas Mavericks,92,Minnesota Timberwolves,97
71,Philadelphia 76ers,124,New Orleans Pelicans,131
72,Atlanta Hawks,107,New York Knicks,111
73,Boston Celtics,85,Chicago Bulls,108
74,New Orleans Pelicans,123,Houston Rockets,130
75,Miami Heat,107,Memphis Grizzlies,82
76,Charlotte Hornets,116,Oklahoma City Thunder,103
77,Portland Trail Blazers,104,Golden State Warriors,111
