,Team1,1pts,Team2,2pts
0,Cleveland Cavaliers,111,Indiana Pacers,106
1,Detroit Pistons,105,Brooklyn Nets,100
2,Dallas Mavericks,97,Atlanta Hawks,112
3,Memphis Grizzlies,110,New Orleans Pelicans,95
4,Washington Wizards,98,Oklahoma City Thunder,114
5,Orlando Magic,92,San Antonio Spurs,107
6,Toronto Raptors,93,Denver Nuggets,112
7,Chicago Bulls,96,Utah Jazz,105
8,Milwaukee Bucks,104,Sacramento Kings,111
9,Boston Celtics,97,New York Knicks,89
10,Miami Heat,102,Houston Rockets,115
11,Toronto Raptors,104,Phoenix Suns,97
12,Milwaukee Bucks,95,Portland Trail Blazers,107
13,Minnesota Timberwolves,115,Los Angeles Lakers,119
14,Cleveland Cavaliers,97,Charlotte Hornets,106
15,Atlanta Hawks,124,Philadelphia 76ers,86
16,Detroit Pistons,95,Boston Celtics,102
17,Indiana Pacers,114,Brooklyn Nets,100
18,Orlando Magic,114,Oklahoma City Thunder,117
19,Golden State Warriors,134,Washington Wizards,121
20,Miami Heat,93,Dallas Mavericks,90
21,New Orleans Pelicans,97,San Antonio Spurs,110
22,Denver Nuggets,81,Utah Jazz,85
23,Chicago Bulls,107,Sacramento Kings,102
24,Minnesota Timberwolves,108,Los Angeles Clippers,102
25,New York Knicks,105,Detroit Pistons,111
26,Houston Rockets,111,Phoenix Suns,105
27,Los Angeles Lakers,99,New Orleans Pelicans,96
28,Toronto Raptors,110,Portland Trail Blazers,103
29,Indiana Pacers,96,Atlanta Hawks,102
30,Miami Heat,98,Charlotte Hornets,95
31,Los Angeles Clippers,107,Orlando Magic,93
32,Philadelphia 76ers,94,Washington Wizards,106
33,Sacramento Kings,119,Brooklyn Nets,128
34,Boston Celtics,104,Cleveland Cavaliers,103
35,Memphis Grizzlies,91,New York Knicks,85
36,Chicago Bulls,110,Denver Nuggets,115
37,Milwaukee Bucks,81,Utah Jazz,84
38,San Antonio Spurs,116,Dallas Mavericks,90
39,Portland Trail Blazers,96,Houston Rockets,79
40,Washington Wizards,104,Charlotte Hornets,108
41,Detroit Pistons,104,Indiana Pacers,112
42,New Orleans Pelicans,84,Cleveland Cavaliers,99
43,Brooklyn Nets,98,Philadelphia 76ers,103
44,Dallas Mavericks,114,Memphis Grizzlies,110
45,Chicago Bulls,105,Minnesota Timberwolves,112
46,Los Angeles Lakers,102,San Antonio Spurs,106
47,Oklahoma City Thunder,108,Golden State Warriors,116
48,Utah Jazz,98,Phoenix Suns,89
49,Sacramento Kings,119,Boston Celtics,128
50,Denver Nuggets,101,New York Knicks,96
51,Atlanta Hawks,94,Orlando Magic,96
52,Los Angeles Clippers,100,Miami Heat,93
53,Chicago Bulls,91,Charlotte Hornets,108
54,Sacramento Kings,100,Cleveland Cavaliers,120
55,Los Angeles Lakers,87,Indiana Pacers,89
56,Los Angeles Clippers,98,Philadelphia 76ers,92
57,Denver Nuggets,104,Brooklyn Nets,105
58,Toronto Raptors,103,Detroit Pistons,89
59,Orlando Magic,117,Atlanta Hawks,110
60,Portland Trail Blazers,112,Memphis Grizzlies,106
61,New Orleans Pelicans,116,Minnesota Timberwolves,102
62,Oklahoma City Thunder,122,Phoenix Suns,106
63,San Antonio Spurs,119,Miami Heat,101
64,Boston Celtics,111,Milwaukee Bucks,112
65,Washington Wizards,111,New York Knicks,108
66,Utah Jazz,121,Dallas Mavericks,119
67,Houston Rockets,110,Golden State Warriors,123
68,Charlotte Hornets,117,Indiana Pacers,95
69,San Antonio Spurs,98,Orlando Magic,96
70,Sacramento Kings,114,Philadelphia 76ers,110
71,Los Angeles Clippers,134,Boston Celtics,139
72,Memphis Grizzlies,109,Brooklyn Nets,90
73,Denver Nuggets,103,Detroit Pistons,92
74,Atlanta Hawks,113,Chicago Bulls,90
75,Los Angeles Lakers,111,Cleveland Cavaliers,120
76,Toronto Raptors,112,Minnesota Timberwolves,117
77,Utah Jazz,96,New Orleans Pelicans,100
78,Golden State Warriors,112,Phoenix Suns,104
79,Houston Rockets,103,Portland Trail Blazers,116
80,Washington Wizards,92,Milwaukee Bucks,99
81,New Orleans Pelicans,95,Oklahoma City Thunder,121
82,Utah Jazz,89,Washington Wizards,103
83,Chicago Bulls,95,Cleveland Cavaliers,106
84,San Antonio Spurs,86,Los Angeles Clippers,105
85,Dallas Mavericks,104,Orlando Magic,110
86,Detroit Pistons,86,Washington Wizards,98
87,New York Knicks,98,Brooklyn Nets,109
88,Miami Heat,115,Atlanta Hawks,111
89,Toronto Raptors,106,Chicago Bulls,116
90,Minnesota Timberwolves,104,Memphis Grizzlies,109
91,Charlotte Hornets,98,Milwaukee Bucks,95
