,Team1,1pts,Team2,2pts
85,Sacramento Kings,111,Denver Nuggets,122
86,Oklahoma City Thunder,104,Indiana Pacers,116
87,Atlanta Hawks,99,Washington Wizards,108
88,New Orleans Pelicans,114,Houston Rockets,121
89,Phoenix Suns,91,San Antonio Spurs,107
90,Dallas Mavericks,120,Los Angeles Lakers,106
91,Houston Rockets,100,Charlotte Hornets,90
92,Detroit Pistons,97,Cleveland Cavaliers,109
93,Milwaukee Bucks,107,Philadelphia 76ers,97
94,New York Knicks,112,Atlanta Hawks,108
95,Chicago Bulls,113,Brooklyn Nets,86
96,Orlando Magic,93,Miami Heat,100
97,New Orleans Pelicans,100,Minnesota Timberwolves,88
98,Portland Trail Blazers,90,Oklahoma City Thunder,101
99,Dallas Mavericks,92,Utah Jazz,109
100,Los Angeles Lakers,92,Sacramento Kings,102
101,Memphis Grizzlies,107,Golden State Warriors,111
102,Denver Nuggets,103,Los Angeles Clippers,110
103,Toronto Raptors,93,Boston Celtics,95
104,Washington Wizards,95,Indiana Pacers,99
105,Los Angeles Clippers,112,Phoenix Suns,101
106,Charlotte Hornets,87,Toronto Raptors,92
107,Orlando Magic,88,Brooklyn Nets,101
108,Atlanta Hawks,85,Chicago Bulls,91
109,Washington Wizards,108,Cleveland Cavaliers,113
110,Portland Trail Blazers,98,Dallas Mavericks,114
111,Utah Jazz,91,Houston Rockets,117
112,Boston Celtics,105,Milwaukee Bucks,100
113,Oklahoma City Thunder,138,Minnesota Timberwolves,113
114,San Antonio Spurs,103,New Orleans Pelicans,108
115,Detroit Pistons,112,New York Knicks,90
116,Miami Heat,105,Philadelphia 76ers,101
117,Indiana Pacers,83,Memphis Grizzlies,95
118,Denver Nuggets,126,Golden State Warriors,133
119,Sacramento Kings,122,Los Angeles Lakers,99
