,Team1,1pts,Team2,2pts
61,Dallas Mavericks,102,Boston Celtics,91
62,New Orleans Pelicans,81,Brooklyn Nets,93
63,Memphis Grizzlies,83,Cleveland Cavaliers,91
64,Indiana Pacers,92,Orlando Magic,93
65,Sacramento Kings,84,Washington Wizards,93
66,Philadelphia 76ers,78,Los Angeles Clippers,123
67,Denver Nuggets,80,Indiana Pacers,119
68,New Orleans Pelicans,101,Toronto Raptors,108
69,San Antonio Spurs,100,Detroit Pistons,109
70,Boston Celtics,102,Milwaukee Bucks,86
71,Houston Rockets,107,Minnesota Timberwolves,89
72,Philadelphia 76ers,80,Golden State Warriors,123
73,Dallas Mavericks,89,Charlotte Bobcats,114
74,Sacramento Kings,99,Cleveland Cavaliers,109
75,Atlanta Hawks,85,Chicago Bulls,100
76,Washington Wizards,89,Memphis Grizzlies,92
77,Miami Heat,103,Phoenix Suns,97
78,Oklahoma City Thunder,98,Portland Trail Blazers,95
79,Utah Jazz,96,Los Angeles Lakers,79
80,Dallas Mavericks,81,Indiana Pacers,73
81,Memphis Grizzlies,86,Orlando Magic,81
82,Atlanta Hawks,83,Toronto Raptors,104
83,San Antonio Spurs,104,Boston Celtics,92
84,Charlotte Bobcats,89,Brooklyn Nets,105
85,Cleveland Cavaliers,93,Detroit Pistons,89
86,Sacramento Kings,106,New York Knicks,101
87,Washington Wizards,112,Houston Rockets,113
88,New Orleans Pelicans,102,Milwaukee Bucks,98
89,Denver Nuggets,90,Minnesota Timberwolves,117
90,Philadelphia 76ers,100,Utah Jazz,105
91,Miami Heat,111,Golden State Warriors,110
92,Portland Trail Blazers,117,Los Angeles Clippers,122
93,Brooklyn Nets,76,Chicago Bulls,92
94,Oklahoma City Thunder,107,Los Angeles Lakers,103
95,Atlanta Hawks,98,Indiana Pacers,108
96,Cleveland Cavaliers,114,Philadelphia 76ers,85
97,Toronto Raptors,103,Washington Wizards,93
98,Charlotte Bobcats,108,Detroit Pistons,96
99,New York Knicks,93,Memphis Grizzlies,98
100,Orlando Magic,100,Milwaukee Bucks,104
101,Miami Heat,117,Dallas Mavericks,106
102,Phoenix Suns,112,Denver Nuggets,107
103,San Antonio Spurs,113,Los Angeles Clippers,103
104,Detroit Pistons,98,Charlotte Bobcats,116
105,Orlando Magic,93,Cleveland Cavaliers,101
106,Chicago Bulls,94,Toronto Raptors,92
107,Washington Wizards,114,Atlanta Hawks,97
108,Indiana Pacers,91,Minnesota Timberwolves,104
109,New York Knicks,98,New Orleans Pelicans,91
110,Boston Celtics,94,Phoenix Suns,100
111,Brooklyn Nets,105,Utah Jazz,99
112,San Antonio Spurs,111,Portland Trail Blazers,109
113,Golden State Warriors,101,Sacramento Kings,92
114,Houston Rockets,134,Los Angeles Lakers,108
115,Denver Nuggets,101,Milwaukee Bucks,90
116,Miami Heat,103,Oklahoma City Thunder,81
117,Houston Rockets,99,Golden State Warriors,102
118,New Orleans Pelicans,87,Charlotte Bobcats,90
119,New York Knicks,121,Orlando Magic,129
120,Dallas Mavericks,124,Philadelphia 76ers,112
121,Cleveland Cavaliers,91,Toronto Raptors,98
122,Atlanta Hawks,107,Detroit Pistons,115
123,Denver Nuggets,89,Chicago Bulls,117
124,Los Angeles Clippers,96,Memphis Grizzlies,102
125,San Antonio Spurs,85,Phoenix Suns,106
126,Utah Jazz,94,Portland Trail Blazers,102
127,Boston Celtics,92,Los Angeles Lakers,101
128,Memphis Grizzlies,89,Charlotte Bobcats,92
129,New Orleans Pelicans,93,Washington Wizards,94
130,New York Knicks,98,Atlanta Hawks,107
131,Dallas Mavericks,113,Detroit Pistons,102
132,Indiana Pacers,110,Milwaukee Bucks,100
133,Minnesota Timberwolves,121,Utah Jazz,104
134,Boston Celtics,98,Sacramento Kings,105
135,Brooklyn Nets,86,Golden State Warriors,93
136,Los Angeles Clippers,125,Oklahoma City Thunder,117
137,Chicago Bulls,79,Miami Heat,93
138,Washington Wizards,96,Cleveland Cavaliers,83
139,Orlando Magic,90,Toronto Raptors,105
140,Sacramento Kings,109,Denver Nuggets,95
141,Brooklyn Nets,108,Los Angeles Lakers,102
142,Houston Rockets,115,Phoenix Suns,112
143,Minnesota Timberwolves,97,Portland Trail Blazers,108
144,Milwaukee Bucks,130,Philadelphia 76ers,110
145,Golden State Warriors,104,Detroit Pistons,96
146,Dallas Mavericks,110,New York Knicks,108
147,Los Angeles Clippers,123,New Orleans Pelicans,110
148,Boston Celtics,98,Utah Jazz,110
149,Toronto Raptors,99,Cleveland Cavaliers,93
150,Los Angeles Lakers,98,Indiana Pacers,118
151,Orlando Magic,106,Washington Wizards,115
152,Chicago Bulls,107,Atlanta Hawks,103
153,Portland Trail Blazers,100,Denver Nuggets,95
154,Minnesota Timberwolves,110,Phoenix Suns,101
155,Houston Rockets,129,Sacramento Kings,103
156,Orlando Magic,101,Philadelphia 76ers,90
157,Atlanta Hawks,104,Boston Celtics,115
158,Golden State Warriors,83,Chicago Bulls,103
159,New Orleans Pelicans,89,Dallas Mavericks,108
160,Los Angeles Lakers,103,Memphis Grizzlies,108
161,Cleveland Cavaliers,114,Oklahoma City Thunder,104
162,Detroit Pistons,110,San Antonio Spurs,120
163,Phoenix Suns,86,Utah Jazz,109
164,Brooklyn Nets,80,Portland Trail Blazers,124
165,Houston Rockets,93,Los Angeles Clippers,101
166,Milwaukee Bucks,96,Indiana Pacers,101
167,Washington Wizards,134,Toronto Raptors,129
168,New York Knicks,82,Miami Heat,108
169,Brooklyn Nets,112,Denver Nuggets,89
170,Utah Jazz,79,Cleveland Cavaliers,99
171,Golden State Warriors,126,New York Knicks,103
172,Memphis Grizzlies,107,Oklahoma City Thunder,113
173,Chicago Bulls,100,Dallas Mavericks,91
174,Charlotte Bobcats,82,San Antonio Spurs,92
175,Sacramento Kings,122,Los Angeles Lakers,126
176,New Orleans Pelicans,104,Phoenix Suns,116
