,Team1,1pts,Team2,2pts
0,Los Angeles Clippers,96,Chicago Bulls,86
1,Cleveland Cavaliers,103,Houston Rockets,105
2,Golden State Warriors,106,Boston Celtics,101
3,Philadelphia 76ers,74,Indiana Pacers,94
4,Charlotte Hornets,98,Orlando Magic,83
5,Portland Trail Blazers,110,Sacramento Kings,99
6,Oklahoma City Thunder,108,Los Angeles Lakers,101
7,New Orleans Pelicans,99,Denver Nuggets,92
8,Toronto Raptors,114,Philadelphia 76ers,103
9,Golden State Warriors,108,Brooklyn Nets,110
10,Phoenix Suns,98,Miami Heat,115
11,Los Angeles Clippers,110,Minnesota Timberwolves,105
12,New Orleans Pelicans,93,Dallas Mavericks,102
13,Los Angeles Lakers,103,Charlotte Hornets,104
14,Boston Celtics,79,Cleveland Cavaliers,110
15,Sacramento Kings,124,New York Knicks,86
16,Houston Rockets,96,Atlanta Hawks,104
17,Washington Wizards,92,Chicago Bulls,97
18,Utah Jazz,93,Memphis Grizzlies,82
19,Milwaukee Bucks,95,Denver Nuggets,106
20,New York Knicks,82,Indiana Pacers,105
21,Phoenix Suns,105,Orlando Magic,100
22,Utah Jazz,84,Boston Celtics,85
23,Charlotte Hornets,115,Brooklyn Nets,91
24,Cleveland Cavaliers,120,Toronto Raptors,112
25,Memphis Grizzlies,102,Houston Rockets,100
26,Los Angeles Lakers,94,Miami Heat,100
27,Denver Nuggets,100,Minnesota Timberwolves,85
28,Detroit Pistons,85,New Orleans Pelicans,88
29,Philadelphia 76ers,118,Oklahoma City Thunder,123
30,Sacramento Kings,85,San Antonio Spurs,112
31,Milwaukee Bucks,93,Golden State Warriors,102
32,Portland Trail Blazers,98,Los Angeles Clippers,93
33,Oklahoma City Thunder,105,Chicago Bulls,108
34,Dallas Mavericks,75,Portland Trail Blazers,94
35,Toronto Raptors,94,Charlotte Hornets,103
36,Chicago Bulls,84,Indiana Pacers,98
37,Sacramento Kings,114,Orlando Magic,119
38,Utah Jazz,89,Philadelphia 76ers,83
39,Miami Heat,97,Washington Wizards,99
40,Cleveland Cavaliers,97,Atlanta Hawks,106
41,Phoenix Suns,108,Brooklyn Nets,100
42,Detroit Pistons,93,Houston Rockets,103
43,Los Angeles Lakers,90,Memphis Grizzlies,97
44,Boston Celtics,104,New Orleans Pelicans,98
45,Denver Nuggets,111,San Antonio Spurs,120
46,Dallas Mavericks,89,Golden State Warriors,104
47,Memphis Grizzlies,89,New Orleans Pelicans,95
48,Phoenix Suns,79,Cleveland Cavaliers,89
49,Sacramento Kings,109,Miami Heat,114
50,Indiana Pacers,92,New York Knicks,86
51,Atlanta Hawks,84,Philadelphia 76ers,92
52,Portland Trail Blazers,113,Minnesota Timberwolves,121
53,Washington Wizards,85,Milwaukee Bucks,91
54,Houston Rockets,114,Denver Nuggets,100
55,Chicago Bulls,105,San Antonio Spurs,116
56,Los Angeles Clippers,98,Golden State Warriors,106
57,Utah Jazz,95,Brooklyn Nets,88
58,Charlotte Hornets,108,Detroit Pistons,101
59,Boston Celtics,98,Orlando Magic,103
60,Toronto Raptors,104,Oklahoma City Thunder,108
61,Dallas Mavericks,100,Los Angeles Lakers,93
62,Washington Wizards,95,Charlotte Hornets,69
63,Sacramento Kings,105,Atlanta Hawks,130
64,Boston Celtics,100,Miami Heat,90
65,Memphis Grizzlies,101,Chicago Bulls,91
66,New Orleans Pelicans,114,Milwaukee Bucks,103
67,New York Knicks,78,Denver Nuggets,106
68,Golden State Warriors,98,Phoenix Suns,80
69,Minnesota Timberwolves,76,Los Angeles Clippers,89
70,Orlando Magic,86,Indiana Pacers,118
71,New Orleans Pelicans,111,Brooklyn Nets,91
72,Cleveland Cavaliers,127,Dallas Mavericks,94
