,Team1,1pts,Team2,2pts
0,Utah Jazz,106,New Orleans Pelicans,104
1,Los Angeles Clippers,101,Los Angeles Lakers,103
2,Orlando Magic,128,Brooklyn Nets,118
3,Memphis Grizzlies,135,Portland Trail Blazers,140
4,Phoenix Suns,125,Washington Wizards,112
5,Boston Celtics,112,Milwaukee Bucks,119
6,Sacramento Kings,120,San Antonio Spurs,129
7,Houston Rockets,153,Dallas Mavericks,149
