,Team1,1pts,Team2,2pts
0,Phoenix Suns,92,Charlotte Hornets,126
1,Chicago Bulls,111,Miami Heat,129
2,Portland Trail Blazers,104,New York Knicks,85
3,Orlando Magic,108,Dallas Mavericks,121
4,Atlanta Hawks,105,Golden State Warriors,109
5,Brooklyn Nets,101,Los Angeles Lakers,107
6,Chicago Bulls,89,Orlando Magic,102
7,Charlotte Hornets,119,Philadelphia 76ers,99
8,Portland Trail Blazers,93,Boston Celtics,116
9,Utah Jazz,94,Toronto Raptors,104
10,New Orleans Pelicans,95,Houston Rockets,100
11,Sacramento Kings,98,Memphis Grizzlies,104
12,Indiana Pacers,104,Milwaukee Bucks,99
13,Washington Wizards,104,Minnesota Timberwolves,98
14,Detroit Pistons,81,San Antonio Spurs,97
15,Los Angeles Lakers,107,Denver Nuggets,117
16,Oklahoma City Thunder,98,Los Angeles Clippers,103
17,Phoenix Suns,92,Miami Heat,108
18,San Antonio Spurs,94,New Orleans Pelicans,86
19,Sacramento Kings,104,Dallas Mavericks,101
20,Oklahoma City Thunder,106,Golden State Warriors,121
21,Indiana Pacers,101,Charlotte Hornets,108
22,Phoenix Suns,102,Orlando Magic,84
23,Miami Heat,112,Philadelphia 76ers,102
24,New York Knicks,104,Boston Celtics,105
25,Portland Trail Blazers,115,Toronto Raptors,117
26,Washington Wizards,83,Cleveland Cavaliers,108
27,Utah Jazz,88,Memphis Grizzlies,94
28,Minnesota Timberwolves,101,Milwaukee Bucks,116
29,Brooklyn Nets,121,Denver Nuggets,120
30,Atlanta Hawks,106,Los Angeles Lakers,77
31,Boston Celtics,103,Cleveland Cavaliers,120
32,Utah Jazz,106,New Orleans Pelicans,94
33,Detroit Pistons,89,New York Knicks,102
34,Indiana Pacers,100,Washington Wizards,99
35,Brooklyn Nets,118,Minnesota Timberwolves,132
36,Houston Rockets,100,Chicago Bulls,108
37,Sacramento Kings,94,San Antonio Spurs,104
38,Atlanta Hawks,107,Los Angeles Clippers,97
39,Golden State Warriors,95,Los Angeles Lakers,112
40,Oklahoma City Thunder,104,Milwaukee Bucks,96
41,Phoenix Suns,109,Memphis Grizzlies,100
42,Dallas Mavericks,114,Denver Nuggets,116
43,Portland Trail Blazers,103,Detroit Pistons,123
44,Philadelphia 76ers,98,Miami Heat,103
45,Houston Rockets,113,Toronto Raptors,107
46,Minnesota Timberwolves,103,Charlotte Hornets,108
47,Memphis Grizzlies,106,Cleveland Cavaliers,103
48,San Antonio Spurs,91,Indiana Pacers,99
49,Milwaukee Bucks,90,Chicago Bulls,100
50,Sacramento Kings,112,New Orleans Pelicans,115
51,Los Angeles Clippers,109,Dallas Mavericks,90
52,Orlando Magic,113,Golden State Warriors,119
53,Brooklyn Nets,99,Toronto Raptors,104
54,San Antonio Spurs,116,Minnesota Timberwolves,91
55,New York Knicks,94,Denver Nuggets,110
56,Atlanta Hawks,91,Utah Jazz,84
57,Washington Wizards,109,Portland Trail Blazers,116
58,Orlando Magic,98,Los Angeles Lakers,107
59,Memphis Grizzlies,96,Boston Celtics,116
60,New Orleans Pelicans,113,Charlotte Hornets,122
61,Houston Rockets,118,Philadelphia 76ers,104
62,Miami Heat,108,Milwaukee Bucks,114
63,Detroit Pistons,102,Dallas Mavericks,96
64,New York Knicks,128,Phoenix Suns,97
65,Los Angeles Clippers,108,Oklahoma City Thunder,120
66,Cleveland Cavaliers,120,Sacramento Kings,111
67,Utah Jazz,94,Golden State Warriors,115
68,Atlanta Hawks,96,Toronto Raptors,104
69,Chicago Bulls,101,San Antonio Spurs,109
70,Phoenix Suns,98,Denver Nuggets,116
71,Cleveland Cavaliers,120,Los Angeles Lakers,108
72,Detroit Pistons,103,Charlotte Hornets,118
73,Brooklyn Nets,89,Philadelphia 76ers,95
74,Houston Rockets,102,Boston Celtics,98
75,Miami Heat,118,Chicago Bulls,96
76,New Orleans Pelicans,114,Memphis Grizzlies,121
77,Minnesota Timberwolves,99,Oklahoma City Thunder,96
78,Washington Wizards,93,Utah Jazz,114
79,Orlando Magic,107,Sacramento Kings,100
80,Portland Trail Blazers,112,Golden State Warriors,128
81,New York Knicks,94,Los Angeles Clippers,101
82,Indiana Pacers,112,Dallas Mavericks,105
83,Houston Rockets,109,Charlotte Hornets,125
84,Detroit Pistons,125,Philadelphia 76ers,111
85,Miami Heat,104,Toronto Raptors,112
86,Memphis Grizzlies,83,Atlanta Hawks,95
87,New Orleans Pelicans,92,Milwaukee Bucks,103
88,Oklahoma City Thunder,85,San Antonio Spurs,93
89,Washington Wizards,100,Denver Nuggets,116
90,Phoenix Suns,116,Golden State Warriors,123
91,Orlando Magic,84,Portland Trail Blazers,121
92,Cleveland Cavaliers,114,Los Angeles Clippers,90
93,Indiana Pacers,75,Atlanta Hawks,104
94,Utah Jazz,108,Sacramento Kings,99
95,Milwaukee Bucks,109,Brooklyn Nets,100
96,New York Knicks,90,Los Angeles Lakers,87
97,Dallas Mavericks,107,Charlotte Hornets,96
98,Denver Nuggets,119,Miami Heat,124
99,Chicago Bulls,109,Toronto Raptors,107
100,Memphis Grizzlies,81,Houston Rockets,130
101,Portland Trail Blazers,94,Oklahoma City Thunder,128
102,Detroit Pistons,81,Washington Wizards,124
103,Minnesota Timberwolves,104,Phoenix Suns,107
104,New Orleans Pelicans,107,Golden State Warriors,125
105,Cleveland Cavaliers,85,Utah Jazz,94
106,Boston Celtics,98,Indiana Pacers,103
107,Denver Nuggets,110,Orlando Magic,116
108,Philadelphia 76ers,114,Brooklyn Nets,131
109,Toronto Raptors,107,Milwaukee Bucks,89
110,Los Angeles Clippers,87,San Antonio Spurs,108
111,Sacramento Kings,106,Los Angeles Lakers,98
112,Oklahoma City Thunder,130,Boston Celtics,109
113,Orlando Magic,99,Charlotte Hornets,107
114,Dallas Mavericks,98,Cleveland Cavaliers,99
115,Chicago Bulls,96,Washington Wizards,117
116,Atlanta Hawks,118,Detroit Pistons,114
117,Minnesota Timberwolves,114,Memphis Grizzlies,108
118,Los Angeles Clippers,122,Houston Rockets,106
119,New Orleans Pelicans,123,Sacramento Kings,108
120,New York Knicks,85,Golden State Warriors,121
121,Toronto Raptors,101,Indiana Pacers,94
122,Washington Wizards,99,Philadelphia 76ers,94
123,Charlotte Hornets,109,Miami Heat,106
124,Denver Nuggets,98,Atlanta Hawks,116
125,Brooklyn Nets,102,Chicago Bulls,118
126,Memphis Grizzlies,86,Milwaukee Bucks,96
127,Portland Trail Blazers,110,San Antonio Spurs,118
128,Phoenix Suns,69,Utah Jazz,103
129,Cleveland Cavaliers,109,Orlando Magic,103
130,Oklahoma City Thunder,111,Philadelphia 76ers,97
131,Sacramento Kings,108,Detroit Pistons,115
132,Boston Celtics,91,Toronto Raptors,105
133,Minnesota Timberwolves,111,Houston Rockets,116
134,Portland Trail Blazers,117,New Orleans Pelicans,112
135,Golden State Warriors,130,Dallas Mavericks,112
136,Phoenix Suns,95,Los Angeles Lakers,90
137,Denver Nuggets,101,Charlotte Hornets,93
138,Brooklyn Nets,103,Detroit Pistons,115
139,Oklahoma City Thunder,115,Indiana Pacers,111
140,New York Knicks,89,Washington Wizards,99
141,Houston Rockets,97,Atlanta Hawks,109
142,Cleveland Cavaliers,101,Miami Heat,122
143,Utah Jazz,85,Chicago Bulls,92
144,Los Angeles Clippers,102,Memphis Grizzlies,113
145,Golden State Warriors,79,San Antonio Spurs,87
146,Portland Trail Blazers,120,Dallas Mavericks,132
147,Orlando Magic,100,Toronto Raptors,105
148,Los Angeles Clippers,105,New Orleans Pelicans,109
149,Boston Celtics,120,Philadelphia 76ers,105
150,Utah Jazz,94,Milwaukee Bucks,85
151,Sacramento Kings,88,New York Knicks,80
152,San Antonio Spurs,88,Charlotte Hornets,91
153,Denver Nuggets,91,Cleveland Cavaliers,124
154,Philadelphia 76ers,75,Indiana Pacers,91
155,Orlando Magic,96,Boston Celtics,107
156,Milwaukee Bucks,91,Detroit Pistons,92
157,Washington Wizards,117,Atlanta Hawks,102
158,Sacramento Kings,102,Chicago Bulls,109
159,Golden State Warriors,109,Minnesota Timberwolves,104
160,Memphis Grizzlies,103,Phoenix Suns,97
161,Charlotte Hornets,105,Brooklyn Nets,100
162,Miami Heat,113,New Orleans Pelicans,99
163,Houston Rockets,107,Oklahoma City Thunder,111
164,Memphis Grizzlies,100,Los Angeles Lakers,107
165,Milwaukee Bucks,104,Cleveland Cavaliers,113
166,Atlanta Hawks,122,Washington Wizards,101
167,Toronto Raptors,79,Boston Celtics,91
168,Orlando Magic,102,Detroit Pistons,118
169,New York Knicks,115,Chicago Bulls,107
170,Utah Jazz,89,Houston Rockets,87
171,Sacramento Kings,104,Minnesota Timberwolves,113
172,Miami Heat,88,San Antonio Spurs,112
173,Philadelphia 76ers,103,Denver Nuggets,104
174,Los Angeles Lakers,107,Phoenix Suns,119
175,Dallas Mavericks,103,Portland Trail Blazers,109
176,Los Angeles Clippers,98,Golden State Warriors,114
177,New Orleans Pelicans,84,Indiana Pacers,92
178,Cleveland Cavaliers,95,Brooklyn Nets,104
179,Chicago Bulls,94,New York Knicks,106
180,Utah Jazz,91,Oklahoma City Thunder,113
181,Portland Trail Blazers,94,Los Angeles Clippers,96
182,Minnesota Timberwolves,132,Washington Wizards,129
183,Charlotte Hornets,105,Detroit Pistons,112
184,Milwaukee Bucks,90,Atlanta Hawks,101
185,Toronto Raptors,109,Houston Rockets,112
186,Orlando Magic,97,Miami Heat,108
187,Memphis Grizzlies,104,San Antonio Spurs,110
188,Phoenix Suns,94,Sacramento Kings,116
189,Dallas Mavericks,120,Golden State Warriors,128
190,Denver Nuggets,116,Los Angeles Lakers,105
191,Indiana Pacers,110,Brooklyn Nets,120
192,Toronto Raptors,115,New Orleans Pelicans,91
193,Chicago Bulls,89,Orlando Magic,111
