,Team1,1pts,Team2,2pts
194,Atlanta Hawks,112,Detroit Pistons,95
195,Cleveland Cavaliers,107,New York Knicks,93
196,Utah Jazz,93,Minnesota Timberwolves,84
197,San Antonio Spurs,92,Oklahoma City Thunder,111
198,Charlotte Hornets,115,Milwaukee Bucks,91
199,Boston Celtics,102,Phoenix Suns,99
200,Philadelphia 76ers,105,Portland Trail Blazers,108
201,Denver Nuggets,90,Los Angeles Clippers,105
202,Houston Rockets,101,Indiana Pacers,104
203,Dallas Mavericks,111,Sacramento Kings,133
204,Philadelphia 76ers,105,Golden State Warriors,117
205,Washington Wizards,101,Los Angeles Lakers,88
206,Brooklyn Nets,99,Miami Heat,110
207,Oklahoma City Thunder,119,Toronto Raptors,100
208,Atlanta Hawks,102,Chicago Bulls,100
209,San Antonio Spurs,101,Memphis Grizzlies,87
210,Phoenix Suns,116,Minnesota Timberwolves,121
211,New York Knicks,91,New Orleans Pelicans,99
212,Dallas Mavericks,97,Denver Nuggets,88
213,Los Angeles Lakers,75,Utah Jazz,123
214,Sacramento Kings,93,Portland Trail Blazers,105
215,Boston Celtics,90,Los Angeles Clippers,114
216,Chicago Bulls,98,Indiana Pacers,96
217,Brooklyn Nets,105,Orlando Magic,139
218,Charlotte Hornets,100,Philadelphia 76ers,85
219,Oklahoma City Thunder,82,Detroit Pistons,88
220,Houston Rockets,106,Cleveland Cavaliers,100
221,Washington Wizards,94,Golden State Warriors,102
222,Atlanta Hawks,97,Toronto Raptors,105
223,Denver Nuggets,109,Memphis Grizzlies,105
224,Phoenix Suns,94,Milwaukee Bucks,105
225,Los Angeles Clippers,99,Minnesota Timberwolves,79
226,New York Knicks,89,Dallas Mavericks,91
227,New Orleans Pelicans,92,San Antonio Spurs,100
228,Golden State Warriors,103,Utah Jazz,96
229,Washington Wizards,111,Sacramento Kings,120
230,Miami Heat,100,Los Angeles Lakers,102
231,Brooklyn Nets,87,Cleveland Cavaliers,107
232,Chicago Bulls,103,Houston Rockets,100
233,Orlando Magic,114,Indiana Pacers,94
234,Denver Nuggets,95,New Orleans Pelicans,101
235,Los Angeles Clippers,117,Oklahoma City Thunder,119
236,Boston Celtics,109,Portland Trail Blazers,116
