,Team1,1pts,Team2,2pts
46,Brooklyn Nets,84,Boston Celtics,91
47,Utah Jazz,81,New York Knicks,108
48,Detroit Pistons,101,Minnesota Timberwolves,114
49,Milwaukee Bucks,104,New Orleans Pelicans,112
50,Portland Trail Blazers,98,Dallas Mavericks,103
51,Los Angeles Lakers,126,Denver Nuggets,134
52,Indiana Pacers,86,Houston Rockets,112
53,Atlanta Hawks,97,Golden State Warriors,111
54,New York Knicks,107,Cleveland Cavaliers,97
55,Utah Jazz,104,Philadelphia 76ers,92
56,Charlotte Bobcats,89,Memphis Grizzlies,111
57,Orlando Magic,112,San Antonio Spurs,121
58,Washington Wizards,114,Milwaukee Bucks,107
59,Atlanta Hawks,108,Los Angeles Clippers,109
60,Miami Heat,88,Chicago Bulls,95
61,Oklahoma City Thunder,110,Los Angeles Lakers,114
62,Detroit Pistons,111,Boston Celtics,118
63,Sacramento Kings,89,Brooklyn Nets,104
64,Denver Nuggets,107,New Orleans Pelicans,111
65,Portland Trail Blazers,113,Houston Rockets,118
66,Toronto Raptors,111,Minnesota Timberwolves,104
67,Indiana Pacers,94,Dallas Mavericks,105
68,Phoenix Suns,107,Golden State Warriors,113
69,Denver Nuggets,98,Charlotte Bobcats,105
70,Toronto Raptors,97,Brooklyn Nets,101
71,Washington Wizards,90,Miami Heat,99
72,Philadelphia 76ers,110,New York Knicks,123
73,Orlando Magic,98,Milwaukee Bucks,105
74,Atlanta Hawks,112,Utah Jazz,110
75,Phoenix Suns,105,Los Angeles Clippers,112
76,Boston Celtics,83,Indiana Pacers,94
77,Sacramento Kings,89,Detroit Pistons,99
78,San Antonio Spurs,104,Chicago Bulls,96
79,Portland Trail Blazers,99,Memphis Grizzlies,109
80,Milwaukee Bucks,101,Minnesota Timberwolves,112
81,Houston Rockets,98,Oklahoma City Thunder,106
82,Dallas Mavericks,85,Golden State Warriors,108
83,Brooklyn Nets,96,Miami Heat,95
84,Denver Nuggets,120,Orlando Magic,112
85,Sacramento Kings,115,Philadelphia 76ers,98
86,Detroit Pistons,87,Toronto Raptors,101
87,Charlotte Bobcats,98,Washington Wizards,85
88,New York Knicks,116,Boston Celtics,92
89,Memphis Grizzlies,90,New Orleans Pelicans,88
90,Dallas Mavericks,108,Utah Jazz,101
91,Portland Trail Blazers,90,San Antonio Spurs,103
92,Cleveland Cavaliers,110,Phoenix Suns,101
93,Golden State Warriors,98,Los Angeles Clippers,111
94,Houston Rockets,87,Chicago Bulls,111
95,Milwaukee Bucks,97,Atlanta Hawks,102
96,Los Angeles Lakers,102,Oklahoma City Thunder,131
97,Minnesota Timberwolves,93,Charlotte Bobcats,105
98,Washington Wizards,105,Orlando Magic,101
99,Indiana Pacers,101,Philadelphia 76ers,94
100,Memphis Grizzlies,86,Toronto Raptors,99
101,Phoenix Suns,87,Boston Celtics,80
102,Denver Nuggets,111,Miami Heat,107
103,Portland Trail Blazers,111,New Orleans Pelicans,103
104,Los Angeles Lakers,85,San Antonio Spurs,119
105,Los Angeles Clippers,96,Utah Jazz,87
106,Cleveland Cavaliers,103,Golden State Warriors,94
107,Brooklyn Nets,94,Washington Wizards,101
108,Denver Nuggets,92,Atlanta Hawks,97
109,Indiana Pacers,112,Detroit Pistons,104
110,Memphis Grizzlies,103,Philadelphia 76ers,77
111,Sacramento Kings,87,Chicago Bulls,94
112,Milwaukee Bucks,94,New York Knicks,115
113,Charlotte Bobcats,101,Milwaukee Bucks,92
114,Phoenix Suns,121,Toronto Raptors,113
115,Houston Rockets,104,Miami Heat,113
116,Boston Celtics,120,New Orleans Pelicans,121
117,Sacramento Kings,102,Minnesota Timberwolves,104
118,Dallas Mavericks,109,Oklahoma City Thunder,86
119,Utah Jazz,104,San Antonio Spurs,122
120,Golden State Warriors,113,Portland Trail Blazers,112
121,Cleveland Cavaliers,80,Los Angeles Clippers,102
122,Atlanta Hawks,97,Charlotte Bobcats,83
123,Philadelphia 76ers,90,Indiana Pacers,99
124,Phoenix Suns,95,Brooklyn Nets,108
125,Oklahoma City Thunder,97,Chicago Bulls,85
126,Utah Jazz,86,Houston Rockets,124
127,Boston Celtics,89,Dallas Mavericks,94
128,Los Angeles Clippers,100,Denver Nuggets,110
129,Miami Heat,100,Cleveland Cavaliers,96
130,Toronto Raptors,113,Atlanta Hawks,118
131,Milwaukee Bucks,115,Portland Trail Blazers,120
132,Washington Wizards,111,Sacramento Kings,117
133,Orlando Magic,89,Golden State Warriors,103
134,Chicago Bulls,102,Philadelphia 76ers,94
135,Miami Heat,96,Boston Celtics,101
136,Charlotte Bobcats,99,Brooklyn Nets,104
137,Utah Jazz,86,Memphis Grizzlies,96
138,Toronto Raptors,107,New Orleans Pelicans,100
139,Indiana Pacers,86,New York Knicks,92
140,Minnesota Timberwolves,123,Dallas Mavericks,122
141,Detroit Pistons,109,Denver Nuggets,118
142,Orlando Magic,93,Phoenix Suns,109
143,San Antonio Spurs,125,Los Angeles Lakers,109
144,Oklahoma City Thunder,102,Cleveland Cavaliers,95
145,Minnesota Timberwolves,106,Houston Rockets,129
146,Washington Wizards,103,Portland Trail Blazers,116
147,Milwaukee Bucks,110,Golden State Warriors,115
148,Chicago Bulls,79,Indiana Pacers,91
149,New York Knicks,93,Philadelphia 76ers,92
150,Oklahoma City Thunder,119,Toronto Raptors,118
151,New Orleans Pelicans,111,Atlanta Hawks,105
152,Boston Celtics,98,Brooklyn Nets,114
153,Memphis Grizzlies,86,Miami Heat,91
154,Denver Nuggets,106,Dallas Mavericks,122
155,Detroit Pistons,92,Phoenix Suns,98
156,San Antonio Spurs,99,Sacramento Kings,79
157,Washington Wizards,117,Los Angeles Lakers,107
158,Portland Trail Blazers,94,Charlotte Bobcats,124
159,Houston Rockets,118,Cleveland Cavaliers,111
160,Philadelphia 76ers,81,Chicago Bulls,91
161,Indiana Pacers,71,Memphis Grizzlies,82
162,Miami Heat,95,New Orleans Pelicans,105
163,Orlando Magic,88,Utah Jazz,89
164,San Antonio Spurs,99,Golden State Warriors,90
165,Detroit Pistons,103,Los Angeles Clippers,112
166,Atlanta Hawks,86,Toronto Raptors,96
167,Phoenix Suns,127,Minnesota Timberwolves,120
168,Washington Wizards,102,Denver Nuggets,105
169,Milwaukee Bucks,107,Sacramento Kings,124
170,Brooklyn Nets,107,Dallas Mavericks,104
171,Cleveland Cavaliers,106,New York Knicks,100
172,Orlando Magic,94,Los Angeles Lakers,103
173,Houston Rockets,100,Charlotte Bobcats,89
174,Phoenix Suns,102,Atlanta Hawks,95
175,Portland Trail Blazers,91,Miami Heat,93
176,Indiana Pacers,77,Chicago Bulls,89
177,Minnesota Timberwolves,92,Memphis Grizzlies,109
178,Brooklyn Nets,104,New Orleans Pelicans,109
179,Denver Nuggets,96,Oklahoma City Thunder,117
180,Philadelphia 76ers,91,San Antonio Spurs,113
181,Detroit Pistons,114,Utah Jazz,94
182,Milwaukee Bucks,98,Los Angeles Clippers,106
183,Toronto Raptors,100,Cleveland Cavaliers,102
184,Portland Trail Blazers,85,Orlando Magic,95
185,Oklahoma City Thunder,119,Dallas Mavericks,128
186,New York Knicks,96,Los Angeles Lakers,127
187,Brooklyn Nets,111,Charlotte Bobcats,116
188,Phoenix Suns,99,Washington Wizards,93
189,Toronto Raptors,99,Boston Celtics,90
190,Cleveland Cavaliers,97,Detroit Pistons,96
191,Miami Heat,83,Indiana Pacers,84
192,Atlanta Hawks,83,Minnesota Timberwolves,107
193,Los Angeles Clippers,96,New Orleans Pelicans,98
194,Denver Nuggets,103,San Antonio Spurs,108
195,New York Knicks,107,Sacramento Kings,99
196,Memphis Grizzlies,91,Utah Jazz,87
197,Portland Trail Blazers,100,Atlanta Hawks,85
198,Philadelphia 76ers,98,Houston Rockets,120
199,Los Angeles Lakers,105,Milwaukee Bucks,108
200,Los Angeles Clippers,109,Dallas Mavericks,103
201,Charlotte Bobcats,105,Orlando Magic,110
202,Boston Celtics,103,Toronto Raptors,105
203,Indiana Pacers,78,Washington Wizards,91
204,Cleveland Cavaliers,97,Brooklyn Nets,108
205,Miami Heat,110,Detroit Pistons,78
206,Portland Trail Blazers,91,Chicago Bulls,74
207,Los Angeles Lakers,107,Minnesota Timberwolves,143
208,Utah Jazz,95,New Orleans Pelicans,102
209,Sacramento Kings,81,Oklahoma City Thunder,94
210,San Antonio Spurs,133,Denver Nuggets,102
211,New York Knicks,88,Phoenix Suns,112
212,Memphis Grizzlies,93,Golden State Warriors,100
213,Detroit Pistons,98,Philadelphia 76ers,123
214,Los Angeles Clippers,118,Houston Rockets,107
215,Atlanta Hawks,97,Washington Wizards,101
216,Sacramento Kings,100,Dallas Mavericks,103
217,Miami Heat,88,Milwaukee Bucks,67
218,New Orleans Pelicans,80,San Antonio Spurs,96
219,Indiana Pacers,76,Cleveland Cavaliers,90
220,Utah Jazz,96,Oklahoma City Thunder,116
221,Minnesota Timberwolves,99,Brooklyn Nets,114
222,Toronto Raptors,98,Orlando Magic,93
223,Chicago Bulls,107,Boston Celtics,102
224,New York Knicks,89,Golden State Warriors,84
225,Memphis Grizzlies,98,Portland Trail Blazers,105
226,Phoenix Suns,99,Los Angeles Lakers,115
227,Washington Wizards,94,Charlotte Bobcats,100
228,San Antonio Spurs,103,Indiana Pacers,77
229,Philadelphia 76ers,95,Atlanta Hawks,103
230,Milwaukee Bucks,111,Detroit Pistons,116
231,Toronto Raptors,83,Miami Heat,93
232,Boston Celtics,80,Chicago Bulls,94
233,Los Angeles Clippers,114,Minnesota Timberwolves,104
234,Sacramento Kings,102,New Orleans Pelicans,97
235,Memphis Grizzlies,94,Denver Nuggets,92
236,New York Knicks,92,Utah Jazz,83
