,Team1,1pts,Team2,2pts
65,Phoenix Suns,99,New Orleans Pelicans,119
66,Cleveland Cavaliers,98,Chicago Bulls,99
67,Philadelphia 76ers,106,Memphis Grizzlies,112
68,Washington Wizards,116,Miami Heat,110
69,Brooklyn Nets,100,Golden State Warriors,116
70,Houston Rockets,89,San Antonio Spurs,96
71,Oklahoma City Thunder,96,Dallas Mavericks,111
72,Los Angeles Lakers,101,Sacramento Kings,86
73,Charlotte Hornets,113,Detroit Pistons,103
74,Indiana Pacers,103,Houston Rockets,115
75,Orlando Magic,115,New York Knicks,89
76,Milwaukee Bucks,121,Denver Nuggets,114
77,Boston Celtics,94,Portland Trail Blazers,100
78,Atlanta Hawks,106,Los Angeles Lakers,107
79,Orlando Magic,109,Washington Wizards,117
80,Philadelphia 76ers,124,Miami Heat,114
81,New Orleans Pelicans,126,Toronto Raptors,110
82,Dallas Mavericks,103,Chicago Bulls,98
83,Utah Jazz,96,Memphis Grizzlies,88
84,Brooklyn Nets,113,Minnesota Timberwolves,120
85,Phoenix Suns,101,Oklahoma City Thunder,118
86,San Antonio Spurs,99,Sacramento Kings,104
87,Golden State Warriors,116,Los Angeles Clippers,121
88,Charlotte Hornets,89,Cleveland Cavaliers,113
89,Houston Rockets,109,Denver Nuggets,99
90,Atlanta Hawks,103,Golden State Warriors,110
91,Philadelphia 76ers,106,Orlando Magic,111
92,Cleveland Cavaliers,95,Washington Wizards,119
93,Chicago Bulls,82,Boston Celtics,111
94,Miami Heat,120,Brooklyn Nets,107
95,Detroit Pistons,106,Toronto Raptors,104
96,Memphis Grizzlies,116,Milwaukee Bucks,113
97,New Orleans Pelicans,100,Minnesota Timberwolves,107
98,New York Knicks,103,Oklahoma City Thunder,128
99,Utah Jazz,68,Dallas Mavericks,118
100,San Antonio Spurs,96,Phoenix Suns,116
101,Portland Trail Blazers,117,Los Angeles Lakers,126
102,Golden State Warriors,86,Houston Rockets,107
103,Atlanta Hawks,93,Denver Nuggets,138
104,San Antonio Spurs,111,Los Angeles Clippers,116
105,Toronto Raptors,116,Boston Celtics,123
106,Miami Heat,91,Indiana Pacers,99
107,Utah Jazz,107,Philadelphia 76ers,113
108,Brooklyn Nets,115,Washington Wizards,104
109,Sacramento Kings,104,Memphis Grizzlies,112
110,Portland Trail Blazers,96,Minnesota Timberwolves,112
111,New York Knicks,124,New Orleans Pelicans,129
112,Chicago Bulls,104,Milwaukee Bucks,123
113,Los Angeles Clippers,127,Brooklyn Nets,119
114,Philadelphia 76ers,122,Charlotte Hornets,119
115,Atlanta Hawks,89,Indiana Pacers,97
116,Denver Nuggets,115,New Orleans Pelicans,125
117,Los Angeles Lakers,117,Orlando Magic,130
118,Utah Jazz,98,Boston Celtics,86
119,Toronto Raptors,122,Chicago Bulls,83
120,Sacramento Kings,112,Houston Rockets,132
121,Golden State Warriors,109,Dallas Mavericks,112
122,Oklahoma City Thunder,110,Phoenix Suns,100
123,Memphis Grizzlies,100,Minnesota Timberwolves,87
124,Los Angeles Lakers,113,Miami Heat,97
125,New York Knicks,117,Orlando Magic,131
126,Portland Trail Blazers,119,Washington Wizards,109
127,Golden State Warriors,92,San Antonio Spurs,104
128,Boston Celtics,112,Charlotte Hornets,117
129,Cleveland Cavaliers,102,Detroit Pistons,113
130,Utah Jazz,94,Indiana Pacers,121
131,Phoenix Suns,114,Philadelphia 76ers,119
132,Los Angeles Clippers,127,Atlanta Hawks,119
133,Dallas Mavericks,88,Memphis Grizzlies,98
134,Denver Nuggets,98,Milwaukee Bucks,104
135,San Antonio Spurs,126,New Orleans Pelicans,140
136,Oklahoma City Thunder,113,Sacramento Kings,117
137,Toronto Raptors,93,Orlando Magic,91
138,Los Angeles Clippers,118,Washington Wizards,125
139,Brooklyn Nets,104,Miami Heat,92
140,Portland Trail Blazers,118,New York Knicks,114
141,Indiana Pacers,109,Charlotte Hornets,127
142,New Orleans Pelicans,120,Philadelphia 76ers,121
143,Toronto Raptors,124,Atlanta Hawks,108
144,New York Knicks,117,Boston Celtics,109
145,Phoenix Suns,116,Chicago Bulls,124
146,Los Angeles Lakers,109,Cleveland Cavaliers,105
147,Detroit Pistons,124,Houston Rockets,126
148,Portland Trail Blazers,100,Milwaukee Bucks,143
149,Denver Nuggets,103,Minnesota Timberwolves,101
150,Brooklyn Nets,113,Dallas Mavericks,119
151,Memphis Grizzlies,104,San Antonio Spurs,103
152,Sacramento Kings,119,Utah Jazz,110
153,Oklahoma City Thunder,123,Golden State Warriors,95
154,Minnesota Timberwolves,112,Brooklyn Nets,102
155,Memphis Grizzlies,107,Los Angeles Clippers,112
156,Houston Rockets,111,Detroit Pistons,116
157,Boston Celtics,114,Atlanta Hawks,96
158,New Orleans Pelicans,109,New York Knicks,114
159,Cleveland Cavaliers,121,Philadelphia 76ers,112
160,Washington Wizards,107,Toronto Raptors,125
161,Miami Heat,103,Chicago Bulls,96
162,San Antonio Spurs,111,Indiana Pacers,100
163,Charlotte Hornets,104,Oklahoma City Thunder,109
164,Phoenix Suns,116,Milwaukee Bucks,114
165,Orlando Magic,87,Denver Nuggets,112
166,Portland Trail Blazers,97,Golden State Warriors,125
167,Utah Jazz,83,Los Angeles Lakers,90
168,Houston Rockets,108,Cleveland Cavaliers,117
169,Chicago Bulls,96,Minnesota Timberwolves,111
170,Denver Nuggets,105,Oklahoma City Thunder,98
171,New Orleans Pelicans,114,Washington Wizards,124
172,Boston Celtics,104,Dallas Mavericks,113
173,Sacramento Kings,116,Golden State Warriors,117
174,San Antonio Spurs,129,Milwaukee Bucks,135
175,Orlando Magic,108,Los Angeles Lakers,104
176,Phoenix Suns,107,Detroit Pistons,118
177,Charlotte Hornets,123,Atlanta Hawks,124
178,Philadelphia 76ers,127,Brooklyn Nets,125
179,New York Knicks,103,Memphis Grizzlies,98
180,Miami Heat,115,Toronto Raptors,125
181,Utah Jazz,133,Sacramento Kings,112
182,Los Angeles Clippers,104,Portland Trail Blazers,100
183,Milwaukee Bucks,107,Charlotte Hornets,110
184,Minnesota Timberwolves,102,Cleveland Cavaliers,95
185,Houston Rockets,131,Washington Wizards,135
186,San Antonio Spurs,108,Chicago Bulls,107
187,Boston Celtics,124,New Orleans Pelicans,107
188,Indiana Pacers,121,Utah Jazz,88
189,Orlando Magic,110,Golden State Warriors,116
190,New York Knicks,108,Detroit Pistons,115
191,Atlanta Hawks,115,Miami Heat,113
192,Toronto Raptors,122,Memphis Grizzlies,114
193,Los Angeles Lakers,85,Denver Nuggets,117
194,Indiana Pacers,109,Phoenix Suns,104
195,Atlanta Hawks,94,Charlotte Hornets,108
196,New York Knicks,91,Philadelphia 76ers,117
197,Utah Jazz,101,Brooklyn Nets,91
198,Dallas Mavericks,128,Houston Rockets,108
199,Chicago Bulls,113,Milwaukee Bucks,116
200,San Antonio Spurs,89,Minnesota Timberwolves,128
201,Washington Wizards,104,New Orleans Pelicans,125
202,Cleveland Cavaliers,83,Oklahoma City Thunder,100
203,Orlando Magic,112,Portland Trail Blazers,115
204,Phoenix Suns,99,Los Angeles Clippers,115
205,Golden State Warriors,128,Toronto Raptors,131
206,Indiana Pacers,96,Los Angeles Lakers,104
207,Los Angeles Clippers,133,Sacramento Kings,121
208,Cleveland Cavaliers,95,Boston Celtics,128
209,Utah Jazz,119,Charlotte Hornets,111
210,Chicago Bulls,88,Detroit Pistons,107
211,Washington Wizards,98,Philadelphia 76ers,123
212,Memphis Grizzlies,131,Brooklyn Nets,125
213,New Orleans Pelicans,101,Miami Heat,106
214,Atlanta Hawks,109,Oklahoma City Thunder,124
215,Houston Rockets,136,San Antonio Spurs,105
216,Orlando Magic,99,Phoenix Suns,85
217,Dallas Mavericks,103,Los Angeles Lakers,114
218,Denver Nuggets,113,Portland Trail Blazers,112
