,Team1,1pts,Team2,2pts
52,Sacramento Kings,114,Phoenix Suns,112
53,Dallas Mavericks,105,Utah Jazz,82
54,Cleveland Cavaliers,110,Denver Nuggets,101
55,Portland Trail Blazers,102,Los Angeles Clippers,106
56,Washington Wizards,97,Indiana Pacers,90
57,New York Knicks,96,Atlanta Hawks,103
58,Minnesota Timberwolves,92,Miami Heat,102
59,Boston Celtics,106,Chicago Bulls,101
60,Golden State Warriors,98,Houston Rockets,87
61,Memphis Grizzlies,92,Milwaukee Bucks,93
62,New Orleans Pelicans,100,San Antonio Spurs,99
63,Orlando Magic,96,Brooklyn Nets,104
64,Utah Jazz,97,Detroit Pistons,96
65,Sacramento Kings,93,Oklahoma City Thunder,101
66,Philadelphia 76ers,88,Toronto Raptors,120
67,Miami Heat,105,Dallas Mavericks,96
68,Golden State Warriors,95,Phoenix Suns,107
69,Denver Nuggets,100,Portland Trail Blazers,116
70,Charlotte Hornets,92,Los Angeles Lakers,107
71,New Orleans Pelicans,111,Cleveland Cavaliers,118
72,Utah Jazz,86,Indiana Pacers,97
73,Atlanta Hawks,91,New York Knicks,85
74,Detroit Pistons,91,Chicago Bulls,102
75,San Antonio Spurs,89,Los Angeles Clippers,85
76,Orlando Magic,100,Toronto Raptors,104
77,Los Angeles Lakers,102,Memphis Grizzlies,107
78,Oklahoma City Thunder,78,Milwaukee Bucks,85
79,Sacramento Kings,98,Dallas Mavericks,106
80,Charlotte Hornets,100,Portland Trail Blazers,102
81,San Antonio Spurs,113,Golden State Warriors,100
82,Detroit Pistons,103,Washington Wizards,107
83,Utah Jazz,97,Atlanta Hawks,100
84,Oklahoma City Thunder,109,Boston Celtics,94
85,Indiana Pacers,81,Miami Heat,75
86,Orlando Magic,97,New York Knicks,95
87,Los Angeles Lakers,102,New Orleans Pelicans,109
88,Portland Trail Blazers,130,Denver Nuggets,113
89,Brooklyn Nets,104,Phoenix Suns,112
90,Houston Rockets,113,Minnesota Timberwolves,101
91,Sacramento Kings,110,Memphis Grizzlies,111
92,Chicago Bulls,100,Toronto Raptors,93
93,Philadelphia 76ers,70,Dallas Mavericks,123
94,Brooklyn Nets,99,Golden State Warriors,107
95,Denver Nuggets,108,Indiana Pacers,87
96,Milwaukee Bucks,85,Orlando Magic,101
97,Miami Heat,103,Atlanta Hawks,114
98,Cleveland Cavaliers,122,Boston Celtics,121
99,Utah Jazz,102,New York Knicks,100
100,Philadelphia 76ers,87,Houston Rockets,88
101,Minnesota Timberwolves,91,New Orleans Pelicans,139
102,Detroit Pistons,96,Oklahoma City Thunder,89
103,Charlotte Hornets,103,Phoenix Suns,95
104,San Antonio Spurs,93,Los Angeles Lakers,80
105,Orlando Magic,93,Washington Wizards,98
106,Atlanta Hawks,94,Cleveland Cavaliers,127
107,Utah Jazz,93,Toronto Raptors,111
108,Indiana Pacers,99,Chicago Bulls,90
109,Detroit Pistons,88,Memphis Grizzlies,95
110,Minnesota Timberwolves,117,Dallas Mavericks,131
111,Brooklyn Nets,87,Portland Trail Blazers,97
112,San Antonio Spurs,91,Sacramento Kings,94
113,Charlotte Hornets,87,Golden State Warriors,112
114,Phoenix Suns,107,Los Angeles Clippers,120
115,Denver Nuggets,93,New York Knicks,109
116,Milwaukee Bucks,91,Miami Heat,84
117,Houston Rockets,69,Oklahoma City Thunder,65
118,Golden State Warriors,136,Los Angeles Lakers,115
119,Dallas Mavericks,107,Charlotte Hornets,80
120,Denver Nuggets,106,Cleveland Cavaliers,97
121,Phoenix Suns,118,Boston Celtics,114
122,Miami Heat,95,Brooklyn Nets,83
123,Orlando Magic,107,Detroit Pistons,93
124,Houston Rockets,93,Memphis Grizzlies,119
125,Philadelphia 76ers,75,San Antonio Spurs,100
126,New Orleans Pelicans,93,Portland Trail Blazers,102
127,Chicago Bulls,105,Los Angeles Clippers,89
128,Los Angeles Lakers,114,Atlanta Hawks,109
129,New York Knicks,113,Milwaukee Bucks,117
130,Oklahoma City Thunder,81,Utah Jazz,98
131,New Orleans Pelicans,106,Sacramento Kings,100
132,San Antonio Spurs,92,Cleveland Cavaliers,90
133,Charlotte Hornets,86,Indiana Pacers,88
134,Los Angeles Clippers,114,Orlando Magic,90
135,Boston Celtics,101,Philadelphia 76ers,90
136,Dallas Mavericks,105,Washington Wizards,102
137,Milwaukee Bucks,122,Brooklyn Nets,118
138,Phoenix Suns,88,Detroit Pistons,86
139,Memphis Grizzlies,92,Toronto Raptors,96
140,New York Knicks,99,Minnesota Timberwolves,115
141,Oklahoma City Thunder,100,Denver Nuggets,107
142,Los Angeles Lakers,98,Houston Rockets,92
143,Los Angeles Clippers,110,Miami Heat,93
144,Chicago Bulls,88,Sacramento Kings,103
145,Orlando Magic,105,Charlotte Hornets,100
146,Phoenix Suns,122,Philadelphia 76ers,96
147,Detroit Pistons,89,Atlanta Hawks,99
148,Milwaukee Bucks,82,Toronto Raptors,124
149,Boston Celtics,100,Memphis Grizzlies,117
150,San Antonio Spurs,121,Minnesota Timberwolves,92
151,Brooklyn Nets,94,Oklahoma City Thunder,92
152,Cleveland Cavaliers,78,Washington Wizards,91
153,Los Angeles Lakers,106,Dallas Mavericks,140
154,New Orleans Pelicans,97,Denver Nuggets,117
155,Utah Jazz,88,Golden State Warriors,101
156,Chicago Bulls,87,Portland Trail Blazers,105
157,Phoenix Suns,106,Indiana Pacers,83
158,Miami Heat,99,Orlando Magic,92
159,Toronto Raptors,110,Cleveland Cavaliers,93
160,Philadelphia 76ers,83,New York Knicks,91
161,Dallas Mavericks,92,Houston Rockets,95
162,Sacramento Kings,113,Minnesota Timberwolves,101
163,Washington Wizards,111,Milwaukee Bucks,100
164,Brooklyn Nets,87,San Antonio Spurs,99
165,New Orleans Pelicans,106,Utah Jazz,94
166,Portland Trail Blazers,94,Boston Celtics,88
167,Los Angeles Clippers,91,Memphis Grizzlies,107
168,Charlotte Hornets,93,Miami Heat,94
169,Golden State Warriors,91,Oklahoma City Thunder,86
170,Denver Nuggets,101,Los Angeles Lakers,94
171,Los Angeles Clippers,113,Charlotte Hornets,92
172,Orlando Magic,74,Cleveland Cavaliers,106
173,Portland Trail Blazers,114,Philadelphia 76ers,104
174,Phoenix Suns,100,Toronto Raptors,104
175,New York Knicks,86,Houston Rockets,91
176,Indiana Pacers,111,Dallas Mavericks,100
177,Chicago Bulls,97,Utah Jazz,95
178,Atlanta Hawks,106,Washington Wizards,102
179,Golden State Warriors,114,Miami Heat,97
180,Detroit Pistons,86,Milwaukee Bucks,98
181,Sacramento Kings,99,New Orleans Pelicans,89
182,Chicago Bulls,109,Denver Nuggets,114
183,Portland Trail Blazers,105,Charlotte Hornets,97
184,Washington Wizards,87,Cleveland Cavaliers,113
185,Golden State Warriors,111,Orlando Magic,96
186,Brooklyn Nets,99,Philadelphia 76ers,91
187,Toronto Raptors,126,Atlanta Hawks,115
188,New York Knicks,102,Dallas Mavericks,109
189,Los Angeles Clippers,104,Detroit Pistons,98
190,Sacramento Kings,89,Houston Rockets,102
191,Milwaukee Bucks,103,Minnesota Timberwolves,86
192,Utah Jazz,82,Oklahoma City Thunder,97
193,Indiana Pacers,100,San Antonio Spurs,106
194,Denver Nuggets,112,Phoenix Suns,120
195,Memphis Grizzlies,99,Los Angeles Lakers,93
196,Chicago Bulls,109,Boston Celtics,102
197,Golden State Warriors,106,Charlotte Hornets,101
198,New Orleans Pelicans,91,Atlanta Hawks,100
199,Milwaukee Bucks,104,Detroit Pistons,88
200,Dallas Mavericks,106,Toronto Raptors,102
201,Los Angeles Clippers,102,Houston Rockets,85
202,Orlando Magic,83,Indiana Pacers,98
203,New York Knicks,78,Oklahoma City Thunder,105
204,Sacramento Kings,104,San Antonio Spurs,112
205,Phoenix Suns,97,Denver Nuggets,122
206,Memphis Grizzlies,112,Portland Trail Blazers,99
207,Minnesota Timberwolves,120,Los Angeles Lakers,119
208,Dallas Mavericks,110,Philadelphia 76ers,103
209,New Orleans Pelicans,80,Washington Wizards,83
210,Charlotte Hornets,75,Atlanta Hawks,105
211,Indiana Pacers,97,Cleveland Cavaliers,109
212,Houston Rockets,117,Milwaukee Bucks,103
213,Los Angeles Clippers,112,Utah Jazz,96
214,San Antonio Spurs,111,Boston Celtics,89
215,Chicago Bulls,102,Brooklyn Nets,84
216,Golden State Warriors,104,Detroit Pistons,93
217,Memphis Grizzlies,97,Sacramento Kings,85
218,Miami Heat,86,New York Knicks,79
219,Orlando Magic,93,Phoenix Suns,90
220,Minnesota Timberwolves,93,Portland Trail Blazers,107
221,Toronto Raptors,122,Los Angeles Lakers,129
