,Team1,1pts,Team2,2pts
103,Houston Rockets,102,Los Angeles Clippers,113
104,Minnesota Timberwolves,102,Orlando Magic,108
105,New Orleans Pelicans,116,Boston Celtics,113
106,Dallas Mavericks,102,Denver Nuggets,105
107,Phoenix Suns,111,Portland Trail Blazers,118
108,Washington Wizards,109,Charlotte Hornets,133
109,New Orleans Pelicans,93,Atlanta Hawks,94
110,San Antonio Spurs,100,Brooklyn Nets,95
111,Detroit Pistons,91,Toronto Raptors,96
112,Golden State Warriors,119,Chicago Bulls,112
113,New York Knicks,99,Memphis Grizzlies,105
114,Miami Heat,106,Milwaukee Bucks,101
115,Los Angeles Lakers,90,Oklahoma City Thunder,114
116,Utah Jazz,120,Sacramento Kings,105
117,Denver Nuggets,104,Los Angeles Clippers,109
118,Philadelphia 76ers,89,Boston Celtics,80
119,Orlando Magic,103,Cleveland Cavaliers,104
120,Minnesota Timberwolves,98,Houston Rockets,116
121,Indiana Pacers,86,Portland Trail Blazers,100
122,San Antonio Spurs,83,Toronto Raptors,86
123,Miami Heat,95,Brooklyn Nets,101
124,Washington Wizards,122,Detroit Pistons,112
125,Sacramento Kings,88,Memphis Grizzlies,106
126,Phoenix Suns,108,Denver Nuggets,100
127,Indiana Pacers,86,Los Angeles Lakers,99
128,New York Knicks,117,Utah Jazz,115
129,Oklahoma City Thunder,148,Cleveland Cavaliers,124
130,Chicago Bulls,113,Atlanta Hawks,97
131,Miami Heat,106,Charlotte Hornets,105
132,Memphis Grizzlies,104,New Orleans Pelicans,111
133,Milwaukee Bucks,94,Philadelphia 76ers,116
134,Golden State Warriors,108,Houston Rockets,116
135,Toronto Raptors,109,Minnesota Timberwolves,115
136,Los Angeles Clippers,113,Utah Jazz,125
137,Dallas Mavericks,108,Portland Trail Blazers,117
138,Orlando Magic,103,Boston Celtics,95
139,New York Knicks,107,Los Angeles Lakers,127
140,Brooklyn Nets,101,Detroit Pistons,100
141,Indiana Pacers,94,San Antonio Spurs,86
142,Sacramento Kings,107,Charlotte Hornets,112
143,Utah Jazz,90,Atlanta Hawks,104
144,Miami Heat,90,Houston Rockets,99
145,Philadelphia 76ers,101,Memphis Grizzlies,105
146,Phoenix Suns,105,Milwaukee Bucks,109
147,Chicago Bulls,128,New Orleans Pelicans,132
148,Washington Wizards,75,Dallas Mavericks,98
149,Portland Trail Blazers,101,Denver Nuggets,104
150,Minnesota Timberwolves,126,Los Angeles Clippers,118
151,Sacramento Kings,105,Orlando Magic,99
152,Brooklyn Nets,108,Oklahoma City Thunder,109
153,Cleveland Cavaliers,102,San Antonio Spurs,114
154,New York Knicks,112,Golden State Warriors,123
155,Boston Celtics,107,Los Angeles Lakers,108
156,New Orleans Pelicans,101,Charlotte Hornets,96
157,Utah Jazz,98,Detroit Pistons,95
158,Phoenix Suns,101,Indiana Pacers,116
159,Chicago Bulls,101,Philadelphia 76ers,115
160,Toronto Raptors,108,Atlanta Hawks,93
161,Houston Rockets,104,Dallas Mavericks,97
162,San Antonio Spurs,108,Memphis Grizzlies,85
163,Minnesota Timberwolves,114,Portland Trail Blazers,123
164,Boston Celtics,113,Los Angeles Clippers,102
165,Sacramento Kings,89,Miami Heat,88
166,Washington Wizards,112,Oklahoma City Thunder,121
167,New York Knicks,118,Denver Nuggets,130
168,Minnesota Timberwolves,113,Golden State Warriors,126
169,Atlanta Hawks,110,Charlotte Hornets,121
170,Indiana Pacers,108,Cleveland Cavaliers,115
171,Utah Jazz,97,Toronto Raptors,93
172,Los Angeles Lakers,108,Chicago Bulls,103
173,Los Angeles Clippers,109,Memphis Grizzlies,100
174,Brooklyn Nets,91,Milwaukee Bucks,116
175,Houston Rockets,113,New Orleans Pelicans,115
176,Portland Trail Blazers,107,Dallas Mavericks,93
177,Philadelphia 76ers,97,San Antonio Spurs,78
178,New York Knicks,107,Phoenix Suns,85
179,Oklahoma City Thunder,121,Detroit Pistons,108
180,Orlando Magic,112,Indiana Pacers,114
181,Washington Wizards,129,Atlanta Hawks,104
182,Charlotte Hornets,91,Miami Heat,95
183,Boston Celtics,105,Golden State Warriors,109
184,Dallas Mavericks,89,Denver Nuggets,91
185,Brooklyn Nets,97,Minnesota Timberwolves,111
186,Milwaukee Bucks,110,Chicago Bulls,96
187,Phoenix Suns,102,Houston Rockets,113
188,Los Angeles Clippers,112,New Orleans Pelicans,103
189,Detroit Pistons,104,Cleveland Cavaliers,121
190,Philadelphia 76ers,112,Oklahoma City Thunder,122
191,Los Angeles Lakers,111,Toronto Raptors,123
192,Sacramento Kings,98,San Antonio Spurs,113
193,Charlotte Hornets,96,Indiana Pacers,105
194,Minnesota Timberwolves,100,Atlanta Hawks,105
195,Phoenix Suns,109,Memphis Grizzlies,120
196,Philadelphia 76ers,95,Milwaukee Bucks,107
197,Miami Heat,95,Dallas Mavericks,88
198,Boston Celtics,111,Denver Nuggets,110
199,Oklahoma City Thunder,96,Washington Wizards,102
200,Brooklyn Nets,95,New York Knicks,111
201,Minnesota Timberwolves,104,Toronto Raptors,109
202,Cleveland Cavaliers,114,Detroit Pistons,125
203,Orlando Magic,107,Houston Rockets,114
204,Sacramento Kings,114,New Orleans Pelicans,103
205,Denver Nuggets,104,San Antonio Spurs,106
206,Golden State Warriors,99,Utah Jazz,129
207,Portland Trail Blazers,104,Los Angeles Clippers,96
208,Memphis Grizzlies,101,Indiana Pacers,105
209,Los Angeles Lakers,105,Orlando Magic,127
210,Charlotte Hornets,123,Atlanta Hawks,110
211,Philadelphia 76ers,108,Brooklyn Nets,116
212,Miami Heat,89,Cleveland Cavaliers,91
213,New York Knicks,73,Boston Celtics,103
214,Chicago Bulls,108,Portland Trail Blazers,124
215,Dallas Mavericks,88,Phoenix Suns,102
