,Team1,1pts,Team2,2pts
0,Orlando Magic,95,Brooklyn Nets,98
1,Milwaukee Bucks,127,Toronto Raptors,131
2,Portland Trail Blazers,124,Chicago Bulls,120
3,Los Angeles Lakers,96,Minnesota Timberwolves,114
4,Portland Trail Blazers,110,Cleveland Cavaliers,127
5,San Antonio Spurs,100,New York Knicks,91
6,Atlanta Hawks,103,Phoenix Suns,104
7,Charlotte Hornets,131,Sacramento Kings,111
8,Memphis Grizzlies,105,Los Angeles Clippers,113
9,Houston Rockets,116,Orlando Magic,98
10,San Antonio Spurs,106,Philadelphia 76ers,112
11,New York Knicks,103,Washington Wizards,121
12,Minnesota Timberwolves,97,Brooklyn Nets,98
13,Detroit Pistons,104,Miami Heat,111
14,Cleveland Cavaliers,88,Boston Celtics,102
15,Toronto Raptors,124,Chicago Bulls,115
16,Indiana Pacers,101,Milwaukee Bucks,122
17,Golden State Warriors,125,Dallas Mavericks,122
18,Phoenix Suns,111,Denver Nuggets,134
19,New Orleans Pelicans,108,Utah Jazz,98
20,Oklahoma City Thunder,133,Los Angeles Lakers,96
21,Golden State Warriors,124,Houston Rockets,114
22,Oklahoma City Thunder,127,Los Angeles Clippers,117
23,Minnesota Timberwolves,84,Boston Celtics,91
24,Detroit Pistons,78,Philadelphia 76ers,114
25,New York Knicks,103,Miami Heat,107
26,Toronto Raptors,129,Milwaukee Bucks,110
27,Chicago Bulls,127,Dallas Mavericks,124
28,Phoenix Suns,89,San Antonio Spurs,103
29,Utah Jazz,91,Denver Nuggets,99
30,Washington Wizards,102,Memphis Grizzlies,100
31,Atlanta Hawks,89,Portland Trail Blazers,110
32,Charlotte Hornets,108,Los Angeles Lakers,94
33,Golden State Warriors,121,Los Angeles Clippers,105
34,Boston Celtics,87,Brooklyn Nets,85
35,Houston Rockets,101,Detroit Pistons,108
36,Chicago Bulls,86,Indiana Pacers,125
37,Cleveland Cavaliers,131,Orlando Magic,127
38,Milwaukee Bucks,110,Washington Wizards,103
39,New Orleans Pelicans,98,Minnesota Timberwolves,116
40,Denver Nuggets,98,Sacramento Kings,106
41,Utah Jazz,102,Miami Heat,103
42,New York Knicks,100,Dallas Mavericks,96
43,Oklahoma City Thunder,100,Phoenix Suns,114
44,San Antonio Spurs,110,Portland Trail Blazers,111
45,Atlanta Hawks,113,Los Angeles Lakers,132
46,Milwaukee Bucks,96,Indiana Pacers,109
47,Toronto Raptors,114,Brooklyn Nets,113
48,Houston Rockets,116,Chicago Bulls,107
49,Cleveland Cavaliers,99,Minnesota Timberwolves,127
50,Detroit Pistons,109,New Orleans Pelicans,112
51,San Antonio Spurs,107,Sacramento Kings,100
52,Denver Nuggets,114,Golden State Warriors,124
53,Atlanta Hawks,107,Los Angeles Clippers,108
54,Miami Heat,90,Toronto Raptors,89
55,Portland Trail Blazers,117,Oklahoma City Thunder,106
56,Orlando Magic,99,Dallas Mavericks,114
57,Sacramento Kings,86,Los Angeles Lakers,99
58,Dallas Mavericks,115,Charlotte Hornets,111
59,Miami Heat,114,Indiana Pacers,106
60,Utah Jazz,107,Washington Wizards,104
61,Detroit Pistons,114,Brooklyn Nets,80
62,Chicago Bulls,122,New York Knicks,119
63,Portland Trail Blazers,112,Houston Rockets,121
64,New Orleans Pelicans,102,Memphis Grizzlies,105
65,Orlando Magic,103,Milwaukee Bucks,110
66,Oklahoma City Thunder,88,Minnesota Timberwolves,104
67,Atlanta Hawks,110,Denver Nuggets,97
68,Los Angeles Clippers,125,Golden State Warriors,106
69,Boston Celtics,114,Philadelphia 76ers,103
70,Cleveland Cavaliers,99,Toronto Raptors,133
71,Los Angeles Clippers,121,Sacramento Kings,115
72,San Antonio Spurs,81,Los Angeles Lakers,93
73,Utah Jazz,88,Charlotte Hornets,99
74,Cleveland Cavaliers,95,Indiana Pacers,97
75,Orlando Magic,119,Washington Wizards,125
76,Brooklyn Nets,110,Atlanta Hawks,105
77,Golden State Warriors,108,Milwaukee Bucks,94
78,New York Knicks,108,Minnesota Timberwolves,118
79,Portland Trail Blazers,113,New Orleans Pelicans,119
80,Memphis Grizzlies,78,Denver Nuggets,87
81,Houston Rockets,112,Phoenix Suns,95
82,Los Angeles Lakers,107,Dallas Mavericks,101
83,Sacramento Kings,105,Los Angeles Clippers,126
84,Oklahoma City Thunder,101,Charlotte Hornets,91
85,Brooklyn Nets,113,Washington Wizards,119
86,Golden State Warriors,127,Toronto Raptors,125
87,Detroit Pistons,105,Chicago Bulls,107
88,Denver Nuggets,80,San Antonio Spurs,112
89,Milwaukee Bucks,79,Miami Heat,97
90,New Orleans Pelicans,123,New York Knicks,118
91,Indiana Pacers,120,Phoenix Suns,97
92,Portland Trail Blazers,103,Minnesota Timberwolves,120
93,Charlotte Hornets,118,Detroit Pistons,107
94,Toronto Raptors,111,Philadelphia 76ers,117
95,Milwaukee Bucks,104,Washington Wizards,95
96,San Antonio Spurs,99,Atlanta Hawks,102
97,New York Knicks,119,Brooklyn Nets,104
98,Miami Heat,111,Chicago Bulls,119
99,Los Angeles Lakers,114,Memphis Grizzlies,123
100,Golden State Warriors,118,Cleveland Cavaliers,108
101,Sacramento Kings,88,Oklahoma City Thunder,95
102,Indiana Pacers,109,Utah Jazz,94
