,Team1,1pts,Team2,2pts
73,Minnesota Timberwolves,109,Houston Rockets,139
74,New Orleans Pelicans,105,Boston Celtics,140
75,Chicago Bulls,108,Detroit Pistons,99
76,Los Angeles Lakers,125,Oklahoma City Thunder,110
77,Philadelphia 76ers,91,Dallas Mavericks,109
78,Cleveland Cavaliers,111,Denver Nuggets,103
79,Milwaukee Bucks,122,Portland Trail Blazers,101
80,Miami Heat,121,New York Knicks,124
81,Utah Jazz,127,Washington Wizards,116
82,Atlanta Hawks,86,Brooklyn Nets,108
83,Golden State Warriors,102,Memphis Grizzlies,122
84,San Antonio Spurs,105,Toronto Raptors,104
85,Los Angeles Clippers,104,Denver Nuggets,114
86,Charlotte Hornets,92,Phoenix Suns,100
87,New Orleans Pelicans,117,Detroit Pistons,110
88,Philadelphia 76ers,95,Indiana Pacers,101
89,Chicago Bulls,101,Boston Celtics,113
90,Oklahoma City Thunder,117,Minnesota Timberwolves,104
91,Charlotte Hornets,112,Portland Trail Blazers,115
92,Orlando Magic,114,Sacramento Kings,112
93,Cleveland Cavaliers,99,Los Angeles Lakers,128
94,Phoenix Suns,110,Atlanta Hawks,123
95,Utah Jazz,118,Brooklyn Nets,107
96,Houston Rockets,110,Memphis Grizzlies,121
97,New York Knicks,102,Milwaukee Bucks,128
98,Dallas Mavericks,124,Golden State Warriors,97
99,Cleveland Cavaliers,103,Los Angeles Clippers,128
100,Detroit Pistons,116,Boston Celtics,103
101,Brooklyn Nets,106,Philadelphia 76ers,117
102,San Antonio Spurs,100,Miami Heat,106
103,Washington Wizards,106,Chicago Bulls,115
104,Indiana Pacers,104,Minnesota Timberwolves,99
105,Toronto Raptors,130,Oklahoma City Thunder,121
106,Charlotte Hornets,86,Denver Nuggets,100
107,Portland Trail Blazers,117,Houston Rockets,107
108,Dallas Mavericks,127,Sacramento Kings,123
109,Orlando Magic,119,Los Angeles Lakers,118
110,Phoenix Suns,121,New York Knicks,98
111,Boston Celtics,123,Milwaukee Bucks,128
112,Utah Jazz,132,New Orleans Pelicans,138
113,Denver Nuggets,134,Golden State Warriors,131
114,Orlando Magic,95,Los Angeles Clippers,122
115,Minnesota Timberwolves,114,Indiana Pacers,116
116,Chicago Bulls,89,Philadelphia 76ers,100
117,Washington Wizards,111,Toronto Raptors,140
118,Cleveland Cavaliers,109,Memphis Grizzlies,113
119,Miami Heat,115,Oklahoma City Thunder,108
120,Atlanta Hawks,121,San Antonio Spurs,120
121,Portland Trail Blazers,112,Dallas Mavericks,120
122,Los Angeles Clippers,133,New Orleans Pelicans,130
123,Milwaukee Bucks,117,Brooklyn Nets,97
124,Phoenix Suns,123,Boston Celtics,119
125,Detroit Pistons,136,Atlanta Hawks,103
126,Philadelphia 76ers,90,New York Knicks,87
127,Cleveland Cavaliers,116,Chicago Bulls,118
128,Toronto Raptors,122,Minnesota Timberwolves,112
129,Orlando Magic,95,Golden State Warriors,109
130,Los Angeles Lakers,124,Houston Rockets,115
131,Portland Trail Blazers,106,Oklahoma City Thunder,119
132,Sacramento Kings,101,Utah Jazz,123
133,Miami Heat,102,San Antonio Spurs,107
134,Indiana Pacers,115,Denver Nuggets,107
135,Detroit Pistons,100,Washington Wizards,106
136,Toronto Raptors,122,Atlanta Hawks,117
137,Philadelphia 76ers,117,Brooklyn Nets,111
138,Orlando Magic,106,Charlotte Hornets,83
139,New York Knicks,106,Cleveland Cavaliers,86
140,Oklahoma City Thunder,112,Houston Rockets,107
141,New Orleans Pelicans,126,Memphis Grizzlies,116
142,Sacramento Kings,113,Miami Heat,118
143,Chicago Bulls,98,Milwaukee Bucks,111
144,Los Angeles Lakers,107,Boston Celtics,139
145,Denver Nuggets,107,Minnesota Timberwolves,100
146,San Antonio Spurs,120,Phoenix Suns,118
147,Indiana Pacers,88,Utah Jazz,118
148,Golden State Warriors,124,Portland Trail Blazers,129
149,Los Angeles Clippers,110,Dallas Mavericks,107
150,Sacramento Kings,106,Detroit Pistons,127
151,Oklahoma City Thunder,120,Orlando Magic,114
152,Philadelphia 76ers,95,Toronto Raptors,107
153,Los Angeles Clippers,95,Atlanta Hawks,102
154,Memphis Grizzlies,95,Boston Celtics,119
155,Washington Wizards,129,Miami Heat,134
156,Los Angeles Lakers,100,New York Knicks,92
157,Minnesota Timberwolves,110,Chicago Bulls,117
158,Denver Nuggets,105,Houston Rockets,121
159,Indiana Pacers,112,Phoenix Suns,87
160,San Antonio Spurs,121,New Orleans Pelicans,117
161,Utah Jazz,129,Golden State Warriors,96
162,Washington Wizards,124,Cleveland Cavaliers,112
163,Los Angeles Lakers,128,Brooklyn Nets,113
164,Dallas Mavericks,133,Portland Trail Blazers,125
165,Milwaukee Bucks,116,Charlotte Hornets,103
166,Memphis Grizzlies,125,Detroit Pistons,112
167,Boston Celtics,109,Orlando Magic,98
168,Toronto Raptors,118,New York Knicks,112
169,Sacramento Kings,98,Chicago Bulls,81
170,Los Angeles Clippers,122,Miami Heat,117
171,Houston Rockets,131,Minnesota Timberwolves,124
172,Denver Nuggets,113,New Orleans Pelicans,106
173,Atlanta Hawks,111,Oklahoma City Thunder,140
174,Phoenix Suns,103,San Antonio Spurs,99
175,Indiana Pacers,129,Golden State Warriors,118
176,Dallas Mavericks,107,Utah Jazz,112
177,Brooklyn Nets,121,Detroit Pistons,111
178,Chicago Bulls,118,Cleveland Cavaliers,106
179,Oklahoma City Thunder,113,Minnesota Timberwolves,104
180,Los Angeles Lakers,91,Philadelphia 76ers,108
181,Houston Rockets,110,Denver Nuggets,117
182,Toronto Raptors,110,San Antonio Spurs,106
183,Washington Wizards,133,Atlanta Hawks,152
184,Phoenix Suns,109,Memphis Grizzlies,114
185,Boston Celtics,108,New Orleans Pelicans,123
186,Brooklyn Nets,97,New York Knicks,110
187,Los Angeles Clippers,112,Orlando Magic,97
188,Indiana Pacers,129,Portland Trail Blazers,139
189,Cleveland Cavaliers,115,Detroit Pistons,100
190,Orlando Magic,92,Miami Heat,113
191,San Antonio Spurs,109,Chicago Bulls,110
192,Sacramento Kings,133,Minnesota Timberwolves,129
193,Dallas Mavericks,107,Oklahoma City Thunder,97
194,Houston Rockets,126,Utah Jazz,117
195,New York Knicks,92,Charlotte Hornets,97
196,Golden State Warriors,104,Philadelphia 76ers,115
197,New Orleans Pelicans,125,Cleveland Cavaliers,111
198,Atlanta Hawks,114,Toronto Raptors,130
199,Denver Nuggets,96,Memphis Grizzlies,104
200,Boston Celtics,109,Miami Heat,101
201,Washington Wizards,131,Milwaukee Bucks,151
202,Phoenix Suns,133,Dallas Mavericks,104
203,Chicago Bulls,106,Indiana Pacers,115
204,Detroit Pistons,115,Brooklyn Nets,125
205,Memphis Grizzlies,127,New York Knicks,106
206,Utah Jazz,120,San Antonio Spurs,127
207,Houston Rockets,112,Portland Trail Blazers,125
208,Oklahoma City Thunder,120,Sacramento Kings,100
209,Toronto Raptors,115,Cleveland Cavaliers,109
210,Charlotte Hornets,107,Washington Wizards,121
211,Philadelphia 76ers,117,Atlanta Hawks,127
212,Golden State Warriors,104,Boston Celtics,119
213,Utah Jazz,100,Denver Nuggets,106
214,Sacramento Kings,124,Los Angeles Clippers,103
215,Toronto Raptors,105,Detroit Pistons,92
216,Chicago Bulls,118,Brooklyn Nets,133
217,Dallas Mavericks,121,Houston Rockets,128
218,Memphis Grizzlies,111,New Orleans Pelicans,139
219,Denver Nuggets,127,Milwaukee Bucks,115
220,Oklahoma City Thunder,111,Phoenix Suns,107
221,Portland Trail Blazers,127,Los Angeles Lakers,119
