,Team1,1pts,Team2,2pts
183,Washington Wizards,94,Denver Nuggets,114
184,New Orleans Hornets,106,Phoenix Suns,100
185,San Antonio Spurs,96,Portland Trail Blazers,98
186,Toronto Raptors,100,Golden State Warriors,138
187,Los Angeles Clippers,104,Los Angeles Lakers,112
188,New Jersey Nets,87,Atlanta Hawks,98
189,New York Knicks,106,Charlotte Bobcats,114
190,Indiana Pacers,88,Detroit Pistons,100
191,Chicago Bulls,95,Milwaukee Bucks,87
192,Dallas Mavericks,94,Utah Jazz,77
193,Toronto Raptors,90,Los Angeles Clippers,94
194,Sacramento Kings,114,Philadelphia 76ers,111
195,Atlanta Hawks,99,Cleveland Cavaliers,83
196,San Antonio Spurs,104,Memphis Grizzlies,111
197,Houston Rockets,119,Miami Heat,125
198,Boston Celtics,85,Minnesota Timberwolves,82
199,Portland Trail Blazers,90,Oklahoma City Thunder,99
200,Washington Wizards,104,Golden State Warriors,114
201,New Orleans Hornets,84,Los Angeles Lakers,102
202,Dallas Mavericks,91,Phoenix Suns,83
203,Milwaukee Bucks,86,Charlotte Bobcats,87
204,Boston Celtics,100,Indiana Pacers,107
205,Orlando Magic,106,New York Knicks,113
206,Philadelphia 76ers,97,Chicago Bulls,85
207,Portland Trail Blazers,100,San Antonio Spurs,92
208,Washington Wizards,100,Utah Jazz,95
209,Miami Heat,90,Cleveland Cavaliers,102
210,Houston Rockets,112,New Jersey Nets,87
211,Golden State Warriors,114,Oklahoma City Thunder,115
212,Phoenix Suns,113,Sacramento Kings,116
213,Orlando Magic,82,Atlanta Hawks,85
214,Cleveland Cavaliers,97,Charlotte Bobcats,98
215,Detroit Pistons,101,Indiana Pacers,111
216,Houston Rockets,97,Philadelphia 76ers,108
217,Milwaukee Bucks,104,Toronto Raptors,98
218,Miami Heat,123,Washington Wizards,107
219,New Jersey Nets,116,New York Knicks,120
220,Golden State Warriors,91,Memphis Grizzlies,110
221,Chicago Bulls,108,Minnesota Timberwolves,91
222,Portland Trail Blazers,91,New Orleans Hornets,95
223,Sacramento Kings,90,Denver Nuggets,104
224,Oklahoma City Thunder,116,Phoenix Suns,98
225,Dallas Mavericks,106,Los Angeles Clippers,100
226,Boston Celtics,107,San Antonio Spurs,97
227,Dallas Mavericks,82,Los Angeles Lakers,110
