,Team1,1pts,Team2,2pts
0,Houston Rockets,96,Brooklyn Nets,105
1,Golden State Warriors,122,Dallas Mavericks,120
2,Portland Trail Blazers,124,Los Angeles Lakers,112
3,Detroit Pistons,94,Indiana Pacers,101
4,Brooklyn Nets,81,New York Knicks,110
5,Cleveland Cavaliers,119,Orlando Magic,98
6,Charlotte Bobcats,123,Philadelphia 76ers,93
7,Houston Rockets,103,Toronto Raptors,107
8,Boston Celtics,92,Washington Wizards,118
9,Chicago Bulls,105,Atlanta Hawks,92
10,Milwaukee Bucks,77,Miami Heat,96
11,Memphis Grizzlies,88,Minnesota Timberwolves,102
12,Golden State Warriors,90,San Antonio Spurs,111
13,New Orleans Pelicans,107,Denver Nuggets,137
14,Los Angeles Clippers,112,Phoenix Suns,108
15,Los Angeles Lakers,102,Sacramento Kings,107
16,San Antonio Spurs,94,Oklahoma City Thunder,106
17,Dallas Mavericks,113,Los Angeles Clippers,107
18,Orlando Magic,80,Charlotte Bobcats,91
19,Denver Nuggets,92,Memphis Grizzlies,100
20,Indiana Pacers,94,Toronto Raptors,102
21,Cleveland Cavaliers,98,Atlanta Hawks,117
22,Philadelphia 76ers,111,Boston Celtics,102
23,Detroit Pistons,104,Brooklyn Nets,116
24,Minnesota Timberwolves,122,Miami Heat,121
25,Washington Wizards,90,New York Knicks,89
26,Milwaukee Bucks,90,Chicago Bulls,102
27,New Orleans Pelicans,96,Utah Jazz,100
28,Oklahoma City Thunder,107,Houston Rockets,111
29,Phoenix Suns,109,Portland Trail Blazers,93
30,Sacramento Kings,69,Golden State Warriors,102
31,Dallas Mavericks,107,Los Angeles Lakers,95
32,Minnesota Timberwolves,92,Orlando Magic,100
33,Chicago Bulls,96,Washington Wizards,78
34,Charlotte Bobcats,96,Cleveland Cavaliers,94
35,Boston Celtics,111,Detroit Pistons,115
36,Brooklyn Nets,105,Philadelphia 76ers,101
37,Toronto Raptors,102,Milwaukee Bucks,98
38,New York Knicks,91,Miami Heat,102
39,Los Angeles Lakers,97,Los Angeles Clippers,120
40,Atlanta Hawks,107,Indiana Pacers,88
41,Dallas Mavericks,93,Sacramento Kings,91
42,Denver Nuggets,125,Houston Rockets,130
43,Memphis Grizzlies,92,San Antonio Spurs,112
44,Utah Jazz,102,Golden State Warriors,130
45,Oklahoma City Thunder,115,Phoenix Suns,122
46,New Orleans Pelicans,94,Portland Trail Blazers,100
47,Detroit Pistons,102,Atlanta Hawks,95
48,Brooklyn Nets,88,Miami Heat,87
49,San Antonio Spurs,91,Minnesota Timberwolves,110
50,Dallas Mavericks,95,Utah Jazz,83
51,Oklahoma City Thunder,107,Sacramento Kings,92
52,Houston Rockets,145,Los Angeles Lakers,130
53,Detroit Pistons,100,Cleveland Cavaliers,122
54,Brooklyn Nets,111,Orlando Magic,115
55,Philadelphia 76ers,114,Toronto Raptors,125
56,Charlotte Bobcats,94,Washington Wizards,88
57,Boston Celtics,97,Atlanta Hawks,105
58,Miami Heat,102,Memphis Grizzlies,107
59,Indiana Pacers,104,Milwaukee Bucks,102
60,Chicago Bulls,102,Minnesota Timberwolves,87
61,Phoenix Suns,94,New Orleans Pelicans,88
62,Houston Rockets,116,Denver Nuggets,123
63,Sacramento Kings,99,Portland Trail Blazers,100
64,Oklahoma City Thunder,107,Los Angeles Clippers,101
65,San Antonio Spurs,109,Dallas Mavericks,100
66,Denver Nuggets,100,Golden State Warriors,99
67,Washington Wizards,96,Orlando Magic,86
68,New York Knicks,108,Toronto Raptors,100
69,Charlotte Bobcats,103,Boston Celtics,106
70,Atlanta Hawks,93,Brooklyn Nets,88
71,Indiana Pacers,86,Miami Heat,98
72,Detroit Pistons,98,Chicago Bulls,106
73,Philadelphia 76ers,95,Memphis Grizzlies,117
74,Houston Rockets,110,Minnesota Timberwolves,112
75,New Orleans Pelicans,94,Oklahoma City Thunder,116
76,Cleveland Cavaliers,116,Milwaukee Bucks,119
77,Phoenix Suns,104,San Antonio Spurs,112
78,Portland Trail Blazers,111,Utah Jazz,99
79,Golden State Warriors,112,Los Angeles Lakers,95
80,Sacramento Kings,101,Los Angeles Clippers,117
81,Philadelphia 76ers,105,Charlotte Bobcats,111
82,Milwaukee Bucks,91,Washington Wizards,104
83,Miami Heat,85,Atlanta Hawks,98
84,Boston Celtics,111,Cleveland Cavaliers,99
85,New Orleans Pelicans,104,Houston Rockets,111
86,Phoenix Suns,98,Dallas Mavericks,101
87,Utah Jazz,94,Denver Nuggets,101
88,Oklahoma City Thunder,97,Indiana Pacers,102
89,Toronto Raptors,116,Detroit Pistons,107
90,Orlando Magic,88,Brooklyn Nets,97
91,Chicago Bulls,89,New York Knicks,100
92,Golden State Warriors,117,Portland Trail Blazers,119
93,Minnesota Timberwolves,103,Sacramento Kings,106
94,Memphis Grizzlies,102,Los Angeles Lakers,90
95,Boston Celtics,108,Philadelphia 76ers,113
96,Milwaukee Bucks,100,Toronto Raptors,110
97,Miami Heat,93,Washington Wizards,114
98,Charlotte Bobcats,95,Atlanta Hawks,93
99,Orlando Magic,95,Chicago Bulls,108
100,San Antonio Spurs,98,Houston Rockets,104
101,Oklahoma City Thunder,89,New Orleans Pelicans,101
102,Los Angeles Lakers,119,Utah Jazz,104
103,Memphis Grizzlies,97,Phoenix Suns,91
104,Minnesota Timberwolves,120,Golden State Warriors,130
105,New York Knicks,109,Brooklyn Nets,98
106,Denver Nuggets,105,Los Angeles Clippers,117
