,Team1,1pts,Team2,2pts
73,Dallas Mavericks,126,Sacramento Kings,108
74,Golden State Warriors,104,Los Angeles Clippers,107
75,Orlando Magic,98,Cleveland Cavaliers,92
76,Portland Trail Blazers,91,Los Angeles Lakers,88
77,Miami Heat,111,New York Knicks,98
78,Chicago Bulls,104,Toronto Raptors,88
79,Minnesota Timberwolves,86,New Orleans Hornets,114
80,Oklahoma City Thunder,117,Golden State Warriors,120
81,Houston Rockets,106,Phoenix Suns,116
82,Orlando Magic,118,Indiana Pacers,98
83,Miami Heat,107,Philadelphia 76ers,105
84,Toronto Raptors,111,Detroit Pistons,97
85,Charlotte Bobcats,105,New Jersey Nets,95
86,Washington Wizards,103,New York Knicks,114
87,Atlanta Hawks,104,Milwaukee Bucks,96
88,Minnesota Timberwolves,111,San Antonio Spurs,133
89,Memphis Grizzlies,101,Denver Nuggets,123
90,Oklahoma City Thunder,95,Portland Trail Blazers,103
91,Houston Rockets,117,Sacramento Kings,107
92,Dallas Mavericks,117,Los Angeles Clippers,94
93,Boston Celtics,93,Chicago Bulls,101
94,Utah Jazz,103,Golden State Warriors,94
95,Sacramento Kings,100,Los Angeles Lakers,106
96,Denver Nuggets,101,Phoenix Suns,123
97,Cleveland Cavaliers,83,Atlanta Hawks,99
98,Milwaukee Bucks,106,Boston Celtics,95
99,Chicago Bulls,98,Charlotte Bobcats,89
100,San Antonio Spurs,89,Dallas Mavericks,96
101,New Orleans Hornets,123,Houston Rockets,115
102,New Jersey Nets,86,Miami Heat,94
103,Detroit Pistons,103,Minnesota Timberwolves,98
104,Memphis Grizzlies,105,Oklahoma City Thunder,114
105,Philadelphia 76ers,111,Orlando Magic,125
106,New York Knicks,113,Toronto Raptors,131
107,Indiana Pacers,97,Washington Wizards,98
108,Los Angeles Lakers,91,Los Angeles Clippers,107
109,Golden State Warriors,122,Portland Trail Blazers,116
110,Phoenix Suns,100,Utah Jazz,86
