,Team1,1pts,Team2,2pts
124,Toronto Raptors,112,Detroit Pistons,99
125,Miami Heat,108,Philadelphia 76ers,104
126,Chicago Bulls,110,Washington Wizards,109
127,New Orleans Pelicans,107,Minnesota Timberwolves,99
128,Memphis Grizzlies,122,Oklahoma City Thunder,126
129,Orlando Magic,104,Denver Nuggets,113
130,Boston Celtics,109,Dallas Mavericks,103
131,Golden State Warriors,112,Portland Trail Blazers,122
132,Utah Jazz,111,Atlanta Hawks,106
133,Los Angeles Lakers,104,Milwaukee Bucks,111
134,Brooklyn Nets,105,San Antonio Spurs,118
135,Houston Rockets,122,Los Angeles Clippers,117
136,Memphis Grizzlies,107,Cleveland Cavaliers,114
137,Sacramento Kings,105,Indiana Pacers,119
138,Detroit Pistons,93,Boston Celtics,114
139,Washington Wizards,118,Toronto Raptors,122
140,New York Knicks,114,Miami Heat,129
141,Phoenix Suns,108,Oklahoma City Thunder,126
142,Dallas Mavericks,117,Philadelphia 76ers,98
143,Minnesota Timberwolves,100,Denver Nuggets,109
144,Orlando Magic,103,Portland Trail Blazers,118
145,New Orleans Pelicans,102,Golden State Warriors,106
146,Utah Jazz,114,Charlotte Hornets,107
147,Atlanta Hawks,112,Brooklyn Nets,122
148,Chicago Bulls,119,Detroit Pistons,107
149,Washington Wizards,108,Philadelphia 76ers,125
150,Milwaukee Bucks,123,New York Knicks,102
151,Sacramento Kings,115,Memphis Grizzlies,119
152,Los Angeles Clippers,134,San Antonio Spurs,109
153,Houston Rockets,139,Phoenix Suns,125
154,Minnesota Timberwolves,106,Portland Trail Blazers,113
155,Dallas Mavericks,107,Toronto Raptors,110
156,Charlotte Hornets,93,Boston Celtics,119
157,Indiana Pacers,89,Milwaukee Bucks,117
158,Los Angeles Clippers,112,Oklahoma City Thunder,118
159,Denver Nuggets,128,Los Angeles Lakers,104
160,Atlanta Hawks,118,Cleveland Cavaliers,121
161,Philadelphia 76ers,125,Detroit Pistons,109
162,Toronto Raptors,115,Indiana Pacers,120
163,Washington Wizards,121,New York Knicks,115
164,Chicago Bulls,95,Orlando Magic,103
165,Utah Jazz,104,Miami Heat,107
166,San Antonio Spurs,145,Memphis Grizzlies,115
167,Denver Nuggets,113,Phoenix Suns,111
168,New Orleans Pelicans,102,Portland Trail Blazers,94
169,Houston Rockets,113,Sacramento Kings,104
170,Minnesota Timberwolves,104,Golden State Warriors,113
171,Boston Celtics,118,Toronto Raptors,102
172,Milwaukee Bucks,109,Philadelphia 76ers,121
173,Houston Rockets,104,Golden State Warriors,116
174,Los Angeles Clippers,111,Los Angeles Lakers,106
175,New Orleans Pelicans,112,Denver Nuggets,100
176,Washington Wizards,102,Detroit Pistons,132
177,New York Knicks,94,Brooklyn Nets,82
178,San Antonio Spurs,98,Dallas Mavericks,102
179,Memphis Grizzlies,110,Oklahoma City Thunder,97
180,Minnesota Timberwolves,105,Sacramento Kings,104
181,Portland Trail Blazers,115,Utah Jazz,121
182,Cleveland Cavaliers,117,Boston Celtics,129
183,Oklahoma City Thunder,104,Charlotte Hornets,102
184,Philadelphia 76ers,97,Orlando Magic,98
185,Milwaukee Bucks,112,Atlanta Hawks,86
186,Indiana Pacers,112,Miami Heat,113
187,Phoenix Suns,96,Golden State Warriors,105
188,Memphis Grizzlies,110,Denver Nuggets,119
189,Toronto Raptors,113,Boston Celtics,97
190,Indiana Pacers,98,New Orleans Pelicans,120
191,Atlanta Hawks,81,Chicago Bulls,116
192,Brooklyn Nets,98,Houston Rockets,108
193,Philadelphia 76ers,116,Miami Heat,117
194,Cleveland Cavaliers,94,Minnesota Timberwolves,88
195,New York Knicks,107,Washington Wizards,100
196,Dallas Mavericks,141,Golden State Warriors,121
197,Orlando Magic,100,Milwaukee Bucks,111
198,Detroit Pistons,109,San Antonio Spurs,136
199,Phoenix Suns,112,Sacramento Kings,110
200,Los Angeles Lakers,128,Portland Trail Blazers,120
201,Utah Jazz,120,Los Angeles Clippers,107
202,Oklahoma City Thunder,98,Toronto Raptors,97
203,Sacramento Kings,115,Denver Nuggets,120
204,Charlotte Hornets,104,Memphis Grizzlies,117
205,Houston Rockets,112,New Orleans Pelicans,127
206,Dallas Mavericks,95,Los Angeles Lakers,108
207,Atlanta Hawks,101,Orlando Magic,93
208,Miami Heat,105,Washington Wizards,123
209,Milwaukee Bucks,123,Chicago Bulls,102
210,Brooklyn Nets,115,Minnesota Timberwolves,122
211,Detroit Pistons,81,Utah Jazz,104
212,Phoenix Suns,122,Portland Trail Blazers,116
213,Boston Celtics,109,Charlotte Hornets,92
214,Philadelphia 76ers,97,Indiana Pacers,115
215,Los Angeles Clippers,105,Sacramento Kings,87
216,Denver Nuggets,104,Houston Rockets,130
217,Golden State Warriors,113,San Antonio Spurs,117
218,Cleveland Cavaliers,97,Toronto Raptors,117
219,Dallas Mavericks,101,Oklahoma City Thunder,106
