,Team1,1pts,Team2,2pts
43,Charlotte Bobcats,93,New York Knicks,97
44,Toronto Raptors,108,Philadelphia 76ers,106
45,Orlando Magic,97,Washington Wizards,104
46,Boston Celtics,85,Atlanta Hawks,93
47,Utah Jazz,89,Memphis Grizzlies,91
48,Indiana Pacers,109,Minnesota Timberwolves,116
49,New Jersey Nets,99,New Orleans Hornets,103
50,Chicago Bulls,93,Milwaukee Bucks,96
51,Dallas Mavericks,112,San Antonio Spurs,103
52,Miami Heat,109,Phoenix Suns,105
53,Los Angeles Lakers,98,Portland Trail Blazers,107
54,Cleveland Cavaliers,97,Denver Nuggets,99
55,Sacramento Kings,101,Golden State Warriors,108
56,Memphis Grizzlies,87,Charlotte Bobcats,89
57,Atlanta Hawks,81,Orlando Magic,113
58,Philadelphia 76ers,104,Detroit Pistons,94
59,Minnesota Timberwolves,96,Chicago Bulls,110
60,Indiana Pacers,102,Oklahoma City Thunder,108
61,Utah Jazz,111,Dallas Mavericks,93
62,New York Knicks,96,Houston Rockets,105
63,Denver Nuggets,100,Sacramento Kings,102
64,Boston Celtics,114,Toronto Raptors,107
65,New Orleans Hornets,115,Washington Wizards,110
66,Miami Heat,84,Los Angeles Clippers,94
67,New Jersey Nets,85,San Antonio Spurs,97
68,Cleveland Cavaliers,106,Portland Trail Blazers,94
69,Milwaukee Bucks,77,Los Angeles Lakers,95
70,Toronto Raptors,101,Indiana Pacers,105
71,New Orleans Hornets,92,Philadelphia 76ers,96
72,Atlanta Hawks,102,Boston Celtics,96
73,Detroit Pistons,87,Chicago Bulls,120
74,New York Knicks,88,Oklahoma City Thunder,106
75,Minnesota Timberwolves,94,Denver Nuggets,105
76,Milwaukee Bucks,101,Phoenix Suns,105
77,Miami Heat,89,Utah Jazz,118
78,Cleveland Cavaliers,117,Golden State Warriors,114
79,Houston Rockets,94,Charlotte Bobcats,102
80,Detroit Pistons,99,Washington Wizards,90
81,Los Angeles Clippers,102,Memphis Grizzlies,104
82,Los Angeles Lakers,85,San Antonio Spurs,105
83,Orlando Magic,109,Sacramento Kings,88
84,Washington Wizards,82,Atlanta Hawks,94
85,Phoenix Suns,114,Indiana Pacers,122
86,New York Knicks,93,Philadelphia 76ers,92
87,Boston Celtics,111,New Jersey Nets,87
88,Los Angeles Clippers,94,New Orleans Hornets,108
89,San Antonio Spurs,109,Oklahoma City Thunder,108
90,Los Angeles Lakers,100,Dallas Mavericks,95
91,Minnesota Timberwolves,114,Houston Rockets,120
92,Orlando Magic,97,Denver Nuggets,115
93,Milwaukee Bucks,108,Portland Trail Blazers,120
94,Miami Heat,115,Golden State Warriors,102
95,Chicago Bulls,96,Boston Celtics,83
96,Cleveland Cavaliers,96,Utah Jazz,97
97,San Antonio Spurs,76,Charlotte Bobcats,92
98,Sacramento Kings,86,Philadelphia 76ers,98
99,Phoenix Suns,101,Atlanta Hawks,102
100,Washington Wizards,119,Chicago Bulls,121
101,New Orleans Hornets,104,Detroit Pistons,110
102,Minnesota Timberwolves,110,Memphis Grizzlies,135
103,Indiana Pacers,121,New Jersey Nets,105
104,Toronto Raptors,112,New York Knicks,104
105,Oklahoma City Thunder,98,Dallas Mavericks,99
106,Miami Heat,115,Houston Rockets,106
107,Milwaukee Bucks,113,Golden State Warriors,104
108,Los Angeles Clippers,86,Los Angeles Lakers,126
109,Orlando Magic,87,Portland Trail Blazers,102
110,New Orleans Hornets,101,Indiana Pacers,96
111,Phoenix Suns,99,Charlotte Bobcats,125
112,Sacramento Kings,86,Washington Wizards,96
113,New York Knicks,90,Detroit Pistons,94
114,San Antonio Spurs,86,Memphis Grizzlies,92
115,Miami Heat,80,Oklahoma City Thunder,98
116,Milwaukee Bucks,95,Utah Jazz,112
117,Cleveland Cavaliers,102,Los Angeles Clippers,101
118,Dallas Mavericks,88,Toronto Raptors,110
119,Utah Jazz,112,Denver Nuggets,119
120,Detroit Pistons,91,New York Knicks,99
121,Portland Trail Blazers,92,Washington Wizards,97
122,Oklahoma City Thunder,94,Atlanta Hawks,91
123,Sacramento Kings,103,Charlotte Bobcats,105
124,Milwaukee Bucks,98,Houston Rockets,101
125,New Jersey Nets,95,Los Angeles Clippers,106
126,Philadelphia 76ers,103,Minnesota Timberwolves,108
127,San Antonio Spurs,97,New Orleans Hornets,90
128,Chicago Bulls,97,Golden State Warriors,114
129,Phoenix Suns,118,Memphis Grizzlies,125
130,Dallas Mavericks,99,Boston Celtics,90
131,Orlando Magic,92,Los Angeles Lakers,98
132,Toronto Raptors,100,Cleveland Cavaliers,108
133,Indiana Pacers,83,Miami Heat,113
134,Sacramento Kings,97,Atlanta Hawks,108
135,Miami Heat,65,Charlotte Bobcats,104
136,Indiana Pacers,98,Orlando Magic,109
137,Portland Trail Blazers,98,Philadelphia 76ers,90
138,Dallas Mavericks,94,Washington Wizards,93
139,Boston Celtics,86,Detroit Pistons,92
140,Toronto Raptors,107,Milwaukee Bucks,113
141,Oklahoma City Thunder,94,Minnesota Timberwolves,92
142,Memphis Grizzlies,111,New Orleans Hornets,113
143,New Jersey Nets,94,Phoenix Suns,118
144,Utah Jazz,105,San Antonio Spurs,98
145,Denver Nuggets,123,Golden State Warriors,118
146,Chicago Bulls,97,Los Angeles Clippers,104
147,Los Angeles Lakers,87,Cleveland Cavaliers,93
148,Los Angeles Clippers,85,Denver Nuggets,105
149,Sacramento Kings,84,Orlando Magic,100
150,Dallas Mavericks,81,Philadelphia 76ers,92
151,Milwaukee Bucks,96,Toronto Raptors,101
152,Miami Heat,112,Washington Wizards,88
153,Charlotte Bobcats,89,Atlanta Hawks,103
154,Portland Trail Blazers,95,Boston Celtics,98
155,Indiana Pacers,105,Detroit Pistons,93
156,Oklahoma City Thunder,84,Memphis Grizzlies,86
157,New Orleans Hornets,96,Minnesota Timberwolves,94
158,Los Angeles Lakers,115,New York Knicks,105
159,Houston Rockets,116,San Antonio Spurs,109
160,New Jersey Nets,79,Golden State Warriors,111
161,Chicago Bulls,115,Phoenix Suns,104
162,Orlando Magic,106,Charlotte Bobcats,95
163,Philadelphia 76ers,107,Indiana Pacers,97
164,Oklahoma City Thunder,99,Cleveland Cavaliers,100
165,Portland Trail Blazers,97,Detroit Pistons,93
166,Sacramento Kings,84,Miami Heat,115
167,Chicago Bulls,104,Houston Rockets,97
168,Minnesota Timberwolves,94,Milwaukee Bucks,127
169,New Orleans Hornets,110,Denver Nuggets,116
170,Golden State Warriors,103,Phoenix Suns,112
171,New Jersey Nets,83,Utah Jazz,116
172,Dallas Mavericks,128,New York Knicks,78
173,Los Angeles Clippers,92,Washington Wizards,78
174,Los Angeles Lakers,105,Toronto Raptors,106
175,Indiana Pacers,109,Philadelphia 76ers,98
176,Los Angeles Clippers,89,Boston Celtics,95
177,Cleveland Cavaliers,92,Miami Heat,91
178,Orlando Magic,94,Memphis Grizzlies,99
179,Atlanta Hawks,102,Houston Rockets,95
180,Chicago Bulls,98,San Antonio Spurs,93
181,Charlotte Bobcats,93,Denver Nuggets,104
182,Phoenix Suns,115,Utah Jazz,124
183,New Orleans Hornets,98,Portland Trail Blazers,97
184,Los Angeles Lakers,115,Washington Wizards,103
185,Minnesota Timberwolves,105,New York Knicks,132
186,Milwaukee Bucks,107,Dallas Mavericks,108
187,Charlotte Bobcats,114,Phoenix Suns,109
188,Golden State Warriors,96,Sacramento Kings,99
189,Minnesota Timberwolves,95,Cleveland Cavaliers,109
190,Los Angeles Lakers,118,Indiana Pacers,96
191,Miami Heat,103,Toronto Raptors,111
192,Memphis Grizzlies,99,Detroit Pistons,93
193,Los Angeles Clippers,87,New Jersey Nets,103
194,Philadelphia 76ers,88,Milwaukee Bucks,91
195,Chicago Bulls,96,Oklahoma City Thunder,86
196,Denver Nuggets,97,Houston Rockets,92
197,Atlanta Hawks,90,San Antonio Spurs,105
198,Utah Jazz,106,Portland Trail Blazers,95
199,New Orleans Hornets,123,Golden State Warriors,110
200,Toronto Raptors,106,New York Knicks,104
201,Boston Celtics,94,Orlando Magic,96
202,Dallas Mavericks,106,Phoenix Suns,112
203,Cleveland Cavaliers,94,Indiana Pacers,73
204,Los Angeles Lakers,99,Philadelphia 76ers,91
205,Boston Celtics,91,Atlanta Hawks,100
206,Miami Heat,92,Detroit Pistons,65
207,Los Angeles Clippers,97,Minnesota Timberwolves,111
208,Washington Wizards,81,New Jersey Nets,79
209,Chicago Bulls,108,New Orleans Hornets,106
210,Denver Nuggets,84,Oklahoma City Thunder,101
211,Portland Trail Blazers,100,Houston Rockets,104
212,Memphis Grizzlies,97,San Antonio Spurs,104
213,Sacramento Kings,94,Utah Jazz,101
214,Charlotte Bobcats,121,Golden State Warriors,110
215,Atlanta Hawks,86,Orlando Magic,104
216,New Orleans Hornets,109,Memphis Grizzlies,102
217,New York Knicks,96,Washington Wizards,106
218,Miami Heat,84,Milwaukee Bucks,95
219,Portland Trail Blazers,114,Dallas Mavericks,112
220,Charlotte Bobcats,103,Sacramento Kings,96
221,Denver Nuggets,103,San Antonio Spurs,89
222,Los Angeles Lakers,90,Boston Celtics,89
223,Los Angeles Clippers,89,Cleveland Cavaliers,114
224,Orlando Magic,91,Detroit Pistons,86
225,Philadelphia 76ers,83,New Jersey Nets,79
226,Indiana Pacers,102,Toronto Raptors,117
227,Phoenix Suns,115,Houston Rockets,111
228,New York Knicks,91,Minnesota Timberwolves,112
229,Golden State Warriors,104,Oklahoma City Thunder,112
