,Team1,1pts,Team2,2pts
81,Atlanta Hawks,125,Denver Nuggets,121
82,Los Angeles Lakers,123,Phoenix Suns,115
83,Brooklyn Nets,114,Utah Jazz,119
84,Portland Trail Blazers,99,Sacramento Kings,107
85,Memphis Grizzlies,119,Charlotte Hornets,117
86,Philadelphia 76ers,97,Orlando Magic,112
87,Washington Wizards,133,Boston Celtics,140
88,Los Angeles Clippers,93,Houston Rockets,102
89,San Antonio Spurs,114,Minnesota Timberwolves,129
90,Golden State Warriors,94,Los Angeles Lakers,120
91,Toronto Raptors,114,Portland Trail Blazers,106
92,Miami Heat,108,Cleveland Cavaliers,97
93,Chicago Bulls,115,Milwaukee Bucks,124
94,Los Angeles Clippers,127,New Orleans Pelicans,132
95,Dallas Mavericks,103,New York Knicks,106
96,Atlanta Hawks,112,Phoenix Suns,128
97,Brooklyn Nets,93,Denver Nuggets,101
98,Detroit Pistons,106,Charlotte Hornets,109
99,San Antonio Spurs,109,Orlando Magic,111
100,Indiana Pacers,102,Houston Rockets,111
101,Utah Jazz,106,Memphis Grizzlies,107
102,Washington Wizards,137,Minnesota Timberwolves,116
103,Philadelphia 76ers,119,Oklahoma City Thunder,127
104,Boston Celtics,105,Golden State Warriors,100
105,Sacramento Kings,97,Los Angeles Lakers,99
106,Brooklyn Nets,117,Chicago Bulls,111
107,Milwaukee Bucks,102,Indiana Pacers,83
108,Charlotte Hornets,103,New York Knicks,102
109,New Orleans Pelicans,94,Miami Heat,109
110,Houston Rockets,125,Minnesota Timberwolves,105
111,Toronto Raptors,102,Dallas Mavericks,110
112,Portland Trail Blazers,121,San Antonio Spurs,116
113,Atlanta Hawks,101,Los Angeles Clippers,150
114,Philadelphia 76ers,114,Cleveland Cavaliers,95
115,Boston Celtics,99,Sacramento Kings,100
116,Denver Nuggets,131,Memphis Grizzlies,114
117,Washington Wizards,121,Orlando Magic,125
118,Golden State Warriors,100,New Orleans Pelicans,108
119,Atlanta Hawks,101,Los Angeles Lakers,122
120,Cleveland Cavaliers,105,New York Knicks,123
121,Indiana Pacers,115,Brooklyn Nets,86
122,Charlotte Hornets,96,Toronto Raptors,132
123,Milwaukee Bucks,115,Chicago Bulls,101
124,Portland Trail Blazers,108,Houston Rockets,132
125,San Antonio Spurs,110,Dallas Mavericks,117
126,Boston Celtics,99,Phoenix Suns,85
127,Minnesota Timberwolves,112,Utah Jazz,102
128,Oklahoma City Thunder,88,Los Angeles Clippers,90
129,Golden State Warriors,114,Memphis Grizzlies,95
130,Portland Trail Blazers,104,New Orleans Pelicans,115
131,Phoenix Suns,116,Sacramento Kings,120
132,Oklahoma City Thunder,107,Los Angeles Lakers,112
133,New York Knicks,104,Philadelphia 76ers,109
134,San Antonio Spurs,132,Washington Wizards,138
135,Milwaukee Bucks,135,Atlanta Hawks,127
136,Charlotte Hornets,91,Brooklyn Nets,101
137,Golden State Warriors,94,Dallas Mavericks,142
138,Cleveland Cavaliers,100,Miami Heat,124
139,Orlando Magic,97,Toronto Raptors,113
140,Detroit Pistons,89,Chicago Bulls,109
141,Utah Jazz,103,Minnesota Timberwolves,95
142,Houston Rockets,95,Denver Nuggets,105
143,Boston Celtics,104,Los Angeles Clippers,107
144,Portland Trail Blazers,129,Milwaukee Bucks,137
145,New Orleans Pelicans,124,Phoenix Suns,121
146,Atlanta Hawks,103,Detroit Pistons,128
147,Charlotte Hornets,118,Washington Wizards,125
148,Sacramento Kings,97,Brooklyn Nets,116
149,Miami Heat,116,Chicago Bulls,108
150,Los Angeles Lakers,130,Oklahoma City Thunder,127
151,San Antonio Spurs,104,Philadelphia 76ers,115
152,Cleveland Cavaliers,101,Dallas Mavericks,143
153,Boston Celtics,92,Denver Nuggets,96
154,Golden State Warriors,109,Utah Jazz,113
155,Houston Rockets,119,Los Angeles Clippers,122
156,Phoenix Suns,100,Minnesota Timberwolves,98
157,Chicago Bulls,116,Charlotte Hornets,115
158,Orlando Magic,106,Indiana Pacers,111
159,Toronto Raptors,119,Atlanta Hawks,116
160,San Antonio Spurs,111,New York Knicks,104
161,Miami Heat,86,Philadelphia 76ers,113
162,Portland Trail Blazers,104,Cleveland Cavaliers,110
163,Los Angeles Lakers,109,Memphis Grizzlies,108
164,Detroit Pistons,90,Milwaukee Bucks,104
165,New Orleans Pelicans,120,Utah Jazz,128
166,Dallas Mavericks,137,Houston Rockets,123
167,Brooklyn Nets,103,New York Knicks,101
168,Sacramento Kings,113,Washington Wizards,106
169,Phoenix Suns,104,Denver Nuggets,116
170,New Orleans Pelicans,109,Los Angeles Clippers,134
171,Brooklyn Nets,108,Cleveland Cavaliers,106
172,Orlando Magic,88,Detroit Pistons,103
173,Memphis Grizzlies,114,Indiana Pacers,126
174,Minnesota Timberwolves,125,Atlanta Hawks,113
175,Sacramento Kings,102,Boston Celtics,103
176,Charlotte Hornets,100,Miami Heat,117
177,Philadelphia 76ers,96,Toronto Raptors,101
178,Portland Trail Blazers,117,Chicago Bulls,94
179,Utah Jazz,118,Milwaukee Bucks,122
180,Los Angeles Lakers,114,San Antonio Spurs,104
181,Oklahoma City Thunder,100,Golden State Warriors,97
182,Los Angeles Clippers,114,Dallas Mavericks,99
183,Washington Wizards,104,Denver Nuggets,117
184,Brooklyn Nets,110,Boston Celtics,121
185,Detroit Pistons,101,Charlotte Hornets,102
186,Orlando Magic,116,Cleveland Cavaliers,104
187,Utah Jazz,102,Indiana Pacers,121
188,Sacramento Kings,91,Philadelphia 76ers,97
189,New York Knicks,98,Toronto Raptors,126
190,Miami Heat,108,Houston Rockets,117
191,Los Angeles Clippers,121,Memphis Grizzlies,119
192,Atlanta Hawks,102,Milwaukee Bucks,111
193,Minnesota Timberwolves,113,San Antonio Spurs,101
194,Washington Wizards,140,Phoenix Suns,132
195,Los Angeles Lakers,114,New Orleans Pelicans,110
196,Oklahoma City Thunder,119,Portland Trail Blazers,136
197,Chicago Bulls,90,Golden State Warriors,104
198,Boston Celtics,107,Brooklyn Nets,112
199,Charlotte Hornets,110,Detroit Pistons,107
200,Toronto Raptors,90,Orlando Magic,83
201,Milwaukee Bucks,119,Cleveland Cavaliers,110
202,Philadelphia 76ers,101,New York Knicks,95
203,Atlanta Hawks,104,Indiana Pacers,105
204,Utah Jazz,103,Memphis Grizzlies,94
205,Golden State Warriors,105,Miami Heat,122
206,New Orleans Pelicans,104,Oklahoma City Thunder,109
207,Los Angeles Clippers,97,San Antonio Spurs,107
208,Dallas Mavericks,120,Phoenix Suns,113
209,Chicago Bulls,103,Portland Trail Blazers,107
210,Washington Wizards,103,Los Angeles Lakers,125
211,Denver Nuggets,97,Sacramento Kings,100
212,Indiana Pacers,116,Philadelphia 76ers,119
213,Atlanta Hawks,111,Houston Rockets,158
214,Charlotte Hornets,96,Milwaukee Bucks,137
