,Team1,1pts,Team2,2pts
199,Memphis Grizzlies,94,Golden State Warriors,106
200,Portland Trail Blazers,97,Los Angeles Lakers,81
201,Detroit Pistons,95,New York Knicks,109
202,Orlando Magic,112,Toronto Raptors,131
203,Cleveland Cavaliers,74,San Antonio Spurs,103
204,Oklahoma City Thunder,92,Dallas Mavericks,91
205,Memphis Grizzlies,90,Sacramento Kings,91
206,New Orleans Pelicans,100,Utah Jazz,108
207,Milwaukee Bucks,118,Charlotte Hornets,108
208,Minnesota Timberwolves,115,Indiana Pacers,114
209,Phoenix Suns,91,Atlanta Hawks,95
210,Philadelphia 76ers,106,Brooklyn Nets,101
211,Miami Heat,97,Detroit Pistons,96
212,Golden State Warriors,113,Houston Rockets,106
213,Denver Nuggets,113,Portland Trail Blazers,122
214,Washington Wizards,119,Los Angeles Lakers,108
215,Oklahoma City Thunder,114,Orlando Magic,106
216,Atlanta Hawks,99,Philadelphia 76ers,92
217,Milwaukee Bucks,103,Boston Celtics,100
218,Miami Heat,105,New York Knicks,88
219,Charlotte Hornets,110,Toronto Raptors,106
220,Indiana Pacers,97,Memphis Grizzlies,110
221,Dallas Mavericks,118,New Orleans Pelicans,121
222,Golden State Warriors,110,San Antonio Spurs,98
223,Washington Wizards,124,Los Angeles Clippers,133
224,Utah Jazz,112,Sacramento Kings,82
225,Brooklyn Nets,89,Detroit Pistons,90
226,Cleveland Cavaliers,93,Chicago Bulls,99
227,Los Angeles Lakers,104,Minnesota Timberwolves,119
228,Los Angeles Clippers,124,Phoenix Suns,118
229,Houston Rockets,107,Portland Trail Blazers,117
230,Denver Nuggets,114,Charlotte Hornets,122
231,Indiana Pacers,100,Toronto Raptors,111
232,Orlando Magic,116,Boston Celtics,117
233,Philadelphia 76ers,105,Cleveland Cavaliers,122
234,Dallas Mavericks,90,Memphis Grizzlies,99
235,New York Knicks,98,Miami Heat,94
236,Detroit Pistons,105,Milwaukee Bucks,108
237,Sacramento Kings,89,New Orleans Pelicans,117
238,San Antonio Spurs,100,Oklahoma City Thunder,95
239,Washington Wizards,88,Utah Jazz,95
240,Houston Rockets,98,Golden State Warriors,107
