,Team1,1pts,Team2,2pts
108,Orlando Magic,108,Minnesota Timberwolves,99
109,Cleveland Cavaliers,99,Denver Nuggets,127
110,New Jersey Nets,89,Portland Trail Blazers,96
111,Los Angeles Lakers,92,Los Angeles Clippers,99
112,Denver Nuggets,97,San Antonio Spurs,110
113,Chicago Bulls,96,Memphis Grizzlies,84
114,Phoenix Suns,129,New York Knicks,121
115,Utah Jazz,101,Washington Wizards,108
116,Charlotte Bobcats,92,Philadelphia 76ers,96
117,Milwaukee Bucks,84,Houston Rockets,93
118,Toronto Raptors,81,New Orleans Hornets,85
119,Dallas Mavericks,89,Detroit Pistons,103
120,Indiana Pacers,107,Los Angeles Clippers,114
121,Sacramento Kings,98,Atlanta Hawks,100
122,New Jersey Nets,100,Golden State Warriors,109
123,Orlando Magic,106,Boston Celtics,109
124,Minnesota Timberwolves,102,Portland Trail Blazers,113
125,Oklahoma City Thunder,94,Los Angeles Lakers,101
126,Atlanta Hawks,93,Miami Heat,89
127,Charlotte Bobcats,83,Chicago Bulls,82
128,Phoenix Suns,106,Cleveland Cavaliers,98
129,Utah Jazz,95,New Jersey Nets,103
130,Philadelphia 76ers,98,Orlando Magic,99
131,Detroit Pistons,82,Boston Celtics,86
132,Washington Wizards,87,Milwaukee Bucks,100
133,Memphis Grizzlies,102,New Orleans Hornets,103
134,New York Knicks,89,Houston Rockets,104
135,Toronto Raptors,95,San Antonio Spurs,104
136,Los Angeles Lakers,100,Dallas Mavericks,109
137,Oklahoma City Thunder,107,Denver Nuggets,112
138,Portland Trail Blazers,94,Sacramento Kings,90
139,Indiana Pacers,108,Golden State Warriors,110
140,Minnesota Timberwolves,111,Los Angeles Clippers,126
141,Philadelphia 76ers,97,Charlotte Bobcats,100
142,Dallas Mavericks,77,Chicago Bulls,82
143,Los Angeles Clippers,93,Portland Trail Blazers,108
144,Detroit Pistons,74,New Jersey Nets,89
145,Toronto Raptors,72,Orlando Magic,112
146,Phoenix Suns,109,Washington Wizards,91
147,New Orleans Hornets,100,Atlanta Hawks,59
148,Utah Jazz,86,Boston Celtics,110
149,Milwaukee Bucks,102,Cleveland Cavaliers,88
150,Houston Rockets,110,Memphis Grizzlies,115
151,New York Knicks,92,San Antonio Spurs,101
152,Los Angeles Lakers,107,Denver Nuggets,97
153,Sacramento Kings,112,Golden State Warriors,119
154,Atlanta Hawks,103,Charlotte Bobcats,87
155,Dallas Mavericks,87,New Jersey Nets,86
156,Boston Celtics,83,Washington Wizards,85
157,Phoenix Suns,74,Detroit Pistons,75
158,Toronto Raptors,103,Miami Heat,120
159,Utah Jazz,85,Philadelphia 76ers,96
160,Cleveland Cavaliers,79,Chicago Bulls,92
161,San Antonio Spurs,72,New Orleans Hornets,96
162,New York Knicks,98,Oklahoma City Thunder,101
163,Orlando Magic,118,Houston Rockets,104
164,Memphis Grizzlies,94,Milwaukee Bucks,81
165,Indiana Pacers,92,Portland Trail Blazers,97
166,Golden State Warriors,109,Los Angeles Clippers,113
167,Indiana Pacers,107,Denver Nuggets,121
168,Cleveland Cavaliers,101,New Jersey Nets,103
169,Detroit Pistons,103,Orlando Magic,96
170,Phoenix Suns,95,Philadelphia 76ers,105
171,Memphis Grizzlies,100,Toronto Raptors,98
172,Washington Wizards,106,New York Knicks,115
173,Milwaukee Bucks,83,Chicago Bulls,92
174,Houston Rockets,129,Minnesota Timberwolves,125
175,Oklahoma City Thunder,89,New Orleans Hornets,91
176,Sacramento Kings,96,Portland Trail Blazers,81
177,San Antonio Spurs,113,Golden State Warriors,102
178,Denver Nuggets,120,Washington Wizards,109
179,Cleveland Cavaliers,95,Boston Celtics,112
180,Los Angeles Clippers,105,Dallas Mavericks,112
181,Charlotte Bobcats,94,Sacramento Kings,89
182,Utah Jazz,91,Los Angeles Lakers,120
183,Orlando Magic,111,Indiana Pacers,96
184,Memphis Grizzlies,88,New Jersey Nets,93
185,Philadelphia 76ers,107,Toronto Raptors,94
186,Denver Nuggets,109,Detroit Pistons,100
187,Atlanta Hawks,90,Milwaukee Bucks,98
188,Oklahoma City Thunder,118,Minnesota Timberwolves,117
189,Los Angeles Clippers,83,Houston Rockets,96
190,Charlotte Bobcats,114,Phoenix Suns,107
191,San Antonio Spurs,112,Utah Jazz,105
192,New Orleans Hornets,112,Golden State Warriors,103
193,Miami Heat,88,New York Knicks,93
194,Houston Rockets,106,Dallas Mavericks,111
195,Boston Celtics,88,Portland Trail Blazers,78
196,New Jersey Nets,92,Indiana Pacers,124
197,Memphis Grizzlies,99,Philadelphia 76ers,94
198,Milwaukee Bucks,116,Toronto Raptors,110
199,New York Knicks,102,Atlanta Hawks,111
200,Denver Nuggets,117,Cleveland Cavaliers,103
201,Detroit Pistons,87,Miami Heat,88
202,Orlando Magic,90,Chicago Bulls,99
203,Washington Wizards,117,Oklahoma City Thunder,124
204,Minnesota Timberwolves,100,Utah Jazz,108
205,Charlotte Bobcats,121,Golden State Warriors,113
206,Sacramento Kings,100,Los Angeles Lakers,95
207,Boston Celtics,71,Phoenix Suns,88
208,Indiana Pacers,89,Chicago Bulls,110
209,Washington Wizards,93,Memphis Grizzlies,107
210,Toronto Raptors,87,Minnesota Timberwolves,103
211,Atlanta Hawks,91,Dallas Mavericks,102
212,New Jersey Nets,81,Milwaukee Bucks,91
213,Houston Rockets,95,San Antonio Spurs,108
214,New Orleans Hornets,96,Sacramento Kings,102
215,Charlotte Bobcats,88,Los Angeles Clippers,103
216,Miami Heat,108,Oklahoma City Thunder,103
217,Boston Celtics,109,Los Angeles Lakers,96
218,Cleveland Cavaliers,87,Orlando Magic,103
219,Denver Nuggets,99,Philadelphia 76ers,110
220,Detroit Pistons,106,New York Knicks,124
221,New Orleans Hornets,102,Phoenix Suns,104
222,Utah Jazz,81,Golden State Warriors,96
223,Toronto Raptors,93,Indiana Pacers,104
224,Denver Nuggets,99,New Jersey Nets,115
225,Cleveland Cavaliers,90,Miami Heat,117
226,Orlando Magic,97,Memphis Grizzlies,100
227,Washington Wizards,92,Dallas Mavericks,102
228,Charlotte Bobcats,78,Utah Jazz,83
229,Milwaukee Bucks,98,Los Angeles Clippers,105
