,Team1,1pts,Team2,2pts
58,Sacramento Kings,102,New York Knicks,94
59,Brooklyn Nets,114,Atlanta Hawks,112
60,Washington Wizards,130,Minnesota Timberwolves,135
61,Boston Celtics,120,Los Angeles Lakers,107
62,Charlotte Hornets,114,Milwaukee Bucks,131
63,Phoenix Suns,120,Portland Trail Blazers,127
64,Chicago Bulls,108,Detroit Pistons,131
65,Toronto Raptors,125,Miami Heat,104
66,Indiana Pacers,89,Philadelphia 76ers,106
67,New Orleans Pelicans,116,Atlanta Hawks,128
68,Orlando Magic,97,Memphis Grizzlies,105
69,Houston Rockets,94,Dallas Mavericks,93
70,New York Knicks,92,Minnesota Timberwolves,103
71,Milwaukee Bucks,114,San Antonio Spurs,121
72,Phoenix Suns,115,Golden State Warriors,111
73,Toronto Raptors,101,Cleveland Cavaliers,126
74,Sacramento Kings,115,Washington Wizards,121
75,Detroit Pistons,75,Brooklyn Nets,103
76,Charlotte Hornets,106,Houston Rockets,118
77,Oklahoma City Thunder,98,Utah Jazz,89
78,Boston Celtics,115,Los Angeles Clippers,140
79,New York Knicks,98,Indiana Pacers,103
80,Cleveland Cavaliers,99,Philadelphia 76ers,106
81,Los Angeles Lakers,123,Chicago Bulls,107
82,San Antonio Spurs,112,Dallas Mavericks,105
83,Milwaukee Bucks,130,New Orleans Pelicans,113
84,Minnesota Timberwolves,107,Denver Nuggets,133
85,Portland Trail Blazers,125,Los Angeles Clippers,104
86,Brooklyn Nets,96,Oklahoma City Thunder,108
87,Orlando Magic,90,Washington Wizards,100
88,Memphis Grizzlies,111,Atlanta Hawks,132
89,Detroit Pistons,74,Miami Heat,108
90,Golden State Warriors,106,Houston Rockets,104
91,Utah Jazz,114,Phoenix Suns,97
92,Oklahoma City Thunder,106,Indiana Pacers,108
93,Cleveland Cavaliers,91,Orlando Magic,120
94,Sacramento Kings,120,Boston Celtics,126
95,Los Angeles Lakers,98,Toronto Raptors,111
96,Minnesota Timberwolves,100,Utah Jazz,120
97,Dallas Mavericks,99,Denver Nuggets,100
98,Los Angeles Lakers,97,Detroit Pistons,111
99,Sacramento Kings,114,Philadelphia 76ers,123
100,Charlotte Hornets,116,Washington Wizards,110
101,Phoenix Suns,102,Houston Rockets,108
102,Milwaukee Bucks,113,Miami Heat,98
103,Portland Trail Blazers,122,New Orleans Pelicans,110
104,New York Knicks,83,San Antonio Spurs,109
105,Chicago Bulls,121,Los Angeles Clippers,128
106,Atlanta Hawks,120,Boston Celtics,129
107,Phoenix Suns,138,New Orleans Pelicans,136
108,Memphis Grizzlies,128,Washington Wizards,135
109,Cleveland Cavaliers,116,Dallas Mavericks,121
110,Golden State Warriors,110,Oklahoma City Thunder,88
111,Portland Trail Blazers,103,San Antonio Spurs,108
112,Indiana Pacers,100,Denver Nuggets,102
113,Brooklyn Nets,98,Utah Jazz,114
114,Los Angeles Lakers,123,New York Knicks,124
115,Charlotte Hornets,75,Miami Heat,93
116,Philadelphia 76ers,130,Milwaukee Bucks,125
117,Toronto Raptors,107,Detroit Pistons,110
118,Atlanta Hawks,91,Orlando Magic,101
119,Chicago Bulls,102,Sacramento Kings,129
120,Minnesota Timberwolves,102,Houston Rockets,117
121,Brooklyn Nets,116,Los Angeles Clippers,119
122,Detroit Pistons,119,Cleveland Cavaliers,126
123,Utah Jazz,116,Washington Wizards,95
124,Denver Nuggets,114,Boston Celtics,105
125,New York Knicks,92,Toronto Raptors,128
126,Miami Heat,116,Oklahoma City Thunder,107
127,Golden State Warriors,105,San Antonio Spurs,111
128,New Orleans Pelicans,129,Dallas Mavericks,125
129,Chicago Bulls,116,Phoenix Suns,101
130,Indiana Pacers,98,Portland Trail Blazers,106
131,Philadelphia 76ers,118,Charlotte Hornets,114
132,Houston Rockets,121,Atlanta Hawks,105
133,Los Angeles Lakers,101,Milwaukee Bucks,115
134,Golden State Warriors,117,Minnesota Timberwolves,107
135,Brooklyn Nets,123,Sacramento Kings,121
136,Indiana Pacers,109,Los Angeles Clippers,115
137,Milwaukee Bucks,102,Cleveland Cavaliers,107
138,New Orleans Pelicans,96,Orlando Magic,119
139,Boston Celtics,115,Philadelphia 76ers,118
140,Utah Jazz,137,New York Knicks,116
141,Washington Wizards,120,Chicago Bulls,126
142,Houston Rockets,125,Memphis Grizzlies,126
143,Miami Heat,110,San Antonio Spurs,105
144,Toronto Raptors,123,Oklahoma City Thunder,114
145,Dallas Mavericks,118,Portland Trail Blazers,126
146,Minnesota Timberwolves,106,Charlotte Hornets,113
147,Denver Nuggets,113,Washington Wizards,108
148,Utah Jazz,114,Atlanta Hawks,117
149,Detroit Pistons,118,Phoenix Suns,98
150,Dallas Mavericks,100,Sacramento Kings,116
151,Indiana Pacers,89,Golden State Warriors,112
152,Memphis Grizzlies,119,Orlando Magic,123
153,Los Angeles Clippers,110,Cleveland Cavaliers,108
154,Denver Nuggets,111,New York Knicks,93
155,Oklahoma City Thunder,116,Toronto Raptors,109
156,San Antonio Spurs,105,Houston Rockets,111
157,Miami Heat,87,Milwaukee Bucks,116
158,Brooklyn Nets,111,Los Angeles Lakers,106
159,Boston Celtics,117,Charlotte Hornets,124
160,Miami Heat,113,Washington Wizards,108
161,Philadelphia 76ers,127,Atlanta Hawks,129
162,Utah Jazz,114,Chicago Bulls,83
163,Minnesota Timberwolves,112,Memphis Grizzlies,99
164,Dallas Mavericks,126,Golden State Warriors,91
165,Detroit Pistons,112,Portland Trail Blazers,117
166,Phoenix Suns,103,Sacramento Kings,112
167,Los Angeles Clippers,124,New York Knicks,113
168,Cleveland Cavaliers,105,Milwaukee Bucks,127
169,Denver Nuggets,88,Indiana Pacers,124
170,Charlotte Hornets,115,Toronto Raptors,114
171,Houston Rockets,113,New Orleans Pelicans,90
172,San Antonio Spurs,115,Boston Celtics,96
173,Detroit Pistons,114,Golden State Warriors,121
174,Sacramento Kings,106,Los Angeles Lakers,111
175,Philadelphia 76ers,98,Orlando Magic,119
176,Oklahoma City Thunder,103,Memphis Grizzlies,115
177,Phoenix Suns,92,Utah Jazz,125
178,Brooklyn Nets,144,Portland Trail Blazers,148
179,San Antonio Spurs,116,Charlotte Hornets,125
180,Boston Celtics,116,Cleveland Cavaliers,106
181,Orlando Magic,104,Miami Heat,99
182,Chicago Bulls,103,Toronto Raptors,112
183,Houston Rockets,94,Milwaukee Bucks,108
184,Los Angeles Clippers,122,Minnesota Timberwolves,111
185,Atlanta Hawks,130,New Orleans Pelicans,120
186,Sacramento Kings,125,Dallas Mavericks,121
187,Detroit Pistons,92,Denver Nuggets,95
188,Washington Wizards,106,Los Angeles Lakers,124
189,Portland Trail Blazers,118,Chicago Bulls,98
190,Golden State Warriors,118,Memphis Grizzlies,103
191,Indiana Pacers,99,Oklahoma City Thunder,107
192,Washington Wizards,124,Phoenix Suns,121
193,Los Angeles Lakers,100,Utah Jazz,115
194,Orlando Magic,98,Detroit Pistons,115
195,Brooklyn Nets,110,Philadelphia 76ers,123
196,Dallas Mavericks,99,Miami Heat,105
197,Toronto Raptors,117,New York Knicks,92
198,Denver Nuggets,85,Houston Rockets,112
199,Los Angeles Clippers,118,Milwaukee Bucks,128
200,Sacramento Kings,118,New Orleans Pelicans,121
201,Cleveland Cavaliers,110,San Antonio Spurs,116
202,Indiana Pacers,112,Boston Celtics,114
203,Portland Trail Blazers,118,Atlanta Hawks,98
204,Golden State Warriors,130,Minnesota Timberwolves,131
205,Denver Nuggets,115,Oklahoma City Thunder,105
206,Washington Wizards,124,Utah Jazz,128
207,Charlotte Hornets,115,Los Angeles Lakers,129
208,Cleveland Cavaliers,108,Los Angeles Clippers,132
209,Boston Celtics,96,Brooklyn Nets,110
210,Sacramento Kings,108,Houston Rockets,119
211,Portland Trail Blazers,90,Detroit Pistons,99
212,Orlando Magic,121,Indiana Pacers,116
213,Miami Heat,100,New York Knicks,92
214,Toronto Raptors,124,Chicago Bulls,101
215,Philadelphia 76ers,118,Minnesota Timberwolves,109
216,Memphis Grizzlies,120,Phoenix Suns,115
217,Milwaukee Bucks,135,Atlanta Hawks,136
218,Dallas Mavericks,106,Oklahoma City Thunder,103
219,Los Angeles Lakers,130,New Orleans Pelicans,102
220,Sacramento Kings,113,San Antonio Spurs,106
221,Washington Wizards,95,Denver Nuggets,90
222,Charlotte Hornets,90,Golden State Warriors,137
223,Memphis Grizzlies,96,Los Angeles Clippers,113
