,Team1,1pts,Team2,2pts
44,Atlanta Hawks,107,Boston Celtics,112
45,Toronto Raptors,115,Indiana Pacers,106
46,Detroit Pistons,101,Oklahoma City Thunder,108
47,Houston Rockets,91,Phoenix Suns,127
48,Miami Heat,97,Sacramento Kings,105
49,Portland Trail Blazers,114,Utah Jazz,117
50,Milwaukee Bucks,111,Orlando Magic,95
51,Dallas Mavericks,116,Charlotte Hornets,100
52,New York Knicks,95,Detroit Pistons,92
53,New Orleans Pelicans,124,Indiana Pacers,117
54,Brooklyn Nets,118,Toronto Raptors,119
55,Los Angeles Clippers,115,Minnesota Timberwolves,142
56,Los Angeles Lakers,125,Golden State Warriors,120
57,Denver Nuggets,117,Phoenix Suns,108
58,San Antonio Spurs,102,Sacramento Kings,122
59,Boston Celtics,112,Oklahoma City Thunder,111
60,New York Knicks,135,Atlanta Hawks,140
61,Chicago Bulls,111,Philadelphia 76ers,118
62,Memphis Grizzlies,106,Washington Wizards,99
63,Utah Jazz,114,Houston Rockets,113
64,Los Angeles Clippers,133,Cleveland Cavaliers,92
65,Miami Heat,109,Portland Trail Blazers,115
66,Charlotte Hornets,87,Detroit Pistons,76
67,Brooklyn Nets,106,Indiana Pacers,105
68,Atlanta Hawks,126,Orlando Magic,135
69,Minnesota Timberwolves,126,Toronto Raptors,137
70,Sacramento Kings,111,Milwaukee Bucks,123
71,Utah Jazz,123,Dallas Mavericks,119
72,San Antonio Spurs,120,Denver Nuggets,127
73,Miami Heat,113,Golden State Warriors,101
74,Phoenix Suns,100,Los Angeles Lakers,125
75,Los Angeles Clippers,103,Philadelphia 76ers,110
76,Chicago Bulls,114,Washington Wizards,126
77,Portland Trail Blazers,117,New Orleans Pelicans,138
78,San Antonio Spurs,114,Oklahoma City Thunder,106
79,Boston Celtics,105,Houston Rockets,116
80,Atlanta Hawks,105,Cleveland Cavaliers,127
81,Detroit Pistons,112,Orlando Magic,116
82,Toronto Raptors,91,Brooklyn Nets,101
83,Milwaukee Bucks,111,Indiana Pacers,118
84,Washington Wizards,114,New York Knicks,96
85,Portland Trail Blazers,104,Memphis Grizzlies,111
86,Charlotte Hornets,115,Minnesota Timberwolves,108
87,Sacramento Kings,111,Dallas Mavericks,130
88,Golden State Warriors,106,Phoenix Suns,112
89,Miami Heat,101,Utah Jazz,116
90,Los Angeles Lakers,120,Denver Nuggets,116
91,Los Angeles Clippers,133,Boston Celtics,141
92,Oklahoma City Thunder,123,New Orleans Pelicans,118
93,Milwaukee Bucks,126,Detroit Pistons,106
94,Miami Heat,124,Atlanta Hawks,129
95,Charlotte Hornets,103,Chicago Bulls,93
96,Brooklyn Nets,104,Philadelphia 76ers,112
97,Memphis Grizzlies,125,Sacramento Kings,129
98,Houston Rockets,135,Golden State Warriors,105
99,Dallas Mavericks,122,Orlando Magic,106
100,Cleveland Cavaliers,113,Washington Wizards,108
101,Indiana Pacers,106,New York Knicks,98
102,Phoenix Suns,101,Toronto Raptors,118
103,Boston Celtics,127,Minnesota Timberwolves,117
104,Denver Nuggets,101,Oklahoma City Thunder,113
105,San Antonio Spurs,113,Utah Jazz,104
106,Memphis Grizzlies,105,Los Angeles Lakers,117
107,New Orleans Pelicans,128,Portland Trail Blazers,115
108,Sacramento Kings,112,Los Angeles Clippers,103
109,Brooklyn Nets,115,Charlotte Hornets,86
110,Dallas Mavericks,107,Atlanta Hawks,111
111,Phoenix Suns,112,Chicago Bulls,104
112,Cleveland Cavaliers,105,Miami Heat,124
113,Philadelphia 76ers,98,Milwaukee Bucks,119
114,Houston Rockets,120,Utah Jazz,110
115,Boston Celtics,112,Los Angeles Lakers,114
116,Minnesota Timberwolves,116,Denver Nuggets,128
117,Indiana Pacers,81,Toronto Raptors,127
118,Washington Wizards,117,Chicago Bulls,126
119,San Antonio Spurs,103,Oklahoma City Thunder,131
120,New Orleans Pelicans,115,Golden State Warriors,101
121,Detroit Pistons,104,Portland Trail Blazers,107
122,Miami Heat,119,Cleveland Cavaliers,125
123,Atlanta Hawks,112,Philadelphia 76ers,129
124,Milwaukee Bucks,137,Washington Wizards,134
125,Orlando Magic,115,Brooklyn Nets,113
126,New York Knicks,112,Houston Rockets,123
127,Minnesota Timberwolves,123,Dallas Mavericks,139
128,Phoenix Suns,131,Utah Jazz,111
129,Memphis Grizzlies,97,Los Angeles Clippers,124
130,Charlotte Hornets,80,Indiana Pacers,119
131,Milwaukee Bucks,108,Toronto Raptors,97
132,Oklahoma City Thunder,124,Chicago Bulls,122
133,Detroit Pistons,98,Denver Nuggets,115
134,New Orleans Pelicans,109,Los Angeles Lakers,118
135,Boston Celtics,118,Portland Trail Blazers,106
136,Sacramento Kings,112,Golden State Warriors,94
137,New York Knicks,101,Charlotte Hornets,107
138,Philadelphia 76ers,94,Cleveland Cavaliers,108
139,Brooklyn Nets,106,Washington Wizards,110
140,Orlando Magic,130,Atlanta Hawks,120
141,Minnesota Timberwolves,129,Miami Heat,126
142,Memphis Grizzlies,112,Houston Rockets,140
143,Dallas Mavericks,109,San Antonio Spurs,103
144,Los Angeles Clippers,102,Phoenix Suns,92
145,Boston Celtics,114,Utah Jazz,103
146,New York Knicks,106,Philadelphia 76ers,115
147,Portland Trail Blazers,100,Indiana Pacers,106
148,Sacramento Kings,108,Oklahoma City Thunder,112
149,Los Angeles Lakers,116,Golden State Warriors,86
150,Minnesota Timberwolves,125,Orlando Magic,136
151,Brooklyn Nets,118,Atlanta Hawks,141
152,Charlotte Hornets,99,Toronto Raptors,96
153,Sacramento Kings,104,Memphis Grizzlies,101
154,Dallas Mavericks,118,Miami Heat,126
155,Oklahoma City Thunder,86,Milwaukee Bucks,133
156,Cleveland Cavaliers,104,New Orleans Pelicans,116
157,Detroit Pistons,113,Phoenix Suns,111
158,Washington Wizards,119,Utah Jazz,129
159,Denver Nuggets,103,Los Angeles Clippers,132
160,Chicago Bulls,115,New York Knicks,125
161,Portland Trail Blazers,117,Atlanta Hawks,129
162,Brooklyn Nets,113,Miami Heat,116
163,Indiana Pacers,113,Cleveland Cavaliers,104
164,Los Angeles Lakers,88,Memphis Grizzlies,105
165,Houston Rockets,111,Boston Celtics,110
166,Orlando Magic,113,San Antonio Spurs,114
167,Golden State Warriors,115,Phoenix Suns,99
